NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-27, 09:59:13
DATA_INCLUDED	Velocity
DATA_TYPES	Mass_vel_X	Mass_vel_Y	Mass_vel_Z

Mass_vel_X	Mass_vel_Y	Mass_vel_Z	
15.903	-9.593	-622.774
15.488	-8.306	-604.318
12.015	-7.864	-584.375
10.393	-8.054	-554.813
20.546	-11.455	-530.882
19.851	-12.734	-500.639
6.982	-8.410	-462.341
7.476	-7.549	-427.274
16.009	-11.992	-389.094
15.051	-12.013	-349.201
3.380	-9.406	-307.875
0.783	-9.526	-265.557
11.496	-11.290	-224.526
12.411	-12.166	-181.036
6.149	-8.630	-133.834
6.428	-11.020	-85.689
5.241	-11.687	-38.460
0.273	-8.251	11.181
1.072	-9.694	59.402
5.374	-11.547	100.536
7.324	-12.670	147.095
1.019	-8.763	195.982
0.541	-9.611	240.306
1.519	-10.916	282.521
-2.438	-10.017	322.342
-0.939	-10.970	362.337
-0.070	-9.732	401.646
-4.264	-7.454	440.915
-7.625	-5.991	475.919
-3.717	-7.673	508.338
-6.451	-8.199	537.721
-11.664	-6.832	565.947
-9.418	-4.796	591.284
-8.081	-6.116	613.292
-9.074	-4.699	631.630
-9.758	-3.868	643.274
-10.430	-3.950	657.427
-10.308	-3.472	665.546
-12.323	-2.877	669.460
-3.201	-4.723	674.208
-8.648	-1.033	673.264
-20.837	0.977	670.309
-15.023	-0.258	664.668
-13.106	-0.176	653.502
-12.220	-2.346	639.182
-11.644	-1.760	624.449
-16.150	1.210	603.566
-18.448	4.139	578.380
-12.234	0.366	553.936
-16.286	1.366	524.452
-21.299	4.621	493.499
-16.596	3.964	460.418
-17.063	4.496	425.916
-18.763	5.559	391.552
-19.518	6.204	352.639
-18.933	7.031	307.942
-16.772	6.121	265.666
-14.979	4.923	224.122
-16.889	6.798	177.468
-15.419	8.678	128.003
-14.983	4.431	81.091
-17.239	5.135	34.774
-17.614	9.827	-14.136
-18.103	5.924	-60.318
-12.676	6.112	-105.535
-13.782	8.960	-152.205
-16.525	9.017	-196.902
-15.066	8.414	-240.908
-11.806	5.248	-284.119
-12.737	6.687	-326.652
-14.001	10.829	-369.419
-11.965	10.009	-407.411
-13.993	7.115	-444.566
-11.534	7.293	-479.150
-9.625	9.683	-507.912
-10.184	9.523	-537.530
-10.065	9.020	-566.002
-9.524	9.705	-591.951
-4.543	9.592	-613.219
-7.188	10.617	-628.786
-10.405	11.126	-644.051
-5.396	8.932	-656.714
-5.822	9.071	-664.383
-9.442	9.558	-668.631
-0.758	6.170	-675.846
0.088	7.750	-675.151
-6.299	10.230	-665.608
-4.973	10.362	-660.687
-0.634	10.777	-651.366
7.999	7.069	-636.462
9.316	5.342	-622.698
5.527	7.508	-600.288
3.331	9.692	-573.918
7.845	6.834	-551.800
8.550	5.553	-522.867
6.896	8.990	-490.833
5.575	6.952	-456.723
6.508	5.006	-420.670
13.238	6.137	-387.531
15.098	5.732	-346.731
9.128	5.636	-298.432
10.672	5.367	-255.688
13.333	5.852	-212.965
13.796	4.134	-168.662
14.032	4.447	-122.567
17.742	3.541	-77.586
20.116	1.093	-32.900
18.252	1.363	12.507
21.000	-0.536	58.150
20.507	0.038	108.506
20.161	0.398	154.394
18.796	-0.327	200.306
22.905	-1.410	244.006
25.487	-1.807	286.036
19.537	-0.744	334.825
16.071	0.535	375.783
21.372	-0.974	407.335
22.532	-3.049	444.362
20.740	-1.691	479.179
24.433	-2.207	506.932
20.825	-3.902	536.632
21.695	-4.162	566.058
18.973	-4.314	592.040
13.239	-3.375	614.315
18.960	-5.444	632.127
21.641	-7.688	646.462
21.474	-6.426	655.367
20.734	-5.726	664.325
19.776	-6.287	674.192
17.593	-5.585	673.529
14.931	-5.385	670.086
16.897	-8.030	667.396
20.646	-9.186	658.344
17.673	-8.149	647.470
9.461	-6.706	633.870
12.395	-5.545	617.172
13.173	-8.250	597.686
8.766	-9.912	575.176
11.338	-5.207	550.155
8.333	-7.239	520.610
9.644	-7.985	488.573
12.731	-6.640	456.167
5.272	-7.169	418.430
2.508	-7.165	380.393
5.047	-6.191	341.671
2.488	-2.966	298.573
0.769	-1.385	257.236
5.574	0.919	215.517
4.113	-0.029	167.851
-0.169	-5.258	120.968
-1.728	-6.201	76.439
-3.452	-6.521	28.427
-1.408	-9.843	-18.555
-1.454	-7.955	-65.366
-4.400	-8.445	-113.913
-8.705	-17.555	-160.534
-8.615	-17.708	-205.494
-7.351	-10.496	-250.795
-6.574	-10.180	-291.349
-9.263	-4.917	-333.183
-10.677	-4.736	-373.623
-10.032	-7.780	-409.480
-14.239	-4.037	-445.501
-14.807	-2.870	-479.950
-10.076	-4.723	-510.424
-10.844	-4.120	-540.096
-13.342	-3.033	-569.984
-15.759	-2.025	-592.916
-22.948	-0.806	-612.319
-21.644	-0.414	-630.851
-18.720	0.717	-644.120
-15.955	-1.417	-655.019
-15.459	-2.166	-664.459
-22.027	0.633	-669.042
-23.172	0.234	-669.174
-19.007	-2.361	-670.634
-20.877	0.156	-666.232
-20.111	2.889	-656.027
-18.400	2.249	-647.430
-22.716	3.557	-635.322
-25.096	4.565	-614.877
-19.763	2.121	-596.767
-15.945	1.422	-576.198
-20.058	5.199	-539.656
-23.705	7.204	-508.654
-23.139	4.451	-481.658
-19.731	5.558	-454.356
-17.780	5.717	-418.739
-22.804	8.903	-374.508
-24.614	10.645	-334.613
-22.379	8.699	-292.273
-21.030	11.521	-250.991
-18.171	8.627	-213.328
-21.906	7.472	-162.705
-17.388	10.095	-117.732
-16.674	10.844	-70.016
-19.670	10.778	-17.515
-8.597	7.613	19.823
-9.500	8.797	64.600
-15.770	10.517	117.900
-13.745	10.750	162.232
-10.895	11.368	206.495
-6.066	9.978	250.976
-10.278	12.446	290.471
-17.795	13.408	338.685
-7.676	11.380	374.608
-2.573	11.111	413.460
-10.522	13.479	455.501
-4.106	12.184	485.263
1.659	10.307	512.547
-0.723	10.054	541.174
-1.472	11.657	569.155
-3.799	10.002	596.107
-1.016	8.384	613.719
2.443	10.500	626.833
4.080	8.857	644.681
-1.325	10.896	659.654
1.420	9.966	668.000
13.827	6.050	667.150
4.787	9.397	673.779
3.826	9.000	672.893
13.540	5.300	663.363
12.809	4.890	657.171
11.308	6.092	645.806
5.752	8.653	631.673
11.035	7.755	613.740
10.878	6.729	594.374
10.438	15.572	571.856
24.247	16.567	540.147
20.037	4.551	511.092
13.894	1.004	484.011
14.652	11.552	451.985
14.387	13.333	416.383
13.996	0.144	375.475
17.747	-2.460	335.491
18.393	1.106	292.331
16.185	0.929	248.627
14.052	1.588	205.917
16.307	0.070	158.441
19.344	-1.095	111.518
13.568	0.094	66.819
14.151	-3.448	20.991
19.011	-3.123	-25.710
21.253	-4.657	-72.921
15.315	-3.480	-117.336
20.026	-2.541	-164.382
18.144	-4.701	-210.692
11.884	-4.047	-256.028
21.203	-6.586	-299.975
13.040	-7.326	-338.581
9.222	-8.963	-380.698
18.664	-9.012	-418.370
15.297	-6.227	-451.922
16.481	-4.446	-483.072
11.930	-17.675	-515.048
6.622	-21.433	-546.086
9.970	-9.229	-570.179
15.218	-9.428	-592.274
13.267	-8.594	-613.711
7.515	-7.888	-631.767
11.882	-9.867	-646.669
14.276	-9.229	-660.091
12.039	-13.683	-667.737
4.908	-10.087	-671.395
4.365	-8.767	-668.514
10.961	-12.840	-668.829
9.549	-14.353	-667.387
5.303	-13.247	-653.861
8.286	-7.128	-642.316
1.535	-8.614	-625.840
3.533	-11.403	-611.925
9.652	-8.915	-592.751
4.945	-12.258	-566.313
-3.679	-10.620	-540.287
-1.597	-10.096	-513.626
3.211	-11.434	-480.407
-0.390	-8.006	-444.380
-2.736	-10.198	-407.025
-2.866	-8.482	-370.194
-9.206	-8.111	-327.122
-7.303	-9.877	-287.298
1.552	-11.079	-250.393
-9.201	-9.421	-201.629
-15.766	-2.001	-153.716
-5.726	-7.421	-111.965
-3.891	-12.771	-66.783
-10.635	-7.542	-16.166
-14.524	-4.748	31.050
-10.060	-6.005	76.971
-6.733	-6.868	123.360
-10.841	-6.402	167.845
-10.339	-6.392	211.475
-11.553	-0.611	255.478
-13.289	-1.563	297.641
-15.853	-2.914	344.300
-17.522	-1.624	383.823
-12.470	-1.719	415.182
-13.797	0.853	450.324
-18.679	-0.708	486.127
-14.172	-0.087	513.166
-13.766	2.578	542.743
-23.807	0.426	578.388
-19.673	2.259	599.282
-16.599	2.565	614.507
-21.011	2.848	635.892
-15.852	2.262	646.551
-16.138	-0.242	653.794
-13.703	3.381	663.714
-11.317	3.115	666.231
-17.163	6.187	670.911
-20.318	7.149	670.215
-17.826	5.775	660.074
-15.860	8.378	654.614
-15.763	8.391	645.485
-10.842	6.909	628.056
-15.424	7.246	610.814
-17.625	10.119	590.703
-13.290	12.189	565.912
-5.312	18.276	538.134
-3.692	16.144	505.964
-18.168	7.616	475.518
-12.918	7.551	441.570
-11.092	13.128	407.002
-9.229	14.812	369.867
-10.476	7.231	330.324
-15.036	7.295	288.319
-10.987	9.135	244.802
-10.238	8.737	200.830
-12.013	12.417	153.294
-16.858	10.759	108.162
-5.031	7.448	60.612
-0.276	7.086	12.624
-5.614	9.432	-34.955
-5.390	6.645	-80.449
-6.472	5.550	-125.210
-10.074	9.929	-171.901
-8.590	7.426	-216.170
2.603	6.175	-259.544
3.100	9.115	-301.794
-5.597	7.944	-342.167
-8.206	3.350	-382.735
-0.645	3.230	-419.542
3.313	8.197	-454.726
4.551	6.828	-491.757
-2.913	8.892	-518.916
-8.331	-2.061	-546.906
2.782	-7.327	-575.673
8.159	4.105	-596.714
7.907	3.690	-616.735
7.315	2.736	-633.260
5.522	2.133	-646.851
5.548	4.103	-655.801
2.390	4.483	-662.069
4.319	3.154	-667.287
15.886	-1.175	-672.990
15.923	1.308	-670.097
8.416	4.107	-660.824
10.635	2.009	-652.476
16.986	1.811	-641.307
16.049	-1.858	-629.058
13.872	-0.935	-607.261
13.299	1.403	-583.322
16.043	-0.255	-562.562
17.985	-0.730	-532.814
12.865	1.882	-503.057
17.962	0.252	-476.294
20.866	-4.539	-439.456
19.740	-5.738	-405.082
19.448	-4.062	-365.194
20.218	-3.427	-325.171
20.142	-5.052	-284.295
19.547	-4.635	-240.026
21.961	-4.504	-197.035
16.622	-7.055	-144.579
16.641	-6.750	-100.024
27.362	-7.963	-61.855
19.410	-7.115	-9.061
18.045	-8.079	35.236
23.223	-6.976	79.665
20.956	-5.140	128.792
22.649	-9.906	170.190
19.095	-8.816	218.128
17.081	-5.976	265.141
17.152	-5.753	305.980
23.435	-8.468	340.141
22.622	-9.958	379.993
15.032	-7.379	425.687
10.355	-6.229	460.804
18.645	-8.138	487.358
17.148	-9.326	519.122
10.654	-9.039	548.723
13.883	-10.178	570.886
18.936	-9.890	589.528
16.022	-11.345	612.997
7.692	-11.677	633.616
10.491	-8.124	646.136
12.754	-10.302	657.120
4.693	-9.174	665.814
7.008	-6.762	669.256
12.960	-10.660	667.308
8.114	-9.095	664.114
2.693	-5.370	658.871
0.603	-5.948	649.659
6.417	-9.058	637.508
6.083	-8.834	623.213
2.161	-6.105	604.551
0.315	-5.308	582.187
-0.986	-5.935	559.465
-5.589	-6.187	532.844
-4.237	-4.380	503.327
0.614	-6.244	472.558
-4.232	-5.608	437.168
-3.125	-1.599	399.531
-3.074	0.032	360.593
-6.962	-1.575	320.951
-7.528	-5.357	277.952
-11.470	-4.838	231.737
-7.700	-5.007	190.298
-7.877	-1.810	147.292
-13.933	1.452	100.296
-11.982	-1.322	54.223
-13.163	-2.388	8.705
-13.608	-4.339	-38.128
-12.073	-6.289	-85.094
-13.291	-2.706	-131.165
-15.148	0.436	-179.389
-16.714	-2.431	-223.909
-16.094	-7.305	-264.492
-15.388	-5.704	-306.889
-18.094	-1.155	-349.344
-16.381	0.647	-388.337
-12.687	0.503	-424.334
-18.695	-0.408	-456.789
-19.241	0.760	-488.666
-16.703	3.539	-521.959
-19.324	2.706	-551.525
-22.148	3.233	-576.259
-18.705	3.669	-598.021
-16.728	2.533	-617.860
-20.914	4.680	-634.277
-19.669	3.066	-647.852
-18.052	3.921	-657.907
-20.012	5.186	-662.566
-22.033	3.139	-662.998
-18.416	4.698	-667.635
-14.134	7.180	-667.524
-15.751	4.172	-657.722
-20.191	6.142	-648.060
-17.527	9.098	-638.709
-15.083	7.987	-623.584
-15.296	9.204	-603.725
-15.847	8.544	-581.449
-16.722	9.728	-556.147
-13.564	9.447	-528.223
-13.782	8.482	-497.210
-11.817	9.827	-467.878
-12.448	9.708	-433.312
-10.658	9.910	-394.572
-6.991	7.050	-356.622
-15.415	8.414	-313.829
-8.909	8.867	-277.509
-6.256	9.488	-234.425
-11.833	11.099	-184.365
-2.950	7.232	-146.526
-2.199	7.327	-101.107
-4.520	10.336	-47.812
-1.530	10.155	-1.401
-2.366	8.207	43.679
1.294	7.273	88.358
4.934	7.631	133.776
0.928	11.199	183.818
1.041	8.869	227.162
7.223	7.858	262.673
9.098	8.751	304.534
5.760	6.973	351.459
6.088	9.036	389.481
11.279	6.071	423.066
12.379	3.975	459.709
7.315	6.728	497.435
12.836	4.293	524.463
16.302	3.166	548.359
7.294	4.074	579.724
14.731	2.848	598.877
17.247	2.594	614.826
10.756	2.318	633.620
16.411	0.414	644.816
18.187	1.730	653.463
16.790	3.220	662.500
13.443	1.559	670.238
17.831	1.491	667.333
20.532	1.913	662.158
17.296	1.631	659.059
19.160	-0.866	650.086
19.713	-2.244	635.645
20.021	-1.541	619.490
20.298	-1.448	598.590
19.286	-1.576	576.196
20.399	-3.003	554.276
17.917	-2.532	527.026
15.614	-3.450	498.135
21.676	-4.421	463.587
22.159	-4.227	428.853
14.589	-4.650	394.988
17.094	-6.332	355.985
17.413	-5.316	314.007
15.354	-3.472	270.956
16.202	-5.846	230.763
15.576	-5.805	185.962
20.107	-6.176	135.420
18.147	-6.284	89.751
15.599	-9.451	43.768
14.041	-11.094	-1.683
16.255	-8.625	-45.751
13.088	-9.703	-91.092
9.777	-9.354	-137.967
14.630	-7.002	-183.772
14.906	-11.376	-228.206
12.623	-12.114	-272.986
10.059	-7.402	-313.216
12.072	-9.622	-355.819
8.310	-8.698	-395.759
6.148	-8.294	-427.942
6.733	-10.054	-462.853
9.426	-10.596	-498.260
7.643	-9.728	-525.721
2.448	-9.077	-552.626
6.055	-11.356	-578.119
4.400	-10.640	-599.029
1.348	-11.430	-618.292
1.548	-10.699	-634.919
1.567	-7.995	-648.338
-2.511	-10.521	-658.845
-5.236	-10.247	-666.175
-5.847	-7.525	-666.925
-5.096	-9.801	-664.343
-2.409	-10.635	-663.177
-6.112	-7.585	-657.072
-6.138	-6.486	-645.753
-9.962	-5.588	-629.024
-10.111	-6.295	-615.652
-8.886	-6.145	-600.136
-12.603	-4.649	-576.161
-8.091	-6.906	-552.367
-10.321	-7.242	-523.317
-12.973	-5.460	-493.739
-11.074	-4.893	-464.433
-13.869	-4.328	-428.621
-19.104	-1.450	-387.259
-20.042	-1.528	-347.257
-16.191	-4.004	-310.849
-16.416	-1.685	-268.498
-15.930	-3.542	-224.391
-15.052	-3.648	-182.348
-23.585	2.342	-135.235
-23.745	2.101	-90.270
-18.430	-0.705	-43.623
-18.283	0.739	2.412
-17.346	1.468	47.641
-14.077	-0.764	96.441
-15.938	0.671	142.671
-24.320	4.879	187.966
-25.364	6.097	231.838
-21.176	6.115	276.590
-19.200	4.511	317.637
-17.519	2.740	351.738
-17.182	2.871	390.896
-19.453	5.968	432.488
-19.871	7.647	467.411
-18.156	5.879	494.844
-20.453	6.121	525.431
-19.598	7.285	556.377
-15.523	7.289	578.042
-15.497	5.827	598.155
-14.385	5.736	618.935
-11.469	7.672	636.862
-13.716	8.874	648.301
-15.968	8.865	655.882
-12.126	8.159	660.998
-13.192	9.594	667.684
-12.845	12.024	667.680
-10.679	10.776	660.059
-10.876	9.526	654.615
-12.377	9.385	646.833
-7.375	7.822	634.091
-3.482	9.953	616.589
-7.799	10.206	596.866
-7.605	9.022	575.158
-1.962	9.411	550.649
-7.154	7.465	523.087
-8.765	8.985	491.607
8.956	7.487	457.087
0.161	7.439	424.185
-3.702	7.087	386.535
3.148	6.571	346.857
-3.927	9.449	311.730
1.856	6.070	268.963
-0.263	7.800	222.364
-2.889	9.841	179.315
5.031	6.565	134.246
2.090	8.098	87.120
-0.039	8.697	39.608
6.815	5.703	-9.488
11.886	3.952	-56.874
9.867	3.282	-99.661
3.557	4.616	-143.401
4.722	4.645	-190.852
9.954	3.397	-233.850
6.137	5.888	-275.182
9.634	3.926	-319.002
14.712	2.663	-358.535
9.466	1.516	-396.088
8.978	0.830	-432.979
6.060	2.135	-467.168
5.922	3.097	-501.274
13.240	1.672	-529.688
17.087	-1.925	-556.369
13.238	1.506	-583.541
14.994	-1.491	-602.237
11.184	-2.719	-619.811
15.466	-2.038	-636.808
20.802	-4.358	-647.373
12.926	-1.772	-655.422
11.223	-2.564	-660.033
10.626	-3.017	-664.462
18.026	-4.687	-668.794
20.998	-5.149	-663.530
16.204	-5.112	-653.791
12.990	-4.820	-644.518
12.062	-2.339	-627.421
17.535	-4.201	-613.809
20.653	-6.590	-596.274
17.948	-6.731	-570.445
18.257	-7.403	-542.729
19.185	-8.408	-518.618
14.294	-7.165	-488.038
16.961	-7.180	-455.488
22.209	-8.233	-425.844
14.893	-7.913	-382.735
13.305	-9.139	-344.143
18.458	-10.073	-307.856
17.753	-10.783	-264.899
14.460	-10.627	-218.358
12.414	-9.119	-173.421
11.424	-9.153	-126.216
11.668	-8.127	-81.560
12.179	-8.677	-36.419
15.229	-11.838	11.711
9.847	-9.984	59.644
10.319	-8.131	100.912
13.692	-9.323	141.910
10.326	-9.156	192.024
10.352	-8.988	236.378
9.034	-9.518	279.229
9.208	-10.640	319.989
8.172	-9.377	360.131
6.814	-8.721	399.627
5.985	-11.347	435.001
1.624	-9.729	470.471
2.574	-9.458	499.573
1.620	-8.131	529.267
-0.809	-5.216	557.064
1.330	-8.007	576.383
-0.158	-7.785	598.187
-0.096	-8.062	618.557
-1.310	-6.639	634.454
-3.094	-3.678	647.671
-3.769	-6.220	657.608
-6.125	-3.632	664.857
-6.181	0.305	665.333
-3.917	-3.083	663.375
-5.995	-3.764	660.394
-7.264	-2.649	652.385
-10.097	-2.317	641.006
-8.261	-2.167	627.712
-8.986	-1.810	611.782
-13.246	1.710	592.463
-11.967	0.190	569.404
-10.624	-3.315	544.714
-14.272	0.796	517.808
-12.464	-0.820	487.193
-11.565	0.580	454.189
-15.839	2.960	418.740
-15.189	0.441	381.534
-17.311	2.952	342.802
-15.756	0.291	300.862
-16.238	0.940	258.480
-16.775	4.199	214.549
-17.292	4.221	169.945
-18.267	7.134	127.964
-17.485	4.744	81.979
-16.731	3.667	33.490
-18.938	6.931	-10.618
-19.906	4.498	-55.823
-15.545	4.983	-105.417
-14.716	4.643	-150.678
-17.396	6.673	-196.310
-16.940	8.400	-240.858
-15.854	6.510	-282.367
-16.855	5.976	-324.010
-16.263	5.651	-363.506
-16.832	7.531	-400.701
-15.584	7.462	-437.123
-14.436	6.807	-470.992
-16.912	6.677	-498.266
-14.344	8.742	-529.346
-14.350	8.363	-558.086
-16.417	7.291	-583.261
-14.336	8.763	-602.972
-14.425	7.660	-620.417
-11.498	8.782	-638.082
-10.180	9.064	-648.379
-13.281	7.463	-653.731
-12.216	5.861	-660.127
-9.415	6.310	-666.569
-12.243	8.397	-662.047
-11.598	9.291	-654.143
-8.656	9.552	-648.415
-5.903	9.856	-640.183
-3.836	10.264	-625.920
-7.306	9.796	-610.863
-6.392	9.148	-589.679
-0.020	8.213	-565.669
1.630	8.888	-545.156
-0.571	7.334	-516.251
-6.744	8.487	-476.925
0.672	7.909	-448.344
8.843	7.266	-417.979
-1.284	7.748	-372.326
0.733	6.128	-334.767
2.252	8.408	-294.287
4.309	7.922	-252.226
11.018	3.545	-217.365
10.219	3.474	-172.765
9.324	5.944	-122.208
5.842	6.663	-70.574
5.238	6.512	-24.728
15.700	2.989	14.180
16.835	1.562	60.979
13.730	3.317	111.744
17.634	3.742	155.255
14.399	4.466	199.581
15.995	2.845	241.608
17.166	0.876	282.689
16.674	1.151	323.547
19.650	1.201	362.721
19.546	0.209	401.835
18.588	-0.613	438.865
17.545	0.083	473.180
20.985	-1.718	502.099
20.257	-0.597	532.655
19.366	-2.127	559.623
16.501	-2.882	585.864
17.402	-0.592	603.134
22.841	-3.091	618.081
21.929	-3.843	635.421
19.870	-5.320	645.914
17.486	-5.331	655.887
19.028	-1.386	662.910
22.200	-3.101	662.285
21.785	-5.568	659.742
19.974	-4.365	658.489
17.408	-4.162	651.290
18.535	-5.754	639.634
20.448	-7.573	625.096
16.629	-4.866	608.085
14.742	-3.387	586.457
16.777	-7.100	562.452
18.165	-8.637	537.318
14.404	-6.457	510.507
15.317	-5.769	479.828
14.683	-8.517	446.323
10.003	-8.596	412.862
9.496	-4.126	374.429
9.334	-5.599	335.240
13.990	-8.580	295.068
11.506	-2.058	251.397
7.047	-0.124	210.306
10.257	0.559	164.525
9.072	-0.401	116.878
5.562	-6.507	71.527
4.308	-8.226	24.137
5.198	-8.633	-19.910
3.393	-9.545	-64.754
-0.769	-9.608	-110.982
1.071	-14.903	-157.053
-0.823	-15.064	-201.863
-0.610	-9.343	-245.483
2.031	-9.797	-288.432
-0.158	-7.951	-328.458
-1.065	-7.818	-368.899
-6.534	-8.330	-407.174
-6.915	-5.195	-442.867
-4.052	-5.129	-475.712
-7.367	-6.371	-505.612
-7.416	-5.366	-532.834
-6.841	-5.969	-557.666
-11.474	-2.283	-582.591
-10.036	-3.190	-603.397
-11.181	-7.914	-620.387
-12.219	-2.209	-635.112
-12.284	-0.792	-646.608
-17.457	-3.668	-654.077
-20.464	-0.669	-660.560
-16.148	-3.390	-663.570
-12.768	-3.870	-662.303
-16.664	0.557	-656.054
-17.892	-0.526	-645.934
-18.525	-0.501	-634.249
-20.023	1.646	-618.249
-19.089	-0.035	-603.732
-18.119	-1.098	-586.981
-22.425	4.203	-558.172
-19.777	3.786	-534.316
-17.699	0.448	-509.386
-19.298	2.692	-477.672
-20.779	3.206	-443.529
-23.281	4.222	-407.676
-24.726	5.064	-367.882
-24.302	4.456	-327.125
-17.798	4.085	-294.319
-21.926	5.695	-244.652
-21.587	9.036	-201.962
-21.334	7.234	-159.097
-17.878	5.668	-114.370
-20.094	8.636	-69.247
-28.246	9.580	-17.629
-14.654	7.656	20.180
-16.565	7.457	63.368
-22.638	9.443	115.773
-17.288	10.588	161.714
-17.318	9.015	206.726
-15.563	9.226	249.195
-13.752	10.870	289.242
-13.835	10.468	330.868
-13.323	9.288	370.146
-12.502	9.262	408.532
-13.195	11.580	443.504
-12.678	10.999	477.456
-10.036	10.283	504.509
-10.174	9.838	533.836
-10.117	8.655	561.832
-9.792	11.366	590.064
-5.095	8.491	606.157
-5.087	9.702	619.847
-8.691	11.067	639.626
-2.189	8.878	648.128
-0.315	9.483	654.766
-3.119	10.255	659.676
-8.006	10.381	664.445
-5.885	10.337	661.974
3.201	9.418	652.618
3.171	7.498	645.623
2.703	9.014	635.402
9.139	6.369	620.038
8.182	7.470	604.218
0.794	7.454	587.039
8.817	7.016	560.098
12.818	13.797	533.083
12.001	11.128	506.541
7.420	5.202	474.541
6.434	7.175	439.306
9.514	7.192	404.348
13.513	6.257	369.007
12.768	8.225	327.446
10.430	4.310	287.523
14.998	1.374	247.107
10.507	0.686	202.302
12.381	1.987	158.372
13.224	3.572	113.233
7.577	2.671	65.651
9.417	2.046	18.855
19.631	-1.470	-27.645
17.170	-0.108	-75.101
14.857	-1.378	-120.391
16.080	-1.941	-164.679
18.614	-3.487	-209.049
16.908	-1.714	-251.185
15.462	-1.460	-293.098
11.628	-10.884	-333.407
8.659	-6.268	-374.198
15.504	-2.850	-409.388
15.640	-5.832	-444.887
15.381	-8.688	-479.744
18.261	-16.395	-509.273
15.387	-13.874	-538.476
13.280	-7.096	-564.192
16.203	-9.157	-587.085
15.426	-7.411	-606.730
13.230	-5.278	-621.217
10.657	-5.659	-634.208
14.064	-7.337	-647.176
15.129	-10.909	-655.329
16.832	-8.818	-660.205
15.249	-10.293	-661.505
10.782	-11.597	-658.441
9.852	-8.184	-652.944
11.631	-7.535	-646.942
14.799	-9.905	-636.895
9.369	-9.240	-618.235
7.131	-6.331	-597.542
9.478	-7.854	-578.907
12.920	-13.683	-556.631
17.080	-11.755	-535.768
13.853	-9.088	-507.456
3.614	-11.877	-467.434
-2.052	-7.859	-433.021
8.362	-9.899	-402.409
8.223	-12.925	-363.151
3.717	-9.180	-325.063
3.255	-8.117	-285.079
2.280	-9.413	-242.415
2.122	-11.109	-198.588
-0.383	-9.961	-154.876
1.370	-6.832	-110.190
-2.933	-5.974	-56.458
-2.748	-7.132	-11.947
3.248	-8.340	29.361
-2.211	-8.602	77.123
-4.861	-6.509	119.072
-1.646	-5.545	163.773
-3.846	-5.126	212.185
-4.183	-6.793	250.046
-4.824	-6.991	291.881
-7.700	-4.380	334.799
-6.792	-4.440	373.627
-7.888	-2.252	413.189
-9.504	-2.601	447.188
-9.707	-3.355	479.089
-13.681	-0.685	513.574
-20.276	-0.349	542.458
-17.654	-0.541	563.691
-6.158	-3.051	582.341
-11.587	-0.411	605.267
-12.081	2.247	621.385
-8.960	-1.550	632.981
-12.460	-0.785	647.448
-12.996	2.490	655.459
-20.196	4.680	662.119
-18.114	5.975	661.868
-7.528	2.541	658.491
-9.693	0.603	653.857
-19.581	5.210	642.912
-14.914	4.417	630.523
-11.663	3.444	617.009
-17.769	4.943	598.413
-15.959	3.899	576.893
-16.228	7.441	553.763
-14.294	7.705	529.783
-9.730	9.766	501.239
-16.541	18.191	470.535
-18.341	13.318	436.359
-17.057	6.798	400.983
-17.027	7.791	363.003
-15.623	9.759	324.024
-14.517	11.127	282.527
-8.075	6.126	235.520
-10.983	5.032	193.368
-20.036	8.654	149.827
-18.143	10.577	105.178
-8.504	8.534	59.302
-7.318	4.814	13.078
-15.659	8.833	-30.510
-11.840	9.316	-76.267
-11.531	7.202	-123.637
-11.220	7.708	-170.024
-5.429	8.880	-214.909
-13.196	10.078	-256.597
-14.702	5.148	-298.210
-2.156	1.446	-342.063
-1.590	1.709	-381.219
-12.626	7.008	-414.092
-7.647	7.647	-446.652
-6.176	-0.942	-479.127
-9.117	0.453	-512.587
-11.997	4.267	-538.160
-9.469	4.947	-562.051
2.881	5.052	-589.264
2.355	4.750	-608.898
-7.619	6.812	-622.300
-8.769	7.273	-635.214
-0.702	5.361	-647.515
9.295	2.248	-659.197
8.559	3.115	-661.585
0.662	2.864	-656.459
4.053	3.602	-653.915
5.753	4.915	-649.658
5.475	3.664	-642.262
5.942	0.880	-630.987
7.513	2.518	-613.820
5.390	5.956	-594.608
8.542	4.745	-576.617
16.131	0.326	-555.594
9.886	0.667	-527.143
10.154	0.085	-495.349
17.778	-1.680	-469.157
16.153	0.428	-434.133
15.209	-2.178	-395.794
16.088	-1.617	-358.919
12.703	0.898	-311.929
14.226	-2.486	-277.712
16.605	-5.602	-235.019
15.165	-1.591	-187.132
19.522	-1.275	-153.179
21.646	-3.701	-106.283
18.012	-4.305	-52.872
19.913	-5.893	-8.687
21.466	-3.633	35.598
21.571	-3.294	80.797
22.382	-6.186	126.863
20.609	-4.967	178.096
20.116	-4.625	219.000
22.292	-6.726	254.593
24.233	-7.103	296.104
17.781	-6.152	340.901
24.778	-7.198	375.831
23.854	-7.799	413.841
12.885	-6.852	454.654
21.103	-5.085	482.155
23.261	-5.847	509.141
19.216	-8.048	537.622
12.501	-6.687	568.284
15.990	-7.376	589.857
19.886	-8.067	606.674
15.169	-8.157	625.060
15.311	-8.239	635.397
