NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-26, 17:05:13
DATA_INCLUDED	Position
DATA_TYPES	Mass_pos_X	Mass_pos_Y	Mass_pos_Z

Mass_pos_X	Mass_pos_Y	Mass_pos_Z	
76.705	-344.687	309.872
76.675	-344.673	309.961
76.689	-344.636	310.062
76.664	-344.624	310.173
76.646	-344.571	310.268
76.659	-344.518	310.341
76.625	-344.456	310.423
76.605	-344.416	310.519
76.618	-344.363	310.592
76.664	-344.312	310.662
76.665	-344.283	310.720
76.637	-344.254	310.781
76.634	-344.192	310.840
76.647	-344.184	310.897
76.625	-344.065	310.922
76.569	-344.052	310.968
76.556	-344.000	310.992
76.519	-343.965	311.009
76.474	-343.958	311.040
76.492	-343.905	311.033
76.477	-343.897	311.026
76.484	-343.808	310.991
76.505	-343.772	310.954
76.540	-343.759	310.937
76.540	-343.759	310.923
76.544	-343.715	310.894
76.577	-343.702	310.870
76.599	-343.714	310.854
76.635	-343.687	310.830
76.719	-343.654	310.789
76.775	-343.654	310.763
76.867	-343.703	310.727
76.964	-343.740	310.720
77.114	-343.774	310.703
77.320	-343.900	310.717
77.599	-343.988	310.727
78.000	-344.235	310.771
78.477	-344.429	310.797
79.216	-344.749	310.855
80.023	-345.045	310.930
81.160	-345.285	311.000
82.536	-345.546	311.120
83.983	-345.677	311.198
85.767	-345.770	311.307
87.819	-345.602	311.327
90.140	-345.190	311.272
92.756	-344.341	311.069
95.917	-343.079	310.744
99.598	-341.308	310.276
104.006	-338.865	309.609
109.298	-335.444	308.706
115.568	-331.015	307.597
122.950	-325.430	306.304
131.560	-318.611	304.890
141.295	-310.846	303.488
151.938	-302.103	302.147
163.122	-292.572	300.857
174.617	-282.317	299.653
185.890	-271.350	298.268
196.795	-259.992	296.735
207.072	-248.544	295.028
216.771	-236.757	293.083
225.489	-227.183	291.087
232.779	-222.026	289.686
243.431	-199.270	286.254
251.419	-184.861	283.612
258.569	-170.727	280.802
264.933	-155.723	277.842
270.798	-139.863	274.898
276.662	-123.533	272.214
281.748	-106.777	269.575
286.081	-89.583	267.053
289.488	-72.045	264.294
292.068	-54.463	261.461
293.900	-37.078	258.504
294.993	-19.905	255.445
295.355	-2.956	252.304
294.995	13.754	249.105
293.921	30.211	245.869
292.141	46.401	242.618
289.665	62.312	239.374
286.500	77.929	236.159
282.656	93.238	232.995
278.140	108.226	229.904
272.961	122.878	226.908
267.128	137.182	224.029
260.649	151.122	221.289
253.533	164.686	218.710
245.788	177.860	216.314
237.349	190.546	213.983
228.385	202.526	211.747
219.125	214.229	209.907
209.623	224.940	208.374
199.475	235.162	207.203
188.712	244.818	206.354
177.363	253.836	205.787
165.459	262.140	205.461
153.030	269.654	205.337
140.106	276.305	205.374
126.718	282.018	205.532
112.895	286.717	205.772
99.384	290.305	206.046
84.969	292.959	206.372
70.400	294.688	206.862
55.933	295.549	207.452
41.405	295.663	208.335
27.128	294.990	209.558
12.738	293.382	210.985
-1.642	290.972	212.803
-15.840	287.848	214.938
-30.111	284.041	217.296
-44.327	279.415	219.977
-58.380	274.026	222.889
-72.456	267.930	226.073
-86.274	261.062	229.312
-99.847	253.355	232.710
-113.576	244.964	236.287
-126.922	235.731	239.898
-139.937	225.861	243.586
-152.286	215.216	247.250
-164.161	203.645	250.744
-175.761	191.592	254.378
-186.619	179.229	258.025
-196.848	166.389	261.733
-206.378	153.217	265.433
-215.434	139.450	268.973
-223.916	125.308	272.446
-231.675	110.878	275.734
-238.597	96.229	278.873
-244.807	81.350	281.853
-250.275	66.295	284.665
-254.982	51.118	287.310
-258.941	35.847	289.791
-262.163	20.512	292.107
-264.660	5.143	294.260
-266.444	-10.232	296.249
-267.527	-25.583	298.076
-267.919	-40.881	299.742
