NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-26, 17:05:36
DATA_INCLUDED	Position
DATA_TYPES	Mass_pos_X	Mass_pos_Y	Mass_pos_Z

Mass_pos_X	Mass_pos_Y	Mass_pos_Z	
73.501	-346.949	307.426
73.557	-346.994	307.378
73.585	-347.041	307.374
73.578	-347.021	307.375
73.620	-346.999	307.416
73.653	-346.972	307.472
73.661	-346.980	307.572
73.630	-346.951	307.667
73.670	-346.760	307.747
73.679	-346.782	307.848
73.685	-346.791	307.976
73.731	-346.802	308.067
73.793	-346.760	308.158
73.788	-346.714	308.246
73.829	-346.723	308.330
73.812	-346.701	308.403
73.805	-346.636	308.440
73.788	-346.645	308.491
73.778	-346.626	308.513
73.763	-346.571	308.508
73.738	-346.480	308.481
73.718	-346.407	308.418
73.634	-346.362	308.365
73.586	-346.304	308.267
73.514	-346.216	308.150
73.411	-346.159	308.034
73.328	-346.096	307.895
73.213	-346.155	307.807
73.076	-346.047	307.651
73.000	-346.034	307.548
72.918	-345.971	307.409
72.795	-345.886	307.288
72.716	-345.935	307.205
72.568	-345.851	307.087
72.411	-345.857	307.032
72.239	-345.714	306.945
72.057	-345.692	306.950
71.911	-345.629	307.004
71.779	-345.529	307.101
71.681	-345.280	307.219
71.754	-345.125	307.397
71.972	-344.802	307.619
72.358	-344.404	307.888
72.980	-343.872	308.195
73.741	-343.429	308.543
74.648	-343.034	308.954
75.693	-342.714	309.340
76.951	-342.061	309.701
78.317	-341.773	310.086
79.850	-341.498	310.495
81.716	-341.063	310.868
83.876	-340.723	311.248
86.424	-340.356	311.652
89.536	-339.712	312.037
93.254	-338.903	312.418
97.597	-337.794	312.788
102.783	-336.193	313.084
108.766	-334.173	313.343
115.673	-331.408	313.413
123.508	-327.944	313.429
132.102	-323.718	313.254
141.511	-318.593	312.905
151.508	-312.781	312.386
162.002	-306.313	311.715
172.850	-299.309	310.937
183.912	-291.691	310.082
195.284	-283.505	309.240
206.700	-274.698	308.335
218.302	-264.871	307.287
229.732	-254.462	306.184
240.502	-244.145	304.898
249.925	-238.389	304.313
261.051	-219.245	301.761
269.918	-207.298	300.141
278.601	-192.358	298.392
285.855	-179.863	296.605
292.428	-165.340	294.358
298.074	-151.035	292.084
302.939	-136.319	289.628
306.911	-121.982	287.072
309.867	-107.364	284.120
312.084	-92.501	281.006
313.821	-77.121	277.882
314.827	-62.080	274.500
315.521	-46.921	271.329
315.460	-31.556	267.946
314.518	-16.089	264.455
312.864	-0.647	261.084
310.439	14.960	257.664
307.265	30.810	254.349
303.304	46.536	251.171
298.550	61.986	247.984
293.031	77.133	244.803
286.773	91.952	241.641
279.805	106.416	238.513
272.153	120.500	235.432
263.845	134.176	232.412
254.907	147.420	229.467
245.367	160.204	226.612
235.253	172.504	223.860
224.590	184.292	221.224
213.407	195.542	218.720
201.731	206.230	216.361
189.589	216.327	214.160
177.007	225.809	212.132
164.014	234.650	210.291
