NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-26, 17:03:43
DATA_INCLUDED	Position
DATA_TYPES	Origin_origin_X	Origin_origin_Y	Origin_origin_Z

Origin_origin_X	Origin_origin_Y	Origin_origin_Z	
31.413	4.626	665.083
31.394	4.664	665.065
31.357	4.684	665.068
31.327	4.708	665.052
31.284	4.716	665.063
31.250	4.727	665.068
31.210	4.738	665.054
31.182	4.750	665.058
31.141	4.788	665.053
31.106	4.799	665.058
31.076	4.810	665.069
31.038	4.803	665.070
31.001	4.812	665.081
30.964	4.828	665.098
30.927	4.846	665.096
30.897	4.851	665.101
30.854	4.847	665.121
30.847	4.852	665.127
30.806	4.853	665.107
30.776	4.836	665.129
30.748	4.842	665.128
30.705	4.838	665.147
30.694	4.831	665.155
30.669	4.828	665.155
30.639	4.793	665.179
30.609	4.787	665.193
30.577	4.771	665.202
30.562	4.763	665.203
30.539	4.741	665.218
30.527	4.732	665.245
30.509	4.713	665.248
30.491	4.685	665.277
30.469	4.676	665.266
30.464	4.651	665.295
30.434	4.645	665.308
30.448	4.605	665.301
30.442	4.575	665.312
30.450	4.547	665.335
30.450	4.547	665.335
30.451	4.510	665.334
30.472	4.500	665.355
30.466	4.458	665.373
30.463	4.432	665.357
30.465	4.404	665.361
30.476	4.378	665.378
30.482	4.380	665.378
30.482	4.352	665.388
30.492	4.331	665.378
30.518	4.297	665.377
30.544	4.281	665.373
30.553	4.247	665.390
30.560	4.242	665.384
30.584	4.236	665.379
30.600	4.186	665.374
30.606	4.179	665.387
30.635	4.149	665.359
30.639	4.118	665.338
30.652	4.086	665.342
30.675	4.077	665.356
30.704	4.056	665.340
30.735	4.025	665.326
30.763	4.001	665.329
30.781	3.992	665.323
30.821	3.958	665.296
30.872	3.956	665.284
30.890	3.937	665.287
30.908	3.919	665.270
30.941	3.900	665.241
30.967	3.875	665.251
30.999	3.852	665.260
31.034	3.843	665.236
31.063	3.850	665.209
31.095	3.838	665.211
31.127	3.826	665.213
31.160	3.805	665.203
31.200	3.796	665.198
31.237	3.798	665.179
31.269	3.797	665.172
31.304	3.786	665.167
31.343	3.806	665.139
31.388	3.792	665.135
31.418	3.809	665.113
31.456	3.807	665.126
31.479	3.818	665.119
31.494	3.828	665.098
31.522	3.830	665.111
31.553	3.847	665.102
31.577	3.840	665.097
31.594	3.849	665.089
31.606	3.872	665.092
31.607	3.911	665.087
31.622	3.908	665.094
31.642	3.929	665.072
31.656	3.934	665.090
31.671	3.961	665.067
31.679	3.984	665.064
31.692	4.018	665.072
31.704	4.042	665.075
31.717	4.068	665.059
31.728	4.089	665.082
31.728	4.100	665.074
31.740	4.152	665.067
31.727	4.155	665.073
31.729	4.196	665.048
31.713	4.215	665.058
31.714	4.240	665.080
31.698	4.259	665.090
31.695	4.289	665.054
31.689	4.313	665.076
31.678	4.345	665.065
31.647	4.368	665.068
31.650	4.395	665.084
31.628	4.411	665.095
31.617	4.444	665.084
31.592	4.466	665.106
31.571	4.503	665.095
31.558	4.516	665.093
31.529	4.549	665.101
31.512	4.558	665.106
31.492	4.576	665.110
31.468	4.600	665.113
31.443	4.633	665.128
31.420	4.642	665.114
31.396	4.671	665.103
31.380	4.687	665.133
31.354	4.684	665.133
31.324	4.706	665.136
31.289	4.743	665.150
31.263	4.740	665.151
31.230	4.761	665.161
31.198	4.773	665.159
31.174	4.788	665.176
31.141	4.784	665.163
31.092	4.798	665.161
31.061	4.809	665.172
31.041	4.817	665.184
30.999	4.793	665.200
30.975	4.811	665.198
30.956	4.803	665.192
30.911	4.818	665.196
30.892	4.825	665.208
30.853	4.824	665.215
30.834	4.816	665.209
30.808	4.820	665.241
30.779	4.776	665.253
30.759	4.783	665.265
30.731	4.789	665.264
30.698	4.774	665.260
30.666	4.740	665.271
30.658	4.746	665.264
30.642	4.734	665.304
30.619	4.703	665.308
30.596	4.695	665.296
30.592	4.683	665.298
30.575	4.672	665.325
30.554	4.654	665.314
30.548	4.612	665.333
30.531	4.603	665.341
30.514	4.595	665.348
30.508	4.571	665.364
30.519	4.569	665.345
30.497	4.532	665.344
30.502	4.495	665.349
30.495	4.493	665.349
30.496	4.456	665.348
30.492	4.455	665.342
30.488	4.444	665.343
30.500	4.413	665.335
30.513	4.382	665.339
30.527	4.353	665.324
30.534	4.338	665.326
30.533	4.310	665.323
30.538	4.284	665.321
30.560	4.278	665.302
30.559	4.240	665.308
30.585	4.217	665.298
30.588	4.192	665.282
30.591	4.176	665.278
30.616	4.143	665.263
30.631	4.113	665.261
30.660	4.091	665.245
30.683	4.057	665.237
30.709	4.032	665.247
30.748	4.006	665.231
30.785	3.999	665.200
30.814	3.975	665.204
30.834	3.942	665.182
30.869	3.931	665.178
30.898	3.899	665.169
30.917	3.891	665.158
30.948	3.871	665.135
30.974	3.864	665.142
31.007	3.854	665.125
31.050	3.840	665.107
31.069	3.830	665.115
31.099	3.825	665.110
31.134	3.814	665.105
31.174	3.817	665.092
31.215	3.808	665.087
31.242	3.821	665.091
31.286	3.796	665.082
31.314	3.801	665.075
31.345	3.804	665.094
31.374	3.828	665.078
31.398	3.832	665.065
31.420	3.850	665.088
31.441	3.841	665.089
31.467	3.856	665.081
31.488	3.854	665.088
31.519	3.897	665.088
31.536	3.895	665.089
31.556	3.913	665.099
31.568	3.937	665.102
31.575	3.932	665.096
31.604	3.954	665.100
31.603	3.980	665.109
31.625	4.011	665.105
31.633	4.023	665.110
31.624	4.054	665.112
31.621	4.079	665.128
31.625	4.091	665.126
31.620	4.106	665.137
31.628	4.129	665.134
31.625	4.156	665.130
31.628	4.183	665.146
31.642	4.197	665.151
31.652	4.230	665.152
31.635	4.241	665.138
31.619	4.269	665.160
31.618	4.286	665.158
31.602	4.314	665.179
31.592	4.345	665.181
31.586	4.361	665.179
31.576	4.393	665.181
31.569	4.406	665.199
31.559	4.438	665.201
31.540	4.456	665.205
31.529	4.460	665.204
31.513	4.490	665.206
31.495	4.507	665.223
31.484	4.538	665.232
31.451	4.550	665.230
31.441	4.590	665.243
31.428	4.593	665.249
31.413	4.612	665.260
31.395	4.632	665.257
31.385	4.647	665.248
31.367	4.664	665.265
31.356	4.697	665.254
31.327	4.701	665.273
31.301	4.726	665.263
31.287	4.709	665.252
31.257	4.725	665.250
31.225	4.748	665.240
31.204	4.756	665.239
31.166	4.767	665.237
31.142	4.765	665.231
31.115	4.771	665.230
31.100	4.774	665.223
31.077	4.792	665.220
31.055	4.800	665.219
31.015	4.800	665.212
30.991	4.781	665.196
30.952	4.789	665.213
30.939	4.783	665.208
30.908	4.769	665.197
30.871	4.778	665.208
30.856	4.780	665.221
30.821	4.765	665.203
30.802	4.757	665.198
30.772	4.751	665.212
30.754	4.732	665.214
30.743	4.736	665.214
30.716	4.705	665.211
30.699	4.707	665.211
30.687	4.692	665.219
30.683	4.672	665.209
30.668	4.664	665.210
30.656	4.641	665.207
30.643	4.643	665.213
30.634	4.621	665.203
30.623	4.597	665.213
30.607	4.590	665.201
30.595	4.566	665.198
30.581	4.530	665.209
30.562	4.511	665.212
30.547	4.486	665.215
30.550	4.459	665.219
30.549	4.432	665.216
30.546	4.394	665.209
30.543	4.381	665.223
30.548	4.367	665.213
30.564	4.348	665.202
30.565	4.322	665.193
30.570	4.285	665.199
30.585	4.264	665.208
30.593	4.233	665.193
30.600	4.228	665.187
30.607	4.186	665.180
30.614	4.171	665.182
30.638	4.136	665.187
30.652	4.107	665.172
30.676	4.071	665.177
30.694	4.052	665.179
30.714	4.044	665.168
30.746	4.021	665.177
30.764	3.993	665.169
30.790	3.981	665.151
30.804	3.950	665.155
30.838	3.928	665.159
30.870	3.933	665.158
30.895	3.897	665.176
30.921	3.903	665.156
30.948	3.880	665.146
30.986	3.870	665.148
31.005	3.867	665.161
31.029	3.860	665.156
31.050	3.852	665.157
31.067	3.843	665.152
31.099	3.827	665.168
31.135	3.843	665.165
31.162	3.848	665.158
31.207	3.851	665.152
31.230	3.853	665.158
31.255	3.872	665.175
31.272	3.881	665.167
31.308	3.869	665.175
31.335	3.874	665.168
31.347	3.897	665.172
31.372	3.907	665.177
31.385	3.914	665.183
31.401	3.920	665.195
31.405	3.932	665.193
31.413	3.944	665.198
31.438	3.965	665.195
31.456	3.982	665.212
31.469	3.996	665.204
31.477	4.020	665.201
31.483	4.041	665.204
31.491	4.053	665.209
31.503	4.077	665.212
31.512	4.099	665.222
31.506	4.115	665.219
31.510	4.126	665.218
31.528	4.134	665.223
31.523	4.167	665.232
31.536	4.164	665.226
31.535	4.190	665.235
31.534	4.219	665.225
31.532	4.228	665.223
31.529	4.245	665.228
31.532	4.283	665.235
31.552	4.293	665.221
31.552	4.293	665.221
31.562	4.326	665.223
31.557	4.343	665.214
31.568	4.367	665.204
31.561	4.383	665.202
31.567	4.405	665.205
31.559	4.447	665.212
31.533	4.443	665.213
31.544	4.468	665.203
31.538	4.511	665.203
31.536	4.538	665.200
31.521	4.542	665.193
31.514	4.566	665.202
31.501	4.597	665.197
31.496	4.614	665.189
31.489	4.630	665.186
31.468	4.649	665.177
31.458	4.664	665.168
31.438	4.671	665.180
31.414	4.689	665.178
31.394	4.710	665.149
31.374	4.720	665.141
31.344	4.724	665.147
31.315	4.749	665.130
31.315	4.749	665.130
31.296	4.752	665.117
31.271	4.759	665.109
31.228	4.758	665.109
31.211	4.767	665.114
31.201	4.755	665.096
31.178	4.773	665.094
31.138	4.762	665.095
31.095	4.761	665.095
31.061	4.772	665.100
31.033	4.767	665.107
31.001	4.761	665.108
30.961	4.770	665.112
30.928	4.771	665.119
30.915	4.749	665.103
30.885	4.734	665.105
30.850	4.742	665.129
30.832	4.734	665.124
30.824	4.702	665.116
30.806	4.702	665.135
30.767	4.674	665.138
30.750	4.656	665.134
30.742	4.653	665.141
30.717	4.632	665.144
30.693	4.628	665.157
30.657	4.600	665.168
30.645	4.565	665.172
30.639	4.552	665.181
30.621	4.543	665.188
30.603	4.524	665.191
30.590	4.499	665.207
30.578	4.475	665.204
30.574	4.453	665.214
30.556	4.407	665.207
30.555	4.405	665.227
30.541	4.380	665.230
30.548	4.364	665.232
30.529	4.328	665.237
30.534	4.302	665.234
30.540	4.284	665.256
30.543	4.275	665.258
30.543	4.237	665.257
30.555	4.216	665.259
30.574	4.195	665.275
30.574	4.178	665.277
30.571	4.140	665.270
30.582	4.125	665.279
30.595	4.105	665.275
30.615	4.087	665.271
30.637	4.059	665.269
30.641	4.042	665.278
30.669	4.018	665.281
30.700	3.996	665.278
30.719	3.988	665.266
30.734	3.956	665.283
30.749	3.964	665.282
30.773	3.946	665.285
30.794	3.938	665.286
30.814	3.920	665.282
30.842	3.925	665.275
30.861	3.915	665.283
30.874	3.901	665.285
30.902	3.906	665.278
30.940	3.896	665.280
30.964	3.900	665.266
30.986	3.909	665.278
31.013	3.886	665.268
31.045	3.891	665.268
31.072	3.896	665.261
31.108	3.902	665.267
31.115	3.897	665.261
31.144	3.901	665.267
31.163	3.920	665.264
31.184	3.932	665.244
31.212	3.937	665.237
31.242	3.941	665.243
31.263	3.961	665.233
31.284	3.971	665.232
31.298	3.978	665.231
31.328	3.993	665.229
31.343	4.003	665.209
31.364	4.012	665.207
31.398	4.028	665.212
31.432	4.028	665.199
31.440	4.040	665.204
31.455	4.065	665.200
31.468	4.062	665.194
31.493	4.094	665.184
31.498	4.116	665.187
31.499	4.118	665.167
31.518	4.137	665.165
31.551	4.153	665.169
31.568	4.162	665.161
31.572	4.191	665.158
31.593	4.211	665.148
31.610	4.231	665.133
31.625	4.249	665.123
31.633	4.261	665.128
31.639	4.274	665.120
31.658	4.311	665.115
31.662	4.323	665.114
31.675	4.331	665.100
31.676	4.359	665.102
31.669	4.385	665.092
31.697	4.418	665.074
31.693	4.418	665.068
31.698	4.457	665.069
31.698	4.486	665.059
31.684	4.506	665.062
31.679	4.532	665.065
31.647	4.555	665.055
31.634	4.586	665.051
31.604	4.608	665.054
31.593	4.612	665.054
31.576	4.632	665.051
31.562	4.663	665.046
31.544	4.655	665.041
31.541	4.671	665.045
31.528	4.674	665.051
31.506	4.693	665.042
31.481	4.701	665.034
31.444	4.710	665.046
31.423	4.718	665.045
31.390	4.728	665.062
31.352	4.727	665.069
31.320	4.722	665.069
31.282	4.732	665.068
31.258	4.750	665.065
31.229	4.735	665.067
31.203	4.740	665.079
31.179	4.738	665.073
31.149	4.732	665.087
31.125	4.728	665.100
31.080	4.723	665.126
31.047	4.707	665.122
31.019	4.702	665.129
30.967	4.704	665.141
30.936	4.688	665.150
30.916	4.695	665.162
30.882	4.677	665.177
30.859	4.658	665.173
30.841	4.675	665.190
30.827	4.639	665.201
30.805	4.636	665.208
30.780	4.616	665.211
30.748	4.608	665.231
30.714	4.570	665.243
30.701	4.573	665.249
30.669	4.557	665.258
30.637	4.540	665.266
30.622	4.513	665.289
30.591	4.499	665.278
30.576	4.481	665.313
30.548	4.456	665.316
30.548	4.465	665.328
30.538	4.443	665.318
30.532	4.419	665.334
30.521	4.394	665.344
30.512	4.383	665.326
30.509	4.371	665.341
30.493	4.333	665.359
30.498	4.319	665.348
30.498	4.310	665.336
30.481	4.281	665.366
30.484	4.256	665.350
30.487	4.240	665.346
30.487	4.229	665.354
30.488	4.203	665.345
30.509	4.184	665.354
30.512	4.168	665.350
30.536	4.152	665.333
30.524	4.137	665.341
30.537	4.106	665.345
30.558	4.090	665.322
30.562	4.073	665.331
30.571	4.059	665.326
30.585	4.030	665.311
30.602	4.021	665.306
30.628	4.005	665.302
30.646	3.996	665.297
30.681	3.977	665.280
30.704	3.979	665.286
30.748	3.965	665.269
30.771	3.958	665.264
30.793	3.939	665.273
30.823	3.945	665.259
30.857	3.934	665.255
30.870	3.943	665.241
30.892	3.934	665.242
30.931	3.926	665.224
30.955	3.931	665.210
30.982	3.924	665.211
31.025	3.926	665.211
31.051	3.931	665.191
31.085	3.949	665.176
31.125	3.949	665.183
31.151	3.944	665.171
31.196	3.957	665.156
31.234	3.947	665.158
31.258	3.969	665.142
31.272	3.976	665.141
31.298	3.980	665.141
31.330	3.996	665.132
31.357	4.001	665.125
31.365	4.013	665.130
31.397	4.018	665.129
31.425	4.034	665.114
31.448	4.054	665.118
31.469	4.063	665.117
31.498	4.078	665.115
31.519	4.088	665.114
31.545	4.093	665.094
31.568	4.124	665.089
31.593	4.127	665.089
31.603	4.149	665.099
31.620	4.178	665.069
31.622	4.188	665.074
31.649	4.219	665.076
31.660	4.215	665.077
31.684	4.265	665.064
31.695	4.261	665.064
31.705	4.285	665.055
31.723	4.331	665.061
31.727	4.342	665.059
31.735	4.354	665.064
31.745	4.379	665.054
31.738	4.403	665.064
31.731	4.419	665.062
31.729	4.435	665.066
31.711	4.454	665.063
31.714	4.492	665.071
31.693	4.500	665.070
31.685	4.542	665.077
31.668	4.551	665.082
31.659	4.565	665.086
31.648	4.569	665.086
31.639	4.583	665.090
31.621	4.592	665.095
31.599	4.627	665.103
31.578	4.606	665.113
31.549	4.639	665.121
31.515	4.649	665.126
31.491	4.656	665.131
31.463	4.651	665.138
31.439	4.676	665.141
31.409	4.669	665.155
31.396	4.672	665.161
31.359	4.681	665.172
31.338	4.689	665.171
31.308	4.683	665.185
31.284	4.690	665.190
31.252	4.685	665.190
31.227	4.681	665.191
31.207	4.688	665.203
31.162	4.686	665.209
31.137	4.671	665.218
31.107	4.676	665.223
31.077	4.661	665.226
31.043	4.654	665.233
31.016	4.650	665.240
30.981	4.649	665.253
30.954	4.638	665.254
30.936	4.636	665.267
30.905	4.630	665.268
30.881	4.609	665.283
30.856	4.605	665.284
30.824	4.600	665.284
30.803	4.579	665.294
30.774	4.575	665.288
30.748	4.570	665.308
30.708	4.552	665.303
30.695	4.544	665.317
30.676	4.547	665.304
30.647	4.523	665.295
30.626	4.512	665.315
30.600	4.508	665.316
30.571	4.484	665.331
30.565	4.474	665.320
30.544	4.464	665.321
30.526	4.448	665.304
30.523	4.435	665.319
30.512	4.423	665.308
30.487	4.393	665.299
30.468	4.383	665.313
30.464	4.373	665.295
30.465	4.347	665.286
30.453	4.321	665.302
30.447	4.310	665.291
30.448	4.284	665.282
30.455	4.260	665.272
30.466	4.256	665.273
30.450	4.232	665.263
30.470	4.213	665.259
30.460	4.191	665.250
30.471	4.169	665.252
30.487	4.159	665.228
30.485	4.141	665.237
30.506	4.107	665.216
30.532	4.102	665.204
30.560	4.078	665.207
30.591	4.075	665.182
30.607	4.056	665.172
30.642	4.039	665.161
30.673	4.044	665.161
30.709	4.022	665.177
30.717	3.991	665.162
30.739	3.985	665.144
30.761	3.977	665.145
30.786	3.980	665.144
30.808	3.963	665.134
30.852	3.964	665.147
30.880	3.969	665.140
30.924	3.955	665.123
30.953	3.959	665.129
31.003	3.961	665.142
31.036	3.969	665.122
31.076	3.982	665.101
31.117	3.982	665.107
31.146	3.986	665.113
31.175	3.990	665.119
31.192	3.987	665.120
31.223	4.002	665.131
31.251	4.006	665.124
31.283	4.012	665.123
31.291	4.024	665.128
31.322	4.029	665.128
31.352	4.044	665.125
31.385	4.060	665.130
31.398	4.055	665.143
31.425	4.060	665.136
31.459	4.075	665.141
31.478	4.083	665.146
31.497	4.093	665.132
31.513	4.100	665.144
31.528	4.136	665.133
31.542	4.133	665.140
31.548	4.154	665.143
31.562	4.177	665.159
31.585	4.199	665.143
31.593	4.194	665.151
31.622	4.215	665.154
31.639	4.224	665.147
31.660	4.242	665.157
31.672	4.277	665.152
31.693	4.286	665.151
31.701	4.298	665.156
31.708	4.337	665.170
31.708	4.337	665.170
31.699	4.353	665.155
31.707	4.374	665.171
31.704	4.390	665.175
31.693	4.394	665.175
31.695	4.422	665.178
31.678	4.424	665.177
31.673	4.439	665.188
31.676	4.468	665.184
31.665	4.472	665.183
31.654	4.485	665.194
31.639	4.506	665.185
31.626	4.537	665.181
31.601	4.541	665.206
31.588	4.551	665.218
31.560	4.557	665.216
31.551	4.571	665.221
31.524	4.568	665.208
31.515	4.583	665.213
31.495	4.590	665.224
31.487	4.606	665.209
31.461	4.612	665.221
31.426	4.622	665.226
31.396	4.645	665.229
31.361	4.630	665.212
31.346	4.642	665.216
31.314	4.637	665.217
31.287	4.634	665.204
31.276	4.627	665.212
31.244	4.640	665.210
31.215	4.647	665.196
31.194	4.637	665.197
31.170	4.644	665.202
31.152	4.636	665.197
31.111	4.636	665.190
31.084	4.631	665.197
31.054	4.627	665.191
31.012	4.626	665.191
30.988	4.633	665.197
30.946	4.631	665.197
30.929	4.625	665.185
30.885	4.633	665.183
30.868	4.615	665.179
30.840	4.599	665.194
30.828	4.613	665.192
30.794	4.598	665.188
30.769	4.585	665.177
30.742	4.591	665.176
30.727	4.566	665.179
30.696	4.552	665.168
30.675	4.543	665.169
30.652	4.550	665.175
30.625	4.519	665.172
30.595	4.512	665.186
30.574	4.494	665.176
30.541	4.479	665.171
30.514	4.456	665.180
30.493	4.447	665.182
30.483	4.436	665.164
30.464	4.406	665.174
30.452	4.391	665.183
30.444	4.359	665.174
30.445	4.342	665.177
30.440	4.330	665.178
30.444	4.316	665.154
30.440	4.305	665.156
30.438	4.275	665.173
30.445	4.250	665.164
30.448	4.234	665.159
30.461	4.214	665.156
30.466	4.197	665.164
30.485	4.168	665.169
30.507	4.160	665.170
30.518	4.147	665.159
30.538	4.128	665.155
30.549	4.107	665.158
30.576	4.099	665.179
30.602	4.082	665.175
30.622	4.075	665.163
30.641	4.054	665.179
30.674	4.059	665.191
30.690	4.040	665.181
30.726	4.028	665.189
30.751	4.032	665.189
30.794	4.022	665.197
30.828	4.011	665.192
30.860	4.017	665.192
30.883	4.008	665.206
30.914	4.013	665.205
30.944	4.017	665.211
30.955	4.013	665.212
30.995	4.013	665.218
31.009	4.021	665.217
31.054	4.012	665.219
31.083	4.016	665.225
31.111	4.021	665.218
31.143	4.026	665.217
31.155	4.021	665.231
31.186	4.047	665.234
31.214	4.060	665.213
31.237	4.051	665.227
31.256	4.059	665.233
31.280	4.063	665.219
31.298	4.072	665.225
31.317	4.080	665.230
31.336	4.099	665.227
31.366	4.105	665.214
31.378	4.100	665.227
31.401	4.119	665.231
31.435	4.137	665.216
31.443	4.132	665.223
31.466	4.140	665.235
31.494	4.145	665.228
31.507	4.143	665.222
31.525	4.168	665.225
31.543	4.170	665.212
31.560	4.179	665.204
31.586	4.199	665.215
31.606	4.210	665.200
31.618	4.216	665.206
31.628	4.240	665.196
31.656	4.245	665.189
31.669	4.271	665.173
31.679	4.276	665.185
31.704	4.297	665.182
31.725	4.317	665.173
31.738	4.314	665.167
31.738	4.325	665.159
31.745	4.338	665.151
31.750	4.378	665.152
31.741	4.392	665.156
31.739	4.410	665.141
31.730	4.435	665.137
31.722	4.441	665.130
31.708	4.472	665.125
31.691	4.474	665.125
31.674	4.483	665.130
31.650	4.500	665.128
31.651	4.528	665.130
31.637	4.532	665.123
31.607	4.545	665.115
31.602	4.553	665.120
31.575	4.551	665.107
31.543	4.563	665.106
31.517	4.579	665.109
31.492	4.576	665.110
31.477	4.568	665.111
31.458	4.589	665.095
31.433	4.607	665.079
31.407	4.613	665.091
31.381	4.609	665.092
31.344	4.611	665.079
31.318	4.616	665.091
31.273	4.605	665.086
31.235	4.615	665.084
31.211	4.621	665.090
31.173	4.632	665.088
31.141	4.626	665.088
31.120	4.634	665.087
31.086	4.617	665.102
31.064	4.625	665.101
31.026	4.624	665.108
30.979	4.611	665.109
30.954	4.608	665.110
30.913	4.617	665.115
30.886	4.612	665.122
30.852	4.605	665.129
30.824	4.591	665.124
30.790	4.591	665.137
30.754	4.583	665.151
30.726	4.570	665.146
30.711	4.571	665.159
30.667	4.559	665.154
30.633	4.542	665.169
30.605	4.537	665.176
30.582	4.515	665.192
30.560	4.512	665.199
30.526	4.494	665.214
30.495	4.480	665.203
30.472	4.459	665.219
30.451	4.449	665.220
30.434	4.423	665.230
30.417	4.403	665.246
30.410	4.390	665.254
30.394	4.372	665.250
30.381	4.347	665.266
30.384	4.319	665.270
30.380	4.319	665.263
30.388	4.303	665.279
30.396	4.278	665.269
30.389	4.274	665.289
30.399	4.259	665.298
30.411	4.246	665.287
30.419	4.230	665.302
30.434	4.220	665.303
30.440	4.196	665.281
30.448	4.191	665.288
30.454	4.173	665.310
30.482	4.156	665.319
30.507	4.159	665.319
30.523	4.129	665.316
30.548	4.133	665.316
30.577	4.111	665.300
30.592	4.108	665.307
30.615	4.099	665.321
30.642	4.104	665.314
30.662	4.074	665.318
30.698	4.074	665.318
30.707	4.060	665.314
30.754	4.055	665.315
30.778	4.048	665.309
30.806	4.053	665.302
30.840	4.060	665.295
30.863	4.051	665.309
30.897	4.040	665.305
30.927	4.046	665.291
30.966	4.047	665.285
30.987	4.056	665.284
31.038	4.054	665.271
31.061	4.056	665.277
31.079	4.056	665.258
31.106	4.070	665.263
31.130	4.052	665.265
31.160	4.058	665.252
31.190	4.065	665.238
31.222	4.081	665.229
31.239	4.072	665.224
31.268	4.076	665.230
31.315	4.080	665.217
31.331	4.090	665.196
31.356	4.094	665.196
31.386	4.100	665.182
31.417	4.088	665.171
31.459	4.090	665.171
31.478	4.109	665.168
31.519	4.100	665.164
31.536	4.120	665.148
31.557	4.140	665.139
31.600	4.152	665.131
31.613	4.150	665.125
31.651	4.179	665.108
31.683	4.178	665.101
31.710	4.189	665.100
31.738	4.205	665.085
31.746	4.228	665.082
31.775	4.232	665.088
31.793	4.252	665.072
31.799	4.265	665.064
31.803	4.276	665.062
31.820	4.303	665.052
31.815	4.320	665.044
31.808	4.344	665.053
31.810	4.357	665.038
31.803	4.370	665.056
31.806	4.374	665.030
31.795	4.389	665.021
31.792	4.414	665.037
31.775	4.433	665.034
31.770	4.439	665.033
31.761	4.453	665.038
31.733	4.488	665.026
31.709	4.495	665.032
31.686	4.502	665.037
31.657	4.523	665.053
31.630	4.546	665.063
31.609	4.554	665.062
31.575	4.547	665.069
31.558	4.558	665.055
31.521	4.567	665.066
31.489	4.580	665.064
31.463	4.585	665.076
31.434	4.581	665.070
31.391	4.577	665.090
31.363	4.590	665.095
31.333	4.595	665.100
31.301	4.590	665.101
31.264	4.599	665.112
31.230	4.610	665.117
31.204	4.606	665.117
31.172	4.616	665.135
31.140	4.611	665.136
31.095	4.615	665.148
31.065	4.609	665.162
31.039	4.605	665.162
30.994	4.600	665.188
30.945	4.604	665.194
30.931	4.606	665.200
30.891	4.606	665.193
30.859	4.588	665.222
30.828	4.599	665.233
30.806	4.579	665.229
30.776	4.584	665.235
30.737	4.573	665.249
30.694	4.569	665.269
30.673	4.566	665.276
30.642	4.560	665.289
30.596	4.547	665.291
30.569	4.525	665.300
30.535	4.507	665.315
30.534	4.525	665.313
30.498	4.497	665.323
30.478	4.490	665.305
30.456	4.478	665.325
30.441	4.479	665.338
30.425	4.462	665.334
30.401	4.440	665.350
30.386	4.441	665.362
30.366	4.423	665.352
30.358	4.402	665.336
30.357	4.400	665.355
30.349	4.397	665.362
30.345	4.376	665.352
30.344	4.360	665.341
30.357	4.346	665.343
30.362	4.329	665.352
30.369	4.305	665.343
30.371	4.286	665.358
30.381	4.285	665.326
30.387	4.259	665.336
30.402	4.266	665.335
30.416	4.226	665.328
30.424	4.221	665.335
30.444	4.213	665.323
30.472	4.209	665.305
30.477	4.184	665.302
30.496	4.174	665.310
30.512	4.155	665.300
30.546	4.162	665.293
30.574	4.149	665.288
30.602	4.154	665.281
30.639	4.134	665.278
30.667	4.121	665.273
30.698	4.101	665.250
30.737	4.091	665.252
30.760	4.084	665.246
30.803	4.079	665.240
30.845	4.072	665.216
30.870	4.075	665.215
30.896	4.070	665.204
30.945	4.056	665.206
30.977	4.072	665.197
31.003	4.067	665.185
31.044	4.051	665.174
31.089	4.054	665.168
31.121	4.042	665.170
31.162	4.044	665.157
31.196	4.051	665.150
31.220	4.044	665.144
31.252	4.043	665.138
31.287	4.049	665.144
31.302	4.056	665.143
31.343	4.058	665.130
31.370	4.047	665.112
31.405	4.061	665.129
31.443	4.079	665.121
31.469	4.074	665.109
31.511	4.086	665.101
31.538	4.089	665.113
31.567	4.096	665.087
31.600	4.112	665.091
31.632	4.117	665.090
31.661	4.132	665.088
31.687	4.127	665.076
31.725	4.154	665.079
31.754	4.169	665.077
31.774	4.179	665.063
31.800	4.199	665.073
31.786	4.203	665.066
31.791	4.224	665.069
31.793	4.243	665.061
31.796	4.253	665.079
31.805	4.276	665.075
31.783	4.284	665.074
31.808	4.316	665.063
31.808	4.313	665.083
31.809	4.341	665.086
31.806	4.357	665.090
31.794	4.351	665.084
31.786	4.376	665.094
31.777	4.379	665.106
31.758	4.408	665.102
31.736	4.405	665.109
31.710	4.428	665.118
31.686	4.435	665.124
31.669	4.454	665.121
31.646	4.460	665.140
31.640	4.476	665.137
31.603	4.485	665.149
31.590	4.506	665.152
31.559	4.499	665.166
31.521	4.516	665.170
31.490	4.510	665.184
31.454	4.522	665.176
31.419	4.530	665.200
31.394	4.538	665.192
31.373	4.546	665.191
31.351	4.563	665.202
31.312	4.551	665.216
31.292	4.569	665.220
31.249	4.577	665.231
31.220	4.562	665.233
31.188	4.574	665.232
31.153	4.585	665.237
31.117	4.576	665.250
31.100	4.579	665.250
31.064	4.579	665.250
31.055	4.582	665.262
31.019	4.583	665.262
31.000	4.575	665.256
30.964	4.587	665.248
30.945	4.587	665.254
30.913	4.599	665.253
30.881	4.583	665.261
30.855	4.591	665.254
30.798	4.582	665.255
30.777	4.590	665.253
30.743	4.583	665.261
30.716	4.581	665.248
30.688	4.576	665.255
30.650	4.586	665.253
30.620	4.571	665.255
30.592	4.577	665.254
30.558	4.571	665.261
30.525	4.544	665.265
30.504	4.552	665.264
30.475	4.531	665.260
30.464	4.535	665.260
30.443	4.525	665.261
30.433	4.503	665.251
30.408	4.482	665.254
