NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-26, 17:03:43
DATA_INCLUDED	Position
DATA_TYPES	Origin_origin_X	Origin_origin_Y	Origin_origin_Z

Origin_origin_X	Origin_origin_Y	Origin_origin_Z	
30.987	4.003	665.194
31.013	3.996	665.202
31.038	3.988	665.209
31.052	3.988	665.184
31.086	3.988	665.171
31.095	3.974	665.166
31.125	3.980	665.153
31.147	3.983	665.146
31.188	3.974	665.141
31.201	3.971	665.135
31.235	3.989	665.120
31.250	3.959	665.118
31.293	3.971	665.110
31.310	3.991	665.094
31.331	3.972	665.103
31.340	3.978	665.102
31.368	3.982	665.095
31.389	3.983	665.083
31.393	4.003	665.092
31.412	4.003	665.086
31.414	4.015	665.072
31.435	4.033	665.082
31.454	4.024	665.090
31.462	4.038	665.075
31.485	4.058	665.079
31.483	4.056	665.085
31.495	4.080	665.089
31.512	4.100	665.073
31.522	4.113	665.071
31.526	4.133	665.081
31.530	4.136	665.068
31.533	4.174	665.076
31.526	4.179	665.082
31.535	4.202	665.078
31.533	4.203	665.065
31.534	4.228	665.087
31.533	4.257	665.077
31.528	4.271	665.088
31.521	4.287	665.086
31.515	4.303	665.084
31.512	4.319	665.088
31.488	4.325	665.093
31.490	4.353	665.096
31.490	4.364	665.088
31.470	4.371	665.100
31.459	4.386	665.091
31.460	4.414	665.094
31.442	4.432	665.111
31.419	4.449	665.108
31.416	4.476	665.104
31.397	4.475	665.104
31.391	4.498	665.127
31.372	4.517	665.131
31.361	4.521	665.130
31.350	4.536	665.121
31.320	4.558	665.124
31.302	4.567	665.130
31.275	4.562	665.137
31.264	4.566	665.136
31.249	4.604	665.163
31.230	4.613	665.155
31.215	4.606	665.156
31.196	4.624	665.160
31.170	4.618	665.180
31.144	4.626	665.172
31.131	4.640	665.170
31.124	4.633	665.184
31.097	4.639	665.183
31.064	4.660	665.193
31.044	4.642	665.183
31.024	4.660	665.186
30.996	4.645	665.202
30.980	4.649	665.182
30.945	4.649	665.194
30.929	4.648	665.227
30.915	4.640	665.228
30.889	4.648	665.220
30.877	4.642	665.214
30.861	4.643	665.227
30.849	4.648	665.213
30.838	4.630	665.229
30.824	4.634	665.222
30.794	4.610	665.238
30.777	4.629	665.235
30.765	4.606	665.232
30.756	4.611	665.225
30.761	4.594	665.233
30.748	4.597	665.239
30.736	4.573	665.236
30.719	4.556	665.232
30.719	4.556	665.232
30.709	4.542	665.234
30.709	4.531	665.242
30.697	4.508	665.239
30.695	4.497	665.234
30.689	4.496	665.234
30.682	4.483	665.242
30.671	4.450	665.227
30.669	4.440	665.222
30.671	4.433	665.230
30.670	4.405	665.227
30.671	4.396	665.215
30.677	4.381	665.218
30.695	4.363	665.201
30.689	4.350	665.209
30.688	4.323	665.206
30.691	4.306	665.202
30.713	4.290	665.192
30.732	4.271	665.188
30.727	4.243	665.179
30.738	4.230	665.168
30.753	4.209	665.177
30.769	4.190	665.167
30.796	4.168	665.157
30.805	4.142	665.161
30.820	4.135	665.143
30.842	4.118	665.132
30.864	4.110	665.133
30.868	4.093	665.142
30.905	4.083	665.131
30.917	4.064	665.114
30.926	4.039	665.118
30.941	4.046	665.117
30.956	4.027	665.106
30.980	4.020	665.101
31.001	4.012	665.102
31.032	4.010	665.077
31.074	4.020	665.089
31.098	4.013	665.083
31.130	3.990	665.093
31.143	3.998	665.079
31.175	3.964	665.097
31.192	3.962	665.098
31.220	3.978	665.082
31.227	3.990	665.087
31.253	3.982	665.095
31.264	3.978	665.095
31.291	3.983	665.088
31.299	3.995	665.093
31.305	3.995	665.113
31.325	3.988	665.101
31.355	4.019	665.110
31.361	4.030	665.121
31.383	4.024	665.103
31.386	4.033	665.121
31.405	4.052	665.118
31.411	4.054	665.118
31.419	4.075	665.134
31.416	4.091	665.138
31.441	4.095	665.138
31.445	4.095	665.144
31.453	4.118	665.141
31.461	4.131	665.146
31.465	4.142	665.144
31.458	4.155	665.162
31.466	4.185	665.165
31.463	4.195	665.163
31.474	4.208	665.161
31.475	4.218	665.166
31.466	4.233	665.170
31.466	4.250	665.168
31.455	4.252	665.187
31.469	4.277	665.184
31.456	4.282	665.170
31.446	4.311	665.192
31.444	4.321	665.190
31.431	4.324	665.196
31.435	4.353	665.193
31.428	4.357	665.199
31.428	4.386	665.188
31.418	4.398	665.212
31.414	4.415	665.203
31.401	4.420	665.190
31.401	4.429	665.201
31.394	4.444	665.199
31.390	4.461	665.190
31.379	4.465	665.190
31.378	4.491	665.199
31.351	4.489	665.186
31.357	4.511	665.190
31.340	4.524	665.181
31.331	4.540	665.166
31.320	4.542	665.185
31.312	4.547	665.178
31.294	4.567	665.175
31.273	4.575	665.174
31.264	4.589	665.178
31.241	4.598	665.164
31.211	4.614	665.161
31.196	4.607	665.162
31.184	4.611	665.149
31.165	4.621	665.141
31.141	4.628	665.146
31.128	4.630	665.152
31.120	4.647	665.137
31.089	4.633	665.126
31.073	4.645	665.131
31.049	4.633	665.120
31.033	4.634	665.132
31.006	4.631	665.120
30.984	4.648	665.130
30.972	4.642	665.124
30.963	4.639	665.131
30.947	4.632	665.119
30.924	4.613	665.115
30.911	4.615	665.121
30.896	4.636	665.112
30.872	4.603	665.136
30.845	4.601	665.123
30.828	4.601	665.142
30.812	4.605	665.122
30.797	4.598	665.123
30.791	4.576	665.120
30.770	4.556	665.129
30.762	4.543	665.124
30.753	4.538	665.125
30.747	4.525	665.133
30.739	4.513	665.129
30.718	4.503	665.130
30.727	4.489	665.125
30.713	4.464	665.129
30.709	4.442	665.138
30.711	4.443	665.132
30.698	4.417	665.148
30.703	4.400	665.157
30.708	4.386	665.146
30.713	4.371	665.135
30.711	4.341	665.152
30.721	4.326	665.161
30.717	4.314	665.162
30.723	4.300	665.152
30.721	4.278	665.155
30.723	4.260	665.170
30.729	4.244	665.172
30.728	4.217	665.170
30.735	4.201	665.172
30.747	4.207	665.177
30.768	4.177	665.195
30.780	4.147	665.186
30.804	4.129	665.189
30.810	4.114	665.191
30.839	4.101	665.186
30.852	4.098	665.180
30.862	4.083	665.189
30.867	4.066	665.198
30.892	4.059	665.205
30.899	4.043	665.207
30.921	4.026	665.197
30.948	4.029	665.210
30.968	4.021	665.198
30.978	4.017	665.198
30.993	4.014	665.205
31.016	4.022	665.217
31.033	4.003	665.220
31.035	4.004	665.214
31.059	3.997	665.208
31.067	3.992	665.215
31.095	3.997	665.208
31.120	4.007	665.214
31.127	3.991	665.216
31.148	4.001	665.215
31.177	4.016	665.213
31.188	4.011	665.213
31.205	4.020	665.206
31.213	4.015	665.213
31.232	4.023	665.218
31.253	4.043	665.209
31.263	4.046	665.215
31.276	4.052	665.221
31.290	4.059	665.220
31.293	4.072	665.205
31.329	4.089	665.203
31.343	4.096	665.202
31.354	4.110	665.200
31.371	4.108	665.201
31.372	4.118	665.206
31.380	4.141	665.202
31.400	4.151	665.188
31.397	4.150	665.195
31.392	4.175	665.198
31.408	4.174	665.185
31.416	4.197	665.182
31.417	4.196	665.195
31.430	4.222	665.179
31.439	4.217	665.186
31.445	4.241	665.169
31.449	4.252	665.168
31.449	4.252	665.168
31.463	4.277	665.164
31.455	4.294	665.149
31.463	4.306	665.154
31.463	4.317	665.146
31.473	4.341	665.136
31.463	4.356	665.127
31.471	4.368	665.132
31.479	4.391	665.129
31.470	4.397	665.122
31.462	4.413	665.107
31.461	4.440	665.116
31.454	4.455	665.114
31.453	4.467	665.093
31.440	4.481	665.090
31.427	4.501	665.094
31.418	4.506	665.087
31.403	4.510	665.080
31.393	4.550	665.094
31.394	4.553	665.074
31.373	4.561	665.073
31.360	4.574	665.071
31.330	4.570	665.065
31.324	4.586	665.063
31.300	4.593	665.068
31.281	4.602	665.060
31.266	4.614	665.065
31.251	4.607	665.066
31.232	4.627	665.050
31.230	4.617	665.045
31.191	4.625	665.063
31.177	4.629	665.056
31.150	4.623	665.076
31.135	4.644	665.067
31.108	4.641	665.054
31.083	4.629	665.068
31.065	4.638	665.074
31.052	4.641	665.080
31.029	4.621	665.076
30.993	4.619	665.095
30.969	4.615	665.109
30.950	4.596	665.111
30.915	4.616	665.128
30.892	4.596	665.124
30.879	4.599	665.130
30.849	4.593	665.143
30.830	4.574	665.146
30.817	4.565	665.160
30.815	4.564	665.167
30.800	4.545	665.176
30.789	4.550	665.175
30.773	4.514	665.174
30.766	4.510	665.193
30.741	4.507	665.194
30.726	4.488	665.203
30.722	4.477	665.205
30.713	4.460	665.239
30.696	4.451	665.246
30.694	4.441	665.242
30.686	4.429	665.237
30.686	4.401	665.247
30.673	4.392	665.261
30.672	4.382	665.256
30.670	4.363	665.265
30.666	4.341	665.275
30.670	4.344	665.262
30.668	4.314	665.279
30.696	4.319	665.272
30.676	4.283	665.263
30.678	4.271	665.285
30.680	4.244	665.288
30.678	4.243	665.295
30.694	4.224	665.285
30.699	4.198	665.282
30.703	4.181	665.291
30.722	4.171	665.298
30.732	4.159	665.274
30.733	4.159	665.287
30.749	4.146	665.283
30.764	4.139	665.265
30.776	4.117	665.267
30.790	4.113	665.275
30.800	4.101	665.251
30.819	4.092	665.258
30.824	4.077	665.247
30.841	4.075	665.248
30.859	4.066	665.243
30.897	4.056	665.244
30.908	4.052	665.245
30.928	4.036	665.222
30.936	4.031	665.229
30.958	4.014	665.218
30.969	4.010	665.219
30.988	4.000	665.227
31.004	3.999	665.214
31.025	4.008	665.213
31.042	4.011	665.199
31.079	4.001	665.188
31.115	4.009	665.175
31.126	4.005	665.175
31.158	4.022	665.166
31.171	4.019	665.161
31.189	4.027	665.166
31.216	4.044	665.138
31.239	4.037	665.132
31.260	4.057	665.123
31.284	4.039	665.126
31.309	4.060	665.123
31.322	4.067	665.129
31.336	4.063	665.136
31.339	4.075	665.121
31.357	4.094	665.118
31.373	4.104	665.098
31.391	4.112	665.103
31.397	4.123	665.115
31.429	4.139	665.106
31.433	4.140	665.112
31.431	4.141	665.099
31.442	4.165	665.090
31.469	4.179	665.094
31.477	4.193	665.079
31.485	4.216	665.076
31.491	4.227	665.087
31.501	4.240	665.086
31.509	4.263	665.083
31.513	4.275	665.081
31.517	4.286	665.079
31.513	4.303	665.071
31.509	4.320	665.062
31.518	4.343	665.072
31.513	4.368	665.074
31.521	4.380	665.079
31.513	4.386	665.072
31.510	4.413	665.068
31.510	4.413	665.068
31.493	4.415	665.068
31.482	4.446	665.076
31.467	4.449	665.069
31.463	4.491	665.083
31.451	4.485	665.077
31.449	4.495	665.076
31.435	4.515	665.080
31.420	4.516	665.092
31.415	4.533	665.083
31.389	4.539	665.095
31.376	4.559	665.099
31.352	4.566	665.104
31.346	4.581	665.102
31.330	4.583	665.115
31.299	4.577	665.115
31.290	4.591	665.120
31.268	4.589	665.127
31.251	4.608	665.124
31.231	4.598	665.138
31.199	4.610	665.136
31.186	4.602	665.150
31.173	4.615	665.148
31.137	4.588	665.158
31.128	4.602	665.163
31.094	4.602	665.176
31.077	4.604	665.175
31.066	4.597	665.183
31.038	4.592	665.190
31.021	4.601	665.195
30.994	4.589	665.196
30.981	4.592	665.202
30.953	4.587	665.209
30.929	4.583	665.223
30.912	4.574	665.230
30.891	4.565	665.231
30.869	4.562	665.238
30.856	4.564	665.244
30.848	4.541	665.248
30.829	4.560	665.251
30.818	4.535	665.261
30.804	4.530	665.243
30.783	4.518	665.263
30.768	4.511	665.264
30.751	4.504	665.252
30.734	4.495	665.260
30.726	4.483	665.255
30.722	4.480	665.268
30.718	4.471	665.250
30.710	4.448	665.254
30.710	4.437	665.262
30.698	4.422	665.270
30.686	4.401	665.247
30.690	4.401	665.254
30.672	4.382	665.256
30.673	4.367	665.239
30.658	4.359	665.240
30.654	4.359	665.233
30.657	4.332	665.237
30.664	4.307	665.228
30.662	4.306	665.235
30.659	4.279	665.219
30.661	4.263	665.214
30.670	4.258	665.222
30.688	4.240	665.205
30.697	4.226	665.200
30.698	4.200	665.191
30.709	4.198	665.172
30.725	4.179	665.162
30.733	4.163	665.177
30.744	4.158	665.178
30.756	4.139	665.161
30.774	4.122	665.144
30.791	4.102	665.147
30.821	4.097	665.142
30.835	4.066	665.146
30.850	4.076	665.125
30.872	4.068	665.126
30.891	4.060	665.115
30.913	4.052	665.116
30.931	4.049	665.129
30.961	4.055	665.116
30.973	4.025	665.107
30.986	4.033	665.093
31.003	4.040	665.105
31.033	4.046	665.091
31.054	4.038	665.093
31.086	4.032	665.100
31.106	4.036	665.080
31.133	4.030	665.081
31.152	4.027	665.095
31.188	4.044	665.093
31.213	4.047	665.092
31.226	4.045	665.086
31.242	4.049	665.118
31.274	4.057	665.098
31.278	4.068	665.096
31.299	4.078	665.095
31.305	4.088	665.106
31.317	4.084	665.120
31.349	4.100	665.111
31.359	4.122	665.121
31.359	4.122	665.121
31.384	4.126	665.121
31.400	4.150	665.130
31.400	4.150	665.130
31.415	4.157	665.129
31.424	4.179	665.139
31.424	4.179	665.139
31.435	4.193	665.137
31.443	4.205	665.142
31.444	4.215	665.147
31.467	4.235	665.151
31.460	4.239	665.157
31.468	4.262	665.154
31.483	4.259	665.161
31.495	4.294	665.156
31.484	4.298	665.155
31.475	4.312	665.160
31.483	4.313	665.173
31.482	4.339	665.182
31.487	4.342	665.169
31.472	4.354	665.173
31.477	4.394	665.174
31.475	4.392	665.181
31.470	4.398	665.180
31.476	4.420	665.183
31.454	4.428	665.182
31.453	4.418	665.177
31.449	4.443	665.193
31.451	4.473	665.176
31.434	4.475	665.176
31.417	4.466	665.183
31.394	4.484	665.180
31.391	4.500	665.185
31.386	4.515	665.196
31.377	4.520	665.189
31.363	4.523	665.181
31.365	4.534	665.186
31.356	4.548	665.191
31.329	4.545	665.178
31.318	4.549	665.178
31.313	4.564	665.188
31.284	4.571	665.174
31.273	4.575	665.174
31.264	4.578	665.186
31.238	4.586	665.179
31.215	4.586	665.178
31.190	4.583	665.179
31.171	4.592	665.171
31.156	4.585	665.172
31.145	4.589	665.171
31.116	4.596	665.157
31.095	4.586	665.158
31.084	4.590	665.158
31.059	4.598	665.150
31.049	4.573	665.160
31.012	4.585	665.152
30.987	4.582	665.152
30.979	4.587	665.145
30.959	4.577	665.159
30.947	4.564	665.148
30.933	4.557	665.149
30.918	4.549	665.150
30.897	4.568	665.141
30.882	4.561	665.142
30.853	4.528	665.146
30.850	4.527	665.153
30.822	4.514	665.135
30.815	4.510	665.155
30.792	4.499	665.137
30.771	4.498	665.150
30.750	4.480	665.140
30.746	4.469	665.141
30.731	4.461	665.142
30.719	4.438	665.139
30.715	4.426	665.141
30.714	4.407	665.149
30.697	4.401	665.137
30.682	4.382	665.147
30.674	4.370	665.142
30.673	4.360	665.137
30.660	4.345	665.145
30.667	4.321	665.136
30.665	4.302	665.144
30.671	4.287	665.134
30.670	4.276	665.142
30.681	4.261	665.150
30.690	4.247	665.146
30.693	4.231	665.142
30.714	4.223	665.143
30.711	4.193	665.147
30.730	4.175	665.143
30.739	4.159	665.158
30.737	4.160	665.145
30.729	4.137	665.148
30.762	4.141	665.161
30.765	4.114	665.165
30.778	4.105	665.153
30.806	4.099	665.154
30.818	4.094	665.168
30.835	4.089	665.188
30.863	4.085	665.169
30.871	4.069	665.185
30.897	4.072	665.184
30.914	4.053	665.187
30.942	4.057	665.180
30.954	4.053	665.193
30.980	4.047	665.181
30.991	4.043	665.182
31.011	4.050	665.200
31.032	4.060	665.199
31.056	4.053	665.194
31.067	4.049	665.195
31.077	4.054	665.207
31.096	4.062	665.212
31.121	4.074	665.198
31.137	4.081	665.210
31.141	4.079	665.236
31.180	4.093	665.202
31.178	4.092	665.208
31.204	4.112	665.219
31.220	4.099	665.214
31.233	4.108	665.200
31.249	4.114	665.212
31.251	4.125	665.217
31.279	4.129	665.210
31.303	4.139	665.215
31.310	4.143	665.221
31.305	4.160	665.212
31.312	4.173	665.204
31.347	4.186	665.216
31.374	4.199	665.220
31.373	4.183	665.209
31.381	4.208	665.187
31.390	4.192	665.202
31.408	4.211	665.199
31.423	4.214	665.212
31.420	4.241	665.208
31.427	4.249	665.175
31.446	4.268	665.172
31.465	4.265	665.186
31.477	4.300	665.181
31.484	4.287	665.163
31.471	4.298	665.181
31.477	4.322	665.164
31.492	4.327	665.158
31.499	4.366	665.172
31.500	4.350	665.155
31.522	4.375	665.131
31.504	4.395	665.129
31.497	4.400	665.135
31.501	4.400	665.141
31.497	4.417	665.132
31.489	4.433	665.117
31.489	4.455	665.101
31.486	4.472	665.105
31.490	4.483	665.104
31.489	4.484	665.090
31.471	4.501	665.107
31.443	4.499	665.095
31.441	4.515	665.099
31.436	4.530	665.110
31.413	4.532	665.090
31.386	4.540	665.069
31.392	4.562	665.072
31.379	4.554	665.087
31.368	4.575	665.084
31.332	4.558	665.086
31.324	4.575	665.071
31.294	4.571	665.065
31.273	4.559	665.085
31.256	4.570	665.071
31.234	4.589	665.062
31.218	4.591	665.061
31.188	4.585	665.075
31.173	4.578	665.076
31.145	4.573	665.083
31.124	4.563	665.084
31.116	4.569	665.077
31.083	4.581	665.075
31.063	4.572	665.076
31.049	4.563	665.090
31.020	4.559	665.084
30.994	4.565	665.096
30.964	4.547	665.118
30.934	4.541	665.132
30.919	4.534	665.133
30.877	4.532	665.133
30.866	4.537	665.132
30.849	4.528	665.140
30.836	4.519	665.154
30.827	4.523	665.166
30.802	4.502	665.169
30.775	4.471	665.167
30.759	4.489	665.177
30.744	4.471	665.186
30.721	4.460	665.194
30.715	4.447	665.202
30.687	4.434	665.198
30.679	4.419	665.212
30.666	4.411	665.226
30.672	4.395	665.229
30.650	4.376	665.225
30.647	4.374	665.231
30.641	4.362	665.239
30.652	4.349	665.229
30.639	4.340	665.243
30.639	4.332	665.256
30.636	4.311	665.246
30.622	4.294	665.274
30.627	4.286	665.269
30.629	4.259	665.273
30.622	4.247	665.268
30.637	4.246	665.256
30.637	4.217	665.266
30.664	4.220	665.279
30.657	4.199	665.262
30.674	4.188	665.276
30.667	4.175	665.285
30.670	4.165	665.286
30.710	4.168	665.273
30.722	4.166	665.254
30.729	4.133	665.259
30.737	4.127	665.266
30.752	4.115	665.261
30.778	4.107	665.269
30.790	4.102	665.283
30.799	4.110	665.262
30.821	4.093	665.252
30.847	4.097	665.251
30.870	4.088	665.265
30.885	4.086	665.253
30.900	4.094	665.252
30.924	4.087	665.246
30.928	4.070	665.255
30.951	4.081	665.248
30.981	4.087	665.234
30.997	4.079	665.216
31.021	4.073	665.210
31.040	4.081	665.216
31.067	4.083	665.228
31.091	4.068	665.211
31.111	4.089	665.189
31.137	4.084	665.177
31.144	4.087	665.196
31.179	4.096	665.169
31.205	4.099	665.169
31.223	4.107	665.174
31.235	4.106	665.155
31.264	4.110	665.161
31.290	4.122	665.147
31.311	4.125	665.140
31.326	4.132	665.139
31.341	4.140	665.138
31.358	4.148	665.130
31.381	4.159	665.123
31.400	4.167	665.128
31.414	4.186	665.119
31.432	4.177	665.113
31.434	4.178	665.107
31.453	4.215	665.102
31.480	4.220	665.095
31.503	4.239	665.099
31.505	4.241	665.092
31.521	4.233	665.074
31.525	4.255	665.064
31.522	4.261	665.077
31.531	4.284	665.073
31.551	4.293	665.072
31.543	4.310	665.057
31.564	4.330	665.048
31.576	4.351	665.071
31.576	4.362	665.062
31.578	4.375	665.048
31.570	4.380	665.041
31.557	4.372	665.055
31.560	4.410	665.062
31.566	4.423	665.054
31.548	4.451	665.063
31.537	4.466	665.054
31.537	4.466	665.054
31.520	4.475	665.060
31.500	4.482	665.071
31.483	4.484	665.071
31.459	4.491	665.076
31.459	4.508	665.074
31.448	4.513	665.074
31.431	4.515	665.073
31.412	4.533	665.077
31.399	4.536	665.083
31.383	4.554	665.093
31.359	4.550	665.107
31.333	4.547	665.107
31.314	4.547	665.113
31.283	4.542	665.114
31.280	4.558	665.118
31.254	4.555	665.118
31.228	4.560	665.130
31.201	4.555	665.137
31.175	4.561	665.149
31.153	4.569	665.148
31.129	4.564	665.162
31.110	4.554	665.176
31.094	4.548	665.164
31.065	4.552	665.182
31.039	4.546	665.202
31.014	4.531	665.211
30.994	4.539	665.223
30.972	4.558	665.214
30.939	4.525	665.211
30.926	4.527	665.217
30.917	4.520	665.238
30.891	4.514	665.258
30.860	4.500	665.247
30.847	4.514	665.245
30.823	4.509	665.258
30.815	4.497	665.254
30.801	4.490	665.255
30.780	4.480	665.256
30.763	4.482	665.255
30.747	4.473	665.276
30.736	4.466	665.283
30.722	4.458	665.284
30.716	4.448	665.273
30.691	4.438	665.268
30.679	4.432	665.262
30.683	4.415	665.271
30.666	4.406	665.278
30.660	4.413	665.265
30.641	4.376	665.270
30.627	4.380	665.263
30.636	4.365	665.258
30.617	4.357	665.253
30.612	4.347	665.241
30.612	4.329	665.244
30.619	4.314	665.246
30.612	4.307	665.260
30.628	4.288	665.250
30.613	4.274	665.245
30.621	4.261	665.227
30.640	4.254	665.216
30.635	4.232	665.212
30.645	4.228	665.213
30.645	4.217	665.221
30.659	4.199	665.198
30.685	4.202	665.197
30.692	4.187	665.199
30.699	4.173	665.182
30.716	4.165	665.177
30.729	4.162	665.171
30.747	4.142	665.173
30.773	4.137	665.162
30.802	4.130	665.176
30.834	4.129	665.169
30.843	4.100	665.135
30.862	4.108	665.140
30.885	4.101	665.135
30.915	4.097	665.129
30.932	4.103	665.141
30.951	4.096	665.129
30.973	4.099	665.122
30.990	4.086	665.131
31.031	4.088	665.118
31.050	4.078	665.126
31.076	4.084	665.106
31.100	4.088	665.092
31.132	4.099	665.110
31.156	4.101	665.116
31.182	4.096	665.105
31.209	4.101	665.098
31.220	4.106	665.110
31.244	4.119	665.082
31.261	4.113	665.115
31.278	4.122	665.108
31.292	4.131	665.094
31.308	4.137	665.106
31.344	4.143	665.112
31.369	4.147	665.111
31.384	4.154	665.110
31.398	4.162	665.109
31.406	4.174	665.114
31.415	4.168	665.121
31.444	4.190	665.125
31.461	4.199	665.117
31.459	4.199	665.104
31.480	4.218	665.115
31.498	4.226	665.120
31.502	4.226	665.127
31.510	4.249	665.123
31.510	4.247	665.143
31.522	4.273	665.127
31.526	4.284	665.125
31.521	4.299	665.136
31.538	4.308	665.128
31.538	4.308	665.128
31.540	4.318	665.133
31.550	4.330	665.151
31.532	4.338	665.156
31.536	4.361	665.147
31.533	4.377	665.151
31.520	4.380	665.157
31.528	4.392	665.162
31.516	4.386	665.156
31.522	4.407	665.160
31.511	4.411	665.159
31.495	4.430	665.169
31.481	4.434	665.162
31.476	4.448	665.173
31.467	4.463	665.177
31.459	4.451	665.172
31.447	4.472	665.170
31.430	4.461	665.197
31.415	4.493	665.179
31.398	4.484	665.187
31.381	4.486	665.186
31.375	4.493	665.173
31.357	4.493	665.192
31.346	4.515	665.189
31.337	4.529	665.193
31.305	4.523	665.194
31.280	4.531	665.186
31.254	4.517	665.195
31.237	4.519	665.194
31.220	4.538	665.192
31.197	4.528	665.199
31.171	4.535	665.192
31.163	4.530	665.193
31.154	4.544	665.197
31.120	4.528	665.193
31.102	4.531	665.179
31.081	4.522	665.180
31.066	4.514	665.181
31.042	4.521	665.187
31.028	4.524	665.180
31.006	4.533	665.178
30.981	4.529	665.179
30.958	4.538	665.165
30.938	4.517	665.187
30.918	4.518	665.180
30.899	4.502	665.163
30.869	4.506	665.168
30.856	4.527	665.172
30.842	4.510	665.162
30.832	4.497	665.163
30.794	4.490	665.164
30.768	4.486	665.165
30.754	4.490	665.157
30.752	4.479	665.153
30.731	4.470	665.154
30.710	4.452	665.143
30.704	4.450	665.143
30.698	4.446	665.138
30.685	4.420	665.154
30.673	4.425	665.141
30.654	4.417	665.135
30.653	4.389	665.132
30.636	4.380	665.140
30.623	4.372	665.154
30.617	4.359	665.162
30.628	4.329	665.154
30.627	4.323	665.135
30.632	4.315	665.130
30.630	4.305	665.125
30.641	4.283	665.128
30.637	4.271	665.129
30.648	4.267	665.130
30.654	4.252	665.132
30.671	4.250	665.133
30.674	4.234	665.128
30.676	4.215	665.143
30.701	4.200	665.127
30.707	4.182	665.148
30.720	4.179	665.142
30.745	4.172	665.150
30.762	4.152	665.153
30.775	4.149	665.147
30.796	4.139	665.168
30.824	4.133	665.169
30.841	4.142	665.161
30.847	4.126	665.163
30.867	4.108	665.160
30.887	4.115	665.178
30.913	4.108	665.186
30.930	4.116	665.178
30.962	4.104	665.180
30.985	4.124	665.184
30.995	4.120	665.184
31.023	4.114	665.185
31.032	4.099	665.181
31.050	4.116	665.198
31.074	4.109	665.192
31.102	4.103	665.193
31.120	4.111	665.199
31.139	4.119	665.204
31.156	4.128	665.197
31.167	4.124	665.197
31.206	4.142	665.202
31.202	4.139	665.215
31.229	4.133	665.216
31.244	4.140	665.215
31.274	4.146	665.201
31.288	4.152	665.220
31.304	4.150	665.207
31.314	4.164	665.206
31.325	4.171	665.198
31.347	4.190	665.202
31.349	4.189	665.215
31.377	4.194	665.208
31.390	4.192	665.202
31.394	4.203	665.200
31.408	4.211	665.199
31.421	4.208	665.193
31.436	4.233	665.190
31.452	4.240	665.202
31.469	4.248	665.194
31.474	4.262	665.173
31.484	4.256	665.193
31.501	4.265	665.186
31.505	4.276	665.184
31.509	4.288	665.182
31.522	4.285	665.176
31.531	4.300	665.162
31.528	4.316	665.166
31.543	4.323	665.165
31.550	4.330	665.151
31.549	4.358	665.141
31.545	4.355	665.154
31.544	4.373	665.151
31.542	4.363	665.147
31.540	4.390	665.143
31.524	4.394	665.123
31.519	4.420	665.125
31.523	4.431	665.124
31.508	4.435	665.117
31.493	4.427	665.118
31.487	4.443	665.115
31.486	4.472	665.105
31.469	4.463	665.113
31.462	4.478	665.111
31.433	4.474	665.105
31.420	4.488	665.102
31.412	4.493	665.095
31.388	4.500	665.101
31.377	4.504	665.100
31.356	4.523	665.091
31.337	4.504	665.094
31.316	4.523	665.084
31.303	4.526	665.090
31.275	4.532	665.089
31.263	4.526	665.084
31.220	4.525	665.084
31.207	4.527	665.090
31.188	4.537	665.082
31.157	4.532	665.082
31.137	4.521	665.097
31.110	4.530	665.076
31.084	4.524	665.096
31.063	4.532	665.095
31.035	4.527	665.102
31.002	4.512	665.097
30.980	4.529	665.108
30.956	4.527	665.102
30.929	4.522	665.109
30.901	4.517	665.116
30.869	4.509	665.136
30.871	4.511	665.129
30.837	4.504	665.136
30.810	4.490	665.132
30.806	4.479	665.134
30.780	4.484	665.146
30.759	4.475	665.147
30.745	4.467	665.161
30.711	4.466	665.174
30.701	4.453	665.175
30.679	4.461	665.174
30.660	4.440	665.196
30.639	4.430	665.198
30.637	4.420	665.193
30.624	4.412	665.207
30.618	4.399	665.215
30.608	4.377	665.205
30.606	4.364	665.220
30.599	4.352	665.228
30.595	4.351	665.221
30.593	4.339	665.236
30.587	4.337	665.236
30.589	4.310	665.240
30.589	4.299	665.248
30.606	4.296	665.249
30.604	4.295	665.255
30.603	4.278	665.244
30.613	4.263	665.253
30.633	4.245	665.249
30.630	4.241	665.275
30.641	4.229	665.264
30.652	4.225	665.265
30.654	4.206	665.280
30.676	4.189	665.270
30.691	4.186	665.277
30.709	4.194	665.282
30.719	4.173	665.272
30.732	4.170	665.266
30.755	4.161	665.280
30.786	4.156	665.288
30.793	4.151	665.282
30.804	4.147	665.283
30.832	4.143	665.264
30.857	4.139	665.239
30.871	4.144	665.258
30.885	4.140	665.265
30.901	4.122	665.255
30.929	4.126	665.248
30.946	4.124	665.248
30.977	4.138	665.259
30.999	4.133	665.241
31.021	4.124	665.242
31.038	4.133	665.234
31.068	4.139	665.221
31.087	4.121	665.217
31.113	4.114	665.224
31.130	4.123	665.217
31.159	4.121	665.179
31.176	4.121	665.185
31.207	4.144	665.182
31.232	4.147	665.182
31.252	4.140	665.170
31.265	4.137	665.164
31.297	4.143	665.163
31.322	4.146	665.163
31.340	4.166	665.147
31.349	4.152	665.143
31.376	4.156	665.136
