NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-27, 14:23:48
DATA_INCLUDED	Position
DATA_TYPES	Mass_pos_X	Mass_pos_Y	Mass_pos_Z

Mass_pos_X	Mass_pos_Y	Mass_pos_Z	
64.086	-263.532	316.194
64.296	-263.544	316.244
64.509	-263.455	316.245
64.766	-263.372	316.236
65.041	-263.283	316.240
65.285	-263.239	316.238
65.531	-263.121	316.216
65.759	-263.067	316.167
66.042	-262.937	316.142
66.299	-262.794	316.120
66.548	-262.708	316.090
66.813	-262.569	316.045
67.091	-262.436	315.993
67.338	-262.348	315.942
67.570	-262.223	315.907
67.794	-262.048	315.823
68.026	-261.937	315.732
68.297	-261.800	315.638
68.514	-261.722	315.477
68.799	-261.591	315.311
69.078	-261.501	315.104
69.358	-261.321	314.883
69.633	-261.284	314.606
70.010	-261.061	314.337
70.353	-260.836	314.063
70.701	-260.657	313.719
71.157	-260.367	313.431
71.582	-260.133	313.118
72.144	-259.687	312.825
72.717	-259.331	312.525
73.368	-258.867	312.268
74.095	-258.336	311.999
74.864	-257.792	311.729
75.726	-257.130	311.467
76.661	-256.396	311.131
77.769	-255.449	310.790
78.941	-254.497	310.327
80.323	-253.240	309.712
81.934	-251.655	308.944
83.786	-249.630	307.959
85.974	-247.010	306.697
88.482	-243.947	305.132
91.320	-240.223	303.250
94.565	-235.803	301.106
98.217	-230.524	298.731
102.146	-224.527	296.106
106.413	-217.521	293.257
110.847	-209.654	290.222
115.393	-200.942	287.018
119.739	-191.931	283.811
124.458	-181.354	280.721
129.394	-169.835	278.041
133.507	-158.440	275.516
137.195	-146.022	273.490
140.487	-133.336	271.853
143.163	-120.755	270.533
146.009	-107.473	269.699
147.759	-93.681	269.009
148.688	-79.665	268.596
148.807	-65.580	268.524
148.643	-51.397	268.859
148.979	-37.645	269.685
148.644	-23.734	270.780
147.535	-9.764	272.095
145.943	4.225	273.661
143.929	18.539	275.563
141.357	32.361	277.768
138.623	46.241	280.269
135.392	59.799	283.017
131.632	72.872	286.131
127.497	86.049	289.508
122.899	98.975	293.164
117.857	111.557	297.029
112.543	123.694	301.119
107.178	135.242	305.455
101.204	146.302	309.919
95.113	156.797	314.469
88.694	167.167	319.224
82.488	176.799	324.201
76.994	185.473	329.103
70.384	193.645	334.107
63.672	200.903	339.130
56.329	207.376	344.002
49.150	212.976	348.795
41.310	217.749	353.415
33.382	221.646	357.878
25.782	224.712	362.084
17.920	226.984	366.112
10.170	228.568	370.142
2.271	229.435	373.952
-5.225	229.602	377.757
-12.386	229.194	381.581
-19.737	228.057	385.235
-26.866	226.044	388.639
-34.069	223.419	391.924
-41.258	220.101	394.955
-48.064	216.156	397.778
-55.484	211.604	400.290
-62.384	206.391	402.427
-68.416	200.507	404.048
-74.892	194.032	405.332
-81.221	187.135	406.216
-87.390	179.361	406.512
-93.257	171.178	406.407
-98.718	162.703	405.915
-103.925	153.879	405.065
-108.865	144.554	403.719
-113.601	134.770	401.903
-118.021	124.663	399.571
-122.291	114.222	396.700
-126.166	103.691	393.352
-129.566	92.953	389.400
-132.749	82.000	384.871
-135.443	70.948	379.812
-137.598	59.592	374.196
-139.253	47.896	368.066
-140.519	36.332	361.595
-141.487	24.473	354.864
-141.820	12.778	347.960
-141.240	0.635	340.726
-140.285	-11.646	333.495
-138.896	-23.818	326.163
-136.996	-35.929	318.950
-134.876	-48.021	311.811
-132.062	-59.557	304.843
-129.103	-70.967	297.872
-126.096	-83.024	291.301
-122.840	-94.925	285.162
-118.283	-104.906	278.832
-113.531	-115.383	273.106
-108.346	-125.480	267.760
-102.480	-135.251	262.684
-96.241	-144.349	258.146
