NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-27, 17:13:56
DATA_INCLUDED	Position
DATA_TYPES	Mass_pos_X	Mass_pos_Y	Mass_pos_Z

Mass_pos_X	Mass_pos_Y	Mass_pos_Z	
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
68.797	-324.345	274.245
68.488	-307.907	275.666
65.165	-299.332	280.305
60.793	-292.698	286.374
58.343	-279.199	290.557
55.488	-264.733	295.026
52.649	-249.500	299.674
49.892	-233.365	304.364
46.700	-216.474	309.112
43.826	-199.251	313.872
40.516	-181.220	318.566
36.795	-164.227	323.521
33.943	-143.214	327.335
29.546	-124.685	331.426
24.445	-107.040	334.827
19.184	-88.618	337.509
13.860	-70.322	339.711
8.604	-51.663	340.856
3.463	-32.713	341.039
-1.517	-13.546	340.355
-6.288	5.764	338.898
-10.802	25.145	336.762
-15.013	44.522	334.043
-18.874	63.822	330.835
-22.337	82.971	327.233
-25.356	101.896	323.331
-27.882	120.523	319.225
-29.869	138.780	315.008
-31.270	156.591	310.775
-32.368	173.738	306.327
-32.870	190.457	301.710
-32.873	206.534	297.106
-32.887	221.958	292.669
-32.335	236.238	288.290
-32.263	249.076	284.031
-33.616	259.911	279.617
-36.852	268.688	275.146
-42.430	275.353	270.712
-48.040	280.772	267.256
-52.482	285.463	265.011
-56.317	289.545	264.212
-59.594	293.551	264.901
-61.597	297.164	266.365
-61.366	300.248	268.175
-58.887	302.665	269.941
-54.958	304.623	271.871
-50.545	305.341	274.060
-45.402	304.221	276.446
-41.255	300.870	278.972
-37.987	295.483	281.678
-35.481	288.256	284.604
-33.620	279.385	287.790
-32.287	269.067	291.277
-31.365	257.498	295.103
-30.736	244.873	299.310
-30.284	231.389	303.937
-29.892	217.242	309.025
-29.443	202.628	314.612
-28.819	187.742	320.739
-27.903	172.782	327.447
-25.820	157.604	333.873
-22.925	142.277	339.614
-19.101	126.636	344.632
-14.727	110.685	348.654
-8.083	94.215	350.978
-0.740	77.434	352.395
6.372	60.256	353.295
12.736	42.683	353.172
18.770	25.181	352.040
24.445	7.663	349.996
29.734	-9.957	347.141
34.609	-27.766	343.575
39.042	-45.851	339.396
43.005	-64.299	334.704
46.471	-83.197	329.599
49.411	-102.630	324.179
51.799	-122.687	318.545
53.605	-143.454	312.796
54.803	-165.017	307.030
57.661	-177.789	298.417
57.949	-194.933	291.807
57.357	-209.855	285.103
55.752	-222.740	278.568
53.319	-233.392	272.081
51.997	-243.017	265.864
52.280	-251.872	259.744
54.662	-260.212	253.546
58.469	-267.712	247.569
64.857	-274.768	242.206
72.326	-280.842	238.114
78.601	-286.728	235.422
82.988	-293.774	233.517
85.718	-301.531	232.414
86.906	-309.115	231.857
86.665	-315.639	231.590
85.110	-320.219	231.355
82.356	-321.970	230.898
78.266	-320.455	231.800
73.336	-315.581	233.071
68.779	-309.158	235.213
65.200	-301.471	237.982
63.291	-292.984	241.156
63.090	-284.046	244.694
64.607	-274.132	248.574
66.740	-262.901	253.192
68.410	-250.281	258.896
69.117	-237.170	265.675
68.926	-224.289	272.963
68.145	-210.564	279.970
66.449	-197.036	286.777
63.513	-184.744	293.464
59.011	-174.729	300.110
52.619	-168.031	306.795
44.297	-163.512	315.466
43.133	-135.971	318.751
36.705	-120.013	324.943
30.528	-103.980	330.449
24.771	-87.259	334.792
19.864	-70.246	338.630
15.799	-52.854	341.669
13.030	-35.393	344.086
10.922	-17.798	345.642
8.417	-0.410	345.949
5.971	16.084	345.182
3.200	33.456	343.688
1.234	50.939	341.893
-0.474	68.642	339.408
-1.829	86.543	336.658
-2.506	104.798	333.802
-3.553	122.417	330.552
-4.994	139.288	326.884
-6.852	155.298	322.775
-9.152	170.336	318.203
-11.917	184.290	313.144
-15.171	197.047	307.576
-18.938	208.495	301.476
-23.242	218.523	294.821
-28.106	227.017	287.588
-33.553	233.866	279.755
-38.380	240.369	272.826
-41.927	246.450	267.103
-44.181	252.509	262.906
-45.077	259.017	260.309
-44.522	265.705	258.871
-41.902	272.020	258.365
-38.722	277.505	258.512
-36.683	280.899	258.622
-35.599	282.323	258.747
-35.284	281.898	258.939
-35.553	279.746	259.252
-36.219	275.987	259.736
-37.097	270.742	260.446
-38.002	264.134	261.432
-38.746	256.282	262.747
-39.146	247.308	264.444
-39.014	237.334	266.574
-38.165	226.480	269.191
-36.078	215.705	273.261
-32.698	205.509	278.527
-28.817	195.197	284.402
-23.477	184.763	291.008
-17.599	174.200	298.188
-12.406	162.382	305.105
-7.808	149.444	311.678
-3.717	135.519	317.821
-0.044	120.743	323.452
3.297	105.250	328.486
6.397	89.175	332.841
9.343	72.653	336.434
12.223	55.819	339.179
15.126	38.807	340.994
18.140	21.752	341.796
20.638	4.164	341.860
23.230	-13.309	340.851
25.644	-31.194	339.017
28.126	-48.376	336.326
30.545	-66.705	332.744
32.753	-84.292	328.302
35.071	-101.907	323.585
37.049	-119.201	318.647
39.262	-137.550	313.969
45.069	-147.331	307.450
46.549	-172.687	304.863
52.039	-187.668	299.903
57.333	-201.722	295.160
61.946	-213.784	290.416
65.326	-225.261	285.708
67.877	-235.837	280.888
69.260	-246.239	276.114
69.875	-256.203	271.523
69.831	-265.520	267.286
69.747	-273.518	263.514
70.584	-280.455	260.238
71.759	-286.388	257.415
73.286	-291.983	255.084
74.633	-297.410	253.199
75.372	-302.526	251.803
76.070	-307.405	251.122
76.894	-311.236	251.056
76.903	-312.976	251.383
76.905	-312.155	251.981
76.857	-308.354	252.602
76.842	-302.508	253.619
77.243	-295.247	255.370
77.034	-287.362	257.796
76.017	-279.486	260.562
74.128	-271.855	263.591
71.406	-263.498	266.922
68.171	-254.450	270.698
64.474	-244.379	274.906
60.964	-232.931	279.481
57.942	-220.875	284.413
55.149	-207.875	289.412
52.865	-194.616	294.386
50.717	-181.622	299.295
47.498	-170.433	304.395
45.427	-153.925	308.692
42.298	-138.549	313.221
39.085	-121.877	317.677
35.826	-105.383	322.093
32.889	-87.389	326.035
30.628	-69.105	329.928
28.476	-50.199	333.344
25.948	-30.644	336.869
22.172	-11.739	339.735
18.891	6.115	341.670
15.802	23.423	342.458
12.726	40.261	342.122
9.616	56.588	340.774
6.427	72.362	338.530
3.112	87.541	335.503
-0.375	102.085	331.808
-4.081	115.952	327.559
-8.051	129.100	322.869
-12.332	141.488	317.854
-16.970	153.075	312.627
-21.389	164.387	306.850
-25.389	175.563	300.499
-28.134	186.609	293.723
-30.509	196.713	287.237
-32.259	206.219	281.719
-34.093	215.666	277.942
-36.432	225.353	276.198
-39.007	234.780	276.106
-40.813	243.029	276.954
-40.189	250.232	277.786
-38.897	256.559	278.606
-37.614	262.326	279.634
-36.609	266.689	280.193
-36.318	269.505	280.279
-37.425	270.563	280.060
-39.270	269.885	279.558
-41.329	267.498	278.917
-43.232	263.781	278.389
-44.540	258.846	278.020
-44.695	253.259	278.019
-43.539	247.137	278.915
-42.095	240.199	280.807
-40.673	232.575	283.787
-39.519	224.599	287.800
-38.592	216.330	292.742
-37.852	207.703	298.605
-36.651	198.409	305.147
-34.391	188.135	312.153
-30.990	177.077	319.093
-27.443	165.308	325.678
-23.483	153.186	331.686
-20.011	140.358	336.891
-17.689	126.928	341.426
-15.774	112.740	344.961
-14.493	98.420	347.798
-13.307	83.918	349.624
-11.970	68.734	350.028
-10.634	53.341	349.550
-8.677	37.062	348.256
-6.401	20.646	346.152
-3.829	4.170	343.306
-0.985	-12.288	339.784
2.106	-28.650	335.654
5.421	-44.841	330.984
8.935	-60.781	325.839
12.624	-76.394	320.288
16.464	-91.603	314.397
20.431	-106.330	308.234
24.501	-120.497	301.865
28.650	-134.028	295.357
32.463	-150.760	290.180
37.023	-162.208	283.690
41.758	-174.431	277.694
46.126	-185.136	271.705
50.403	-194.963	266.024
53.486	-203.578	260.724
55.908	-211.485	255.978
56.407	-219.626	251.765
55.287	-227.883	248.135
53.091	-236.001	245.222
51.268	-244.141	243.161
50.134	-251.247	241.454
50.028	-257.577	239.556
50.952	-263.073	237.610
52.907	-267.677	235.759
55.895	-271.332	234.146
59.916	-273.980	232.915
64.020	-275.190	232.735
66.733	-274.916	233.540
68.194	-273.506	235.023
68.586	-271.040	237.100
68.256	-267.281	239.709
66.851	-261.919	242.772
64.530	-255.597	246.429
61.133	-248.420	250.679
57.181	-241.032	255.573
52.425	-233.004	260.990
47.731	-224.337	267.014
43.774	-214.437	273.060
40.489	-203.528	279.090
37.810	-191.835	285.065
35.670	-179.582	290.947
34.003	-166.994	296.699
32.743	-154.295	302.282
31.823	-141.709	307.658
31.179	-129.461	312.788
31.095	-115.506	317.415
31.227	-102.011	322.239
31.399	-88.264	326.308
30.786	-75.572	329.090
29.126	-62.686	331.525
27.230	-49.674	332.796
24.780	-35.729	333.351
21.892	-20.851	333.088
18.654	-5.854	332.130
15.236	8.983	330.103
11.898	23.263	327.112
9.017	37.164	323.227
6.680	50.838	318.833
4.143	65.123	314.113
1.701	79.383	309.193
-1.378	92.612	304.165
-5.126	106.395	299.293
-10.034	120.455	295.013
-15.867	134.424	291.624
-20.285	147.355	288.428
-23.588	159.270	285.068
-25.344	170.439	281.212
-25.829	181.225	276.870
-25.731	191.381	272.204
-24.097	200.567	267.152
-23.029	208.147	262.050
-22.497	214.279	257.067
-22.470	219.118	252.373
-22.919	222.822	248.135
-23.811	225.548	244.524
-25.118	227.452	241.707
-26.194	229.110	239.766
-27.435	230.389	238.829
-29.333	231.345	239.284
-31.337	231.711	240.771
-33.336	231.378	243.527
-35.114	229.977	247.061
-35.708	227.233	250.963
-35.391	223.769	255.086
-33.347	219.505	258.959
-30.610	214.927	262.816
-26.247	209.197	266.333
-22.236	201.832	269.770
-18.598	193.070	273.220
-15.353	183.147	276.781
-12.522	172.298	280.547
-10.126	160.760	284.613
-8.186	148.769	289.076
-6.722	136.562	294.029
-5.754	124.374	299.569
-4.679	112.190	305.409
-4.215	99.899	311.438
-3.435	87.443	317.413
-2.924	74.988	323.270
-2.137	62.429	328.756
-1.102	49.637	333.679
0.065	37.448	338.108
1.632	25.383	342.286
3.947	13.126	345.493
6.109	0.685	347.475
8.952	-12.313	348.403
11.036	-25.104	348.210
12.685	-38.019	346.675
15.335	-50.667	343.901
18.204	-63.967	339.580
21.720	-76.378	334.070
26.482	-89.722	327.248
31.324	-105.733	319.878
35.886	-122.705	313.003
39.854	-136.932	306.782
42.601	-154.114	301.365
45.310	-169.623	296.708
47.943	-185.018	292.933
50.332	-199.829	289.881
51.823	-212.355	287.004
51.063	-222.072	283.895
49.475	-228.881	280.435
48.042	-234.025	276.914
46.487	-237.476	273.392
46.046	-239.864	270.297
45.524	-240.906	268.044
46.055	-241.653	266.534
46.720	-242.287	265.743
47.764	-243.180	265.158
49.121	-244.008	264.111
50.664	-244.872	262.416
52.641	-246.550	260.213
55.056	-248.923	258.121
59.645	-253.333	257.122
63.181	-257.618	257.969
65.518	-261.014	260.524
66.653	-261.856	263.931
65.529	-258.501	266.689
62.307	-251.594	268.642
58.030	-242.566	270.452
52.782	-231.765	272.438
47.605	-219.688	274.825
43.263	-207.070	277.810
40.202	-194.506	281.201
37.730	-181.642	284.903
35.614	-169.137	288.878
33.304	-157.939	293.225
32.256	-144.033	296.757
31.204	-130.469	300.147
29.416	-119.829	303.359
28.368	-108.321	305.915
27.392	-97.639	308.390
26.868	-86.706	310.649
26.778	-75.986	312.753
26.742	-65.849	314.390
26.503	-55.121	316.043
25.566	-43.620	317.610
24.422	-31.339	318.687
22.259	-17.835	319.266
19.060	-3.244	319.440
15.229	12.057	319.450
10.979	27.642	319.518
6.734	43.400	319.835
3.476	59.870	320.409
0.071	74.626	321.212
-4.093	90.558	322.225
-8.772	105.657	323.448
-12.172	119.304	324.455
-15.112	131.951	324.934
-16.358	143.612	324.598
-17.401	154.657	323.404
-18.374	165.048	321.223
-18.773	174.867	318.002
-19.177	183.723	313.829
-18.486	191.448	308.897
-16.597	197.450	303.630
-15.165	202.184	298.758
-14.704	206.212	294.801
-15.557	210.080	291.798
-17.273	213.894	289.551
-19.686	218.166	288.156
-22.166	222.401	287.560
-26.098	226.480	287.914
-30.593	230.125	289.378
-33.622	232.575	291.746
-35.245	233.778	294.414
-35.462	233.742	297.119
-34.279	232.845	299.421
-32.538	230.906	300.892
-30.471	228.263	301.613
-28.049	223.958	301.914
-25.373	218.177	301.897
-22.547	211.105	301.667
-19.672	202.927	301.327
-16.850	193.829	300.981
-14.185	183.996	300.733
-11.779	173.613	300.686
-9.733	162.865	300.943
-8.150	151.937	301.609
-7.133	141.016	302.788
-6.784	130.285	304.581
-7.205	119.931	307.095
-7.637	109.846	310.027
-8.204	99.735	313.346
-8.497	89.326	316.855
-7.874	78.560	320.053
-5.920	67.015	322.509
-3.369	55.097	324.227
-0.519	42.787	325.054
3.107	29.854	324.927
7.519	16.578	324.064
12.415	2.724	322.263
17.222	-11.875	319.913
20.693	-26.552	317.286
23.890	-41.586	314.500
27.067	-56.678	311.609
29.951	-72.310	308.603
33.260	-87.344	305.653
36.446	-102.251	302.807
39.115	-116.992	300.081
41.389	-131.751	297.538
44.674	-139.973	294.081
42.364	-161.351	293.182
43.521	-170.059	290.187
43.022	-179.520	287.681
42.441	-187.415	285.326
41.817	-194.135	283.265
41.531	-200.232	281.626
42.592	-206.333	280.164
44.280	-212.404	278.711
46.310	-218.173	277.096
48.655	-224.383	275.329
51.655	-230.473	273.341
55.052	-237.191	271.650
58.546	-243.762	270.436
61.552	-250.191	269.881
64.023	-256.261	270.084
65.582	-260.996	270.754
66.100	-263.813	271.691
65.630	-264.439	272.638
64.724	-262.614	273.468
63.008	-258.955	274.297
61.018	-253.543	275.358
58.190	-246.394	276.822
55.428	-238.487	278.961
53.211	-230.361	281.762
51.592	-222.149	284.926
49.960	-214.128	288.169
48.913	-206.172	291.247
48.424	-198.446	294.080
48.272	-190.439	296.582
48.413	-182.977	298.924
48.479	-175.504	301.331
47.742	-170.164	304.270
47.862	-159.734	306.737
47.580	-148.383	309.140
45.668	-138.500	311.891
43.523	-126.284	314.061
40.558	-114.007	316.192
37.234	-100.554	318.176
33.812	-86.579	320.124
30.578	-72.117	321.756
27.502	-57.015	322.893
24.924	-42.000	323.886
22.128	-25.628	324.923
18.738	-10.229	325.427
16.081	3.922	324.969
13.652	17.586	323.651
11.504	30.778	321.602
9.627	43.397	319.124
7.625	55.850	316.401
5.835	67.777	313.284
4.150	79.180	309.516
2.354	90.222	305.231
1.255	100.593	300.247
0.184	110.420	294.465
-0.266	119.299	288.079
-0.688	127.158	281.680
-1.446	134.913	276.217
-3.000	143.248	271.980
