NO_OF_FRAMES	12000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-26, 14:41:23
DATA_INCLUDED	Velocity
DATA_TYPES	Mass_vel_X	Mass_vel_Y	Mass_vel_Z

Mass_vel_X	Mass_vel_Y	Mass_vel_Z	
-0.346	-18.411	256.699
-3.366	-22.186	204.015
-4.301	-23.430	150.868
-2.558	-29.574	93.056
-3.020	-34.975	31.940
-8.109	-38.770	-31.039
-10.455	-37.786	-86.710
-15.932	-37.778	-139.060
-22.365	-39.860	-191.948
-28.935	-37.505	-241.380
-36.876	-36.054	-288.221
-37.829	-40.039	-336.537
-48.597	-37.571	-383.430
-50.037	-34.121	-429.699
-51.373	-31.896	-474.650
-59.149	-27.446	-516.199
-57.232	-26.226	-556.943
-57.224	-21.164	-591.783
-50.969	-17.339	-621.991
-42.252	-17.725	-651.935
-37.617	-12.410	-672.612
-34.460	-10.590	-694.600
-22.325	-13.641	-722.907
-14.618	-15.974	-745.495
-7.026	-21.069	-761.667
5.808	-25.246	-778.459
12.932	-30.309	-790.545
20.075	-32.840	-798.504
22.563	-31.271	-805.890
21.494	-30.560	-800.813
21.476	-43.030	-791.165
12.117	-54.856	-777.824
0.284	-66.063	-760.483
-4.493	-67.364	-740.208
-11.077	-46.866	-708.314
-18.822	-33.954	-670.720
-23.708	-29.387	-634.245
-28.970	-18.930	-599.061
-29.597	-9.049	-564.933
-22.070	-4.273	-525.135
-14.985	-0.484	-488.218
-1.902	-3.427	-448.848
9.103	-11.466	-403.443
13.166	-12.896	-356.962
21.782	-15.178	-311.771
29.782	-17.591	-260.769
35.866	-14.700	-207.775
46.133	-20.462	-161.799
49.857	-23.892	-109.395
48.908	-21.064	-53.597
45.394	-20.055	2.991
36.251	-18.256	57.193
30.842	-18.268	109.833
22.393	-17.898	160.038
12.567	-12.960	215.896
2.791	-5.777	277.949
-3.957	-0.632	330.593
-1.547	6.772	384.225
-5.274	13.888	437.548
-1.517	13.628	487.081
10.008	13.744	526.911
23.863	13.932	558.088
38.315	19.242	588.406
46.541	28.944	619.701
57.185	32.995	652.457
64.986	25.543	679.280
69.480	16.244	700.993
66.828	8.715	717.696
62.085	-0.149	737.084
56.506	-0.855	753.381
47.768	6.191	764.125
41.408	10.995	777.894
33.919	16.628	784.234
22.800	22.187	783.587
14.123	22.396	781.351
14.097	25.599	774.785
8.846	28.544	761.726
0.282	30.605	748.180
-3.437	23.168	735.462
-4.743	24.214	717.890
-3.030	36.887	691.353
3.728	40.066	662.488
12.945	35.527	630.544
17.151	33.858	592.119
24.179	37.296	550.804
30.894	35.787	503.514
34.058	31.967	451.973
39.023	29.664	403.547
45.600	29.035	359.200
49.777	27.925	307.153
51.184	27.314	254.240
52.047	28.942	205.504
48.234	28.176	153.923
42.456	25.133	101.437
40.005	22.332	41.486
33.919	23.205	-22.307
25.356	24.127	-77.747
17.500	22.166	-130.411
8.475	22.495	-182.650
-2.725	24.861	-230.269
-13.369	27.001	-276.953
-25.071	26.829	-326.693
-32.984	26.272	-372.524
-37.015	27.405	-420.668
-42.449	28.186	-468.402
-42.496	31.282	-509.469
-44.294	33.831	-546.818
-43.620	33.357	-583.217
-36.462	30.889	-619.482
-29.360	25.126	-652.729
-22.687	23.243	-680.928
-17.970	20.661	-703.351
-16.236	15.037	-725.968
-11.944	11.805	-749.112
0.567	7.232	-769.086
7.661	5.535	-783.478
16.141	7.956	-794.450
19.537	-0.020	-799.932
17.855	-11.556	-800.932
12.880	-24.637	-795.937
2.520	-22.368	-783.148
-3.298	-10.283	-765.425
-13.247	-3.983	-742.537
-25.062	0.452	-717.966
-35.064	-0.141	-691.369
-47.849	1.461	-659.853
-65.787	1.447	-628.152
-79.947	0.001	-597.264
-86.487	-0.893	-564.571
-86.103	-5.844	-527.953
-74.580	-14.264	-492.338
-63.558	-19.150	-453.543
-46.378	-24.318	-410.211
-26.839	-28.803	-365.573
-18.081	-28.248	-313.862
0.691	-29.183	-265.696
10.707	-31.841	-217.299
7.461	-34.298	-164.787
12.246	-35.525	-110.576
9.950	-38.004	-55.019
-2.750	-37.077	-0.979
-13.816	-33.836	53.750
-28.363	-36.585	109.836
-40.612	-34.148	167.754
-51.639	-33.712	225.318
-60.303	-31.863	281.168
-62.963	-26.627	337.240
-62.157	-28.035	389.081
-64.580	-25.130	436.336
-57.193	-26.585	476.703
-40.929	-36.453	512.489
-31.093	-42.162	545.075
-17.460	-52.651	573.114
-5.782	-58.350	604.120
2.742	-56.002	632.510
14.856	-54.037	658.640
21.762	-52.726	688.732
24.452	-52.431	713.550
29.324	-45.791	734.886
27.005	-36.675	752.364
22.052	-35.581	769.136
14.352	-28.346	779.265
6.304	-21.687	782.120
-0.201	-24.601	785.062
-13.703	-21.433	781.101
-24.375	-17.979	773.386
-32.023	-12.319	760.432
-34.086	-11.136	745.862
-42.526	-17.098	733.968
-43.854	-17.495	716.759
-35.020	-13.253	692.046
-23.829	-14.203	660.159
-16.676	-20.257	624.393
-12.800	-20.100	587.771
-1.879	-22.676	543.411
1.093	-25.125	497.482
14.046	-25.575	449.947
21.936	-29.512	397.351
26.188	-32.326	346.581
33.014	-36.357	295.671
39.473	-33.983	248.235
48.349	-29.773	199.033
54.312	-26.266	145.325
56.924	-19.731	90.226
58.901	-16.502	35.977
57.170	-14.795	-18.108
50.214	-8.388	-69.057
43.680	0.467	-119.079
35.458	7.176	-176.107
26.276	12.992	-223.722
18.937	23.867	-268.268
12.835	28.712	-316.007
7.552	33.427	-362.113
-2.116	35.445	-406.711
-5.092	36.068	-452.007
-3.436	35.357	-498.529
-7.448	30.411	-540.655
-3.153	31.313	-577.579
-1.693	26.662	-616.589
-0.042	21.903	-649.995
4.914	18.592	-676.718
10.797	15.601	-698.537
15.052	13.754	-725.489
15.857	12.343	-748.184
25.563	12.450	-762.561
29.191	-5.772	-778.895
35.021	-13.649	-787.856
49.255	-2.670	-794.762
52.596	-0.620	-798.669
54.647	2.286	-795.142
57.792	7.933	-784.586
56.433	13.741	-771.373
53.295	20.479	-747.221
41.584	33.460	-719.745
27.720	44.608	-689.821
13.625	51.733	-657.795
-1.339	60.269	-627.929
-7.280	65.716	-591.708
-15.197	62.934	-555.663
-20.486	56.333	-521.486
-20.498	50.767	-488.728
-19.157	43.692	-451.939
-12.142	36.574	-410.178
0.855	34.052	-365.516
11.261	29.096	-318.335
23.279	20.263	-272.410
39.127	16.369	-218.924
44.106	16.555	-167.204
45.148	15.632	-120.765
44.962	14.867	-60.990
38.485	21.033	-1.950
28.556	27.313	51.866
16.427	29.158	106.711
4.981	33.419	165.112
-7.295	38.925	223.071
-17.888	41.261	277.325
-24.610	46.373	332.258
-31.477	51.215	388.001
-32.291	44.560	434.002
-30.938	41.784	476.618
-30.197	32.716	514.637
-23.211	19.587	547.818
-17.230	10.124	578.718
-17.999	2.028	606.441
-17.481	0.271	635.544
-9.234	-6.408	659.436
4.074	-9.072	685.660
11.385	-7.729	711.303
15.278	-8.788	731.873
19.405	-7.078	748.539
15.501	-4.010	762.021
12.796	1.466	775.145
5.074	6.729	780.810
-6.273	13.797	783.031
-15.835	17.060	785.665
-22.086	15.168	777.724
-29.830	11.735	762.384
-41.009	11.355	745.245
-44.567	24.813	736.355
-50.078	19.250	719.103
-51.781	9.897	692.676
-57.262	-3.360	663.167
-58.242	-18.687	630.486
-49.635	-18.179	597.537
-49.222	-22.470	553.367
-43.212	-22.869	511.002
-37.756	-26.062	460.549
-29.670	-31.165	405.583
-23.110	-34.136	355.983
-19.299	-33.040	305.672
-12.017	-36.719	254.486
-6.750	-39.028	202.517
2.493	-39.890	149.045
5.860	-31.949	96.579
5.533	-35.199	44.552
6.088	-50.600	-17.595
7.336	-47.076	-77.248
7.867	-34.981	-128.965
3.653	-33.336	-176.444
-0.745	-29.086	-222.315
-4.625	-12.591	-266.805
-10.431	-4.690	-312.177
-19.092	-3.583	-360.195
-24.152	-6.289	-405.362
-28.760	-5.939	-449.564
-33.271	-0.359	-493.632
-33.070	-2.113	-537.527
-37.938	-13.320	-577.186
-41.699	-21.587	-617.224
-40.466	-26.177	-651.588
-39.791	-28.659	-677.384
-35.648	-30.354	-698.489
-28.236	-31.188	-717.329
-25.342	-34.498	-742.379
-17.350	-30.451	-755.236
-9.694	-39.440	-765.050
-8.719	-58.058	-781.677
-3.294	-52.649	-789.469
9.468	-45.157	-792.514
16.740	-49.632	-791.394
19.685	-47.652	-784.779
29.638	-43.413	-770.253
34.984	-39.301	-752.389
32.374	-30.510	-731.160
25.591	-20.085	-699.565
20.574	-6.979	-664.953
14.596	7.824	-627.736
5.730	19.108	-591.315
2.601	22.276	-557.101
-1.203	21.725	-523.093
-8.120	16.520	-488.545
-17.112	4.901	-451.857
-16.773	-10.609	-408.765
-10.916	-21.809	-364.633
-2.947	-24.908	-321.162
11.120	-24.085	-270.765
22.259	-22.379	-218.076
36.668	-19.243	-166.808
47.245	-14.740	-113.032
52.709	-6.729	-60.173
58.067	-0.158	-5.199
55.502	5.220	51.194
50.131	12.075	104.892
49.703	17.827	156.674
45.072	24.880	208.440
34.398	32.017	265.559
27.157	38.997	322.530
18.492	40.284	375.883
8.178	29.316	428.773
5.744	22.495	473.929
5.311	23.664	513.608
7.416	19.461	549.023
14.232	18.760	576.067
18.848	19.280	605.625
17.319	11.657	632.680
18.205	7.133	659.135
23.711	5.670	685.404
33.143	6.628	707.435
42.194	13.669	728.103
45.398	17.379	744.738
51.731	22.375	763.283
54.423	30.518	774.238
53.132	36.858	780.033
52.602	47.133	783.348
51.240	50.423	776.928
38.214	45.106	771.223
31.608	45.520	760.264
25.937	46.174	742.667
11.727	46.878	727.273
6.763	45.163	710.033
1.765	44.199	685.680
0.736	43.918	659.490
-13.140	40.358	631.277
-9.940	27.497	596.302
-2.015	20.505	559.322
-9.961	24.703	511.641
-3.727	24.523	460.939
2.058	18.448	412.986
-0.368	8.976	363.669
-1.422	13.300	312.384
6.616	17.358	260.446
9.622	9.504	211.122
13.214	13.651	157.897
15.642	16.222	105.056
16.525	18.472	51.321
18.403	26.260	-4.327
21.808	34.389	-62.536
22.018	36.877	-117.431
16.027	28.618	-164.800
12.639	35.685	-213.622
13.266	43.148	-261.811
7.233	32.450	-303.896
-6.878	30.493	-345.491
-6.389	39.054	-395.470
-7.564	40.135	-443.209
-20.980	39.272	-483.404
-22.948	34.764	-527.960
-25.580	28.567	-573.404
-34.238	16.363	-612.321
-32.508	6.797	-647.007
-36.769	2.428	-675.163
-46.244	-4.191	-697.978
-53.369	-7.560	-716.474
-54.777	-10.052	-733.217
-50.289	-13.742	-749.896
-44.092	-14.129	-762.840
-33.027	-14.860	-775.039
-27.585	-25.714	-783.635
-25.534	-28.516	-784.975
-17.846	-30.436	-784.442
-15.147	-34.208	-777.315
-7.655	-27.840	-763.152
2.716	-20.452	-745.115
-1.074	-13.897	-721.913
-1.539	-5.726	-693.856
-5.762	5.040	-658.219
-17.079	11.236	-620.267
-17.856	9.543	-585.610
-30.123	2.578	-554.543
-46.748	-7.313	-526.112
-50.352	-17.868	-493.501
-50.740	-28.264	-459.077
-50.185	-39.628	-421.128
-52.790	-47.644	-371.517
-50.447	-51.010	-322.351
-42.550	-56.577	-278.139
-40.504	-57.862	-225.197
-36.306	-55.244	-168.632
-28.319	-53.279	-115.676
-24.313	-47.217	-57.054
-16.049	-40.073	-2.280
-11.502	-34.282	49.983
-10.500	-31.626	103.632
-4.633	-27.985	153.323
-3.098	-24.799	206.302
-4.828	-23.763	263.251
-11.036	-21.770	317.601
-18.708	-17.840	371.325
-28.600	-18.864	426.369
-38.720	-22.509	472.925
-37.784	-28.738	505.703
-35.423	-42.888	533.876
-35.814	-50.679	565.850
-30.546	-57.395	595.842
-26.942	-63.690	622.658
-22.307	-63.861	648.705
-11.815	-66.186	671.862
-3.047	-62.963	694.679
3.984	-55.653	719.221
7.150	-47.504	742.689
13.240	-32.891	757.133
15.064	-20.071	769.907
16.357	-3.043	786.299
20.540	11.257	790.846
20.908	9.223	781.957
19.035	6.165	771.829
16.936	1.833	759.587
11.909	-4.884	742.213
7.211	-0.569	727.061
6.012	3.197	710.376
2.993	-0.286	686.311
2.851	-3.401	658.297
0.648	-6.539	624.770
-0.965	-14.396	588.313
0.055	-18.491	546.110
-0.424	-22.020	500.933
1.483	-25.794	456.783
5.372	-26.702	408.844
9.091	-25.261	359.131
9.215	-20.324	308.312
13.897	-21.792	256.837
22.530	-20.163	208.519
26.527	-15.039	160.838
29.265	-11.182	108.224
28.604	-5.983	54.116
34.648	1.309	-4.131
40.782	6.750	-63.954
36.502	16.514	-116.517
34.510	20.833	-162.356
31.500	18.531	-211.255
27.812	25.400	-254.679
24.779	34.444	-295.297
22.650	39.014	-343.435
20.897	45.122	-387.188
18.107	50.912	-432.385
16.817	53.703	-476.684
16.928	53.905	-516.412
17.057	52.062	-559.036
15.365	46.280	-596.212
17.686	34.621	-631.697
11.728	26.756	-667.549
4.546	20.707	-695.076
4.039	11.232	-718.239
-0.013	4.974	-741.685
2.763	2.294	-756.415
10.044	4.747	-767.889
15.029	13.848	-781.097
17.208	14.378	-787.448
24.715	12.436	-785.711
33.256	12.700	-777.760
30.546	9.980	-773.351
29.985	22.131	-759.959
31.661	34.801	-738.210
32.426	41.984	-711.036
24.590	52.244	-683.975
13.537	55.198	-658.336
10.942	54.528	-624.995
-1.094	58.701	-593.070
-11.870	62.857	-559.637
-6.123	65.223	-522.739
-3.874	61.009	-486.425
-4.618	47.111	-453.866
-0.753	32.924	-417.855
-1.552	17.243	-375.547
1.158	9.607	-329.492
4.564	7.362	-279.253
2.415	4.158	-228.448
1.523	0.811	-178.716
3.826	0.061	-124.978
4.545	2.388	-70.450
0.865	5.808	-17.149
-3.781	15.588	38.528
-5.647	19.488	92.919
-4.149	27.698	151.757
-2.511	40.602	212.579
-6.002	44.646	265.131
-7.696	46.672	320.355
-8.852	50.985	378.454
-15.367	61.343	428.528
-22.252	47.747	467.837
-26.782	18.891	501.383
-33.389	4.810	534.081
-33.290	-1.258	563.390
-21.942	-11.681	589.909
-14.326	-24.398	614.566
-16.606	-26.448	637.747
-15.054	-28.037	664.090
-6.651	-32.668	692.985
-6.352	-30.304	716.634
-8.445	-21.582	735.999
-11.081	-14.552	752.101
-15.136	-9.460	766.850
-16.227	-5.194	779.312
-17.175	1.669	783.709
-27.691	-0.245	777.896
-33.169	-8.313	770.047
-27.967	-1.384	759.167
-23.031	6.231	749.028
-24.712	6.194	736.248
-27.611	5.306	716.032
-30.870	2.544	692.626
-29.875	-6.799	664.033
-27.378	-16.491	632.320
-27.787	-20.691	593.204
-25.681	-28.302	547.873
-23.487	-37.749	502.609
-17.400	-41.785	459.748
-20.617	-39.690	408.495
-23.075	-46.447	355.102
-9.103	-52.497	305.301
-8.730	-50.269	254.969
-14.689	-52.840	210.101
-9.044	-51.555	156.195
-5.601	-50.248	102.082
-4.779	-49.139	53.835
-2.265	-43.530	-1.797
0.277	-38.593	-59.044
-4.969	-37.736	-115.218
-9.385	-31.145	-164.752
-10.912	-24.434	-209.512
-19.390	-24.627	-254.177
-23.945	-18.857	-299.006
-20.191	-14.054	-340.065
-21.789	-11.953	-383.876
-30.382	-5.995	-431.711
-33.401	-2.565	-473.039
-30.697	-3.767	-513.329
-28.869	-1.918	-552.137
-20.149	-2.303	-590.566
-14.610	-10.374	-626.588
-16.635	-16.684	-656.691
-11.449	-21.426	-688.691
-7.237	-30.449	-715.842
-9.055	-38.823	-733.725
-4.049	-42.849	-755.883
-0.884	-39.194	-770.317
8.444	-34.412	-777.418
18.181	-30.523	-783.960
17.360	-28.382	-785.964
20.414	-30.839	-781.714
18.118	-30.344	-769.865
17.607	-27.302	-758.318
22.636	-22.880	-741.848
25.694	-14.518	-717.034
25.492	-2.851	-689.392
12.915	4.736	-662.908
3.273	5.724	-631.449
0.368	12.661	-597.321
-2.436	21.578	-563.295
-0.207	24.966	-526.083
6.011	26.407	-488.547
15.764	22.639	-454.106
22.861	16.380	-417.749
19.792	9.796	-375.911
27.849	-0.552	-328.508
38.125	-9.024	-280.557
39.118	-7.516	-233.384
41.302	-8.653	-182.159
42.999	-11.726	-129.776
46.324	-9.483	-78.624
41.872	-2.525	-21.593
34.389	8.376	33.366
31.649	20.111	89.757
32.824	31.924	147.605
31.026	43.129	202.205
29.503	50.958	257.951
31.198	49.831	312.999
23.814	46.437	367.563
17.309	47.712	416.057
18.504	49.421	460.529
18.968	46.862	497.453
22.849	41.312	529.937
27.252	26.990	557.868
28.666	19.283	586.713
35.074	17.842	614.996
33.404	14.573	640.894
37.723	11.318	665.621
49.845	5.821	687.173
48.179	8.172	709.506
46.670	14.509	728.296
44.693	27.455	751.274
32.844	39.101	768.690
22.898	41.070	774.510
21.297	41.582	775.991
14.774	43.749	772.297
6.633	42.392	767.672
1.437	39.428	755.205
0.460	41.782	740.351
0.168	47.161	728.460
3.756	48.066	709.457
5.178	45.158	691.497
3.934	42.486	666.287
10.358	37.392	630.969
14.096	31.922	593.151
13.754	25.927	553.234
11.017	22.040	510.429
17.260	18.430	462.853
22.548	14.552	412.559
15.398	10.799	361.026
12.905	6.163	312.261
15.975	2.255	262.138
14.520	-0.821	213.298
9.655	-0.928	165.956
11.299	-1.096	114.073
8.137	-0.319	61.596
6.569	0.145	4.649
9.471	1.783	-55.120
-0.034	3.776	-106.245
-6.812	6.851	-155.649
-11.808	10.716	-201.986
-19.621	15.311	-244.354
-27.685	20.652	-289.470
-35.604	20.792	-331.451
-38.607	22.019	-374.651
-36.918	22.576	-422.207
-40.979	21.024	-464.925
-45.937	22.959	-507.186
-36.361	19.662	-550.313
-33.279	13.236	-591.121
-33.591	5.864	-627.664
-30.770	-1.275	-660.129
-23.842	-9.184	-685.874
-21.189	-17.051	-710.131
-27.006	-21.628	-731.792
-22.354	-26.951	-743.646
-17.603	-27.671	-758.599
-12.134	-28.116	-769.247
-4.903	-24.655	-778.558
-5.335	-25.184	-784.742
-5.113	-32.713	-778.550
-11.147	-38.799	-771.767
-17.503	-45.345	-760.369
-19.120	-41.182	-742.055
-27.892	-30.624	-719.716
-34.964	-27.785	-693.323
-43.294	-25.720	-664.588
-48.265	-17.625	-627.493
-55.862	-10.577	-595.426
-61.725	-7.830	-562.303
-54.357	-10.860	-525.391
-46.288	-15.186	-491.869
-35.830	-21.951	-460.818
-26.873	-33.410	-429.735
-13.826	-41.824	-386.649
-2.688	-45.833	-339.834
-2.125	-49.973	-290.574
0.110	-56.552	-239.485
0.216	-59.452	-188.699
-1.330	-61.014	-134.720
-7.077	-58.050	-80.343
-13.556	-50.538	-25.343
-15.637	-41.749	32.759
-17.579	-35.339	86.196
-22.171	-28.916	139.641
-24.528	-19.853	196.221
-22.035	-17.395	249.630
-24.676	-16.979	300.610
-27.040	-21.589	352.016
-28.420	-21.827	401.454
-28.952	-21.852	447.368
-23.949	-27.804	487.697
-12.572	-32.588	523.083
-1.593	-37.339	551.985
4.264	-42.008	576.469
15.034	-44.618	603.517
25.597	-45.549	627.082
28.397	-45.480	656.565
28.262	-46.360	682.866
29.928	-41.102	703.424
26.797	-34.094	725.481
21.785	-27.369	747.343
16.816	-18.571	762.641
8.590	-5.519	770.867
-0.480	9.825	778.819
2.468	26.582	776.111
0.401	21.977	766.132
-3.247	13.960	753.636
-2.162	12.251	739.297
-6.032	1.705	725.579
-2.571	3.912	708.441
5.466	4.648	683.964
12.800	5.680	656.099
16.675	6.676	623.265
19.713	1.446	589.386
28.872	-4.612	551.534
35.560	-8.411	504.861
32.055	-7.969	457.229
36.149	-7.518	410.231
40.630	-6.376	364.173
42.122	-3.848	318.882
44.585	-4.132	265.586
46.654	9.453	219.394
43.564	11.309	176.455
37.750	1.269	124.801
35.399	-1.274	73.330
33.926	0.924	17.346
33.004	10.282	-38.898
29.340	18.055	-91.454
23.768	26.873	-141.700
21.573	38.924	-190.599
15.771	49.548	-235.095
6.871	52.069	-276.868
-8.295	47.489	-320.108
-21.234	43.496	-363.448
-11.975	45.177	-409.906
-8.431	51.036	-456.644
-15.336	51.746	-501.096
-9.241	44.267	-545.093
6.172	38.350	-588.248
14.281	28.171	-628.532
13.709	21.476	-658.592
20.240	21.498	-685.377
23.210	22.604	-706.148
25.186	27.906	-721.075
27.759	26.436	-739.163
27.159	17.456	-754.864
34.188	12.553	-766.433
33.684	2.736	-774.512
26.070	-3.426	-778.706
29.690	5.799	-777.427
28.597	16.460	-769.219
16.796	25.266	-755.927
13.009	30.245	-737.942
10.668	32.205	-715.886
4.239	39.892	-689.754
-4.746	51.707	-656.671
-12.618	57.968	-623.739
-18.836	58.488	-591.721
-23.481	56.582	-560.705
-23.351	47.509	-531.847
-21.815	34.560	-502.604
-14.941	20.899	-473.477
-7.977	9.184	-440.494
0.399	-2.382	-400.215
7.340	-9.115	-352.718
7.428	-9.106	-301.889
12.913	-5.676	-247.218
15.575	-1.369	-191.471
13.126	1.422	-138.086
11.024	10.858	-81.842
1.330	14.582	-24.993
-9.860	13.561	29.963
-16.265	17.513	82.030
-23.346	18.429	133.203
-28.311	14.896	187.393
-32.334	15.436	237.782
-35.371	16.072	289.294
-34.200	13.918	343.770
-33.151	11.754	393.835
-28.530	8.628	440.231
-23.231	3.972	478.873
-28.716	-9.527	511.330
-22.250	-25.663	540.746
-9.655	-31.454	566.129
-10.332	-38.502	593.517
-4.355	-47.835	621.026
-3.010	-45.499	647.860
-8.629	-41.311	678.668
-8.868	-35.575	705.531
-10.432	-22.968	727.352
-11.795	-14.880	745.603
-15.030	-8.654	763.474
-16.986	2.361	776.150
-22.095	7.200	781.773
-36.638	4.837	780.165
-40.517	4.182	766.785
-43.660	-1.382	754.046
-43.782	-9.208	740.710
-40.085	-11.743	723.612
-40.110	-22.851	700.601
-38.939	-33.103	679.454
-40.071	-31.382	657.512
-27.273	-31.930	623.215
-18.771	-38.455	590.565
-24.262	-46.371	555.844
-21.182	-46.273	510.122
-10.408	-43.282	463.920
-7.917	-46.308	417.469
-3.992	-54.526	371.717
1.183	-55.508	322.027
-1.605	-50.069	271.982
2.430	-46.611	230.374
6.640	-44.301	184.673
3.668	-41.413	132.557
-0.377	-39.012	82.620
-0.665	-34.000	30.820
1.083	-24.829	-26.703
-3.608	-22.145	-78.225
-8.860	-18.045	-127.510
-9.664	-4.841	-178.212
-12.136	2.145	-224.183
-15.589	4.264	-269.466
-18.884	6.273	-312.551
-19.784	2.752	-352.774
-20.741	-0.392	-403.575
-17.361	-1.634	-454.637
-17.321	-7.872	-498.075
-17.821	-13.856	-543.042
-10.622	-17.049	-585.361
-8.095	-24.753	-624.426
-5.081	-29.463	-659.490
2.419	-30.385	-683.472
5.610	-33.810	-704.341
8.740	-36.668	-722.187
12.977	-32.794	-736.681
17.242	-30.278	-746.897
21.468	-24.563	-755.070
24.516	-19.802	-766.006
27.966	-21.062	-772.950
32.419	-14.690	-770.192
31.955	-11.559	-765.184
27.851	-6.594	-754.621
26.856	6.514	-739.361
22.358	11.833	-717.324
18.706	20.197	-689.081
13.270	25.568	-663.908
3.822	27.948	-633.464
3.774	33.778	-600.556
6.212	35.495	-567.888
8.713	38.085	-536.127
13.093	33.352	-505.216
15.800	22.180	-478.817
23.384	13.448	-445.258
29.626	2.627	-406.786
33.929	-7.267	-363.282
37.579	-8.346	-308.450
43.715	-1.314	-253.982
49.435	10.860	-202.028
50.443	22.029	-142.373
48.535	31.461	-84.091
43.894	38.004	-30.823
38.636	43.811	24.937
33.993	49.740	75.596
27.623	53.042	126.149
22.618	51.910	178.571
16.288	43.859	232.254
11.196	37.385	276.836
10.226	29.285	324.873
9.205	27.392	378.520
12.144	34.461	426.905
15.656	34.923	470.439
22.761	32.597	501.379
25.456	25.754	534.866
23.933	19.639	566.081
29.192	16.426	594.648
33.211	16.836	623.049
33.026	15.625	648.061
34.680	16.726	675.844
34.489	27.058	703.219
36.565	35.156	726.730
34.954	42.747	743.535
27.689	51.713	757.733
20.371	54.147	772.339
12.484	56.710	778.187
9.921	56.322	777.983
6.663	64.741	769.774
-2.687	55.277	757.802
-7.244	35.091	741.789
-9.641	31.240	719.972
-11.503	23.243	701.103
-12.155	18.883	677.379
-13.737	12.229	652.794
-10.539	6.706	627.887
-6.512	10.903	597.949
-4.958	7.403	561.428
-1.257	1.328	520.310
-0.206	-1.917	476.989
2.633	-1.837	433.890
4.336	-0.032	387.464
5.221	-1.490	332.976
8.724	-2.130	285.751
7.792	0.445	239.755
6.687	2.735	191.019
1.296	-1.964	146.440
0.673	0.679	95.406
-2.798	3.552	46.447
-6.046	4.888	-8.870
-7.877	5.979	-66.740
-13.068	8.006	-118.099
-14.992	18.358	-169.828
-19.397	20.606	-214.941
-26.048	14.161	-259.718
-26.972	14.705	-304.711
-30.465	16.844	-351.304
-37.835	9.619	-396.212
-38.632	4.184	-443.455
-42.303	-0.899	-490.469
-40.577	-10.237	-533.577
-41.045	-16.917	-575.873
-40.299	-25.959	-616.833
-37.503	-35.623	-653.945
-37.065	-39.370	-681.359
-31.624	-40.852	-700.400
-27.762	-41.892	-714.946
-26.069	-38.363	-728.778
-21.001	-30.118	-742.355
-16.325	-31.679	-748.285
-13.584	-30.707	-754.565
-6.105	-30.590	-766.412
-8.874	-38.209	-764.702
-9.762	-36.134	-762.598
-13.174	-35.895	-756.563
-18.888	-29.793	-742.052
-13.756	-25.826	-722.778
-21.041	-27.939	-695.202
-32.584	-21.894	-672.086
-33.699	-17.757	-642.620
-35.251	-18.348	-606.908
-42.652	-21.249	-574.472
-46.241	-26.597	-541.719
-39.350	-32.065	-510.776
-31.394	-38.231	-481.278
-28.285	-46.677	-447.106
-21.143	-50.547	-411.718
-14.212	-49.805	-368.939
-7.041	-51.579	-316.640
-3.875	-47.674	-261.672
-7.470	-44.383	-204.075
-1.203	-39.285	-148.632
-0.935	-30.119	-93.604
-4.324	-23.950	-36.555
-2.263	-19.181	15.656
-2.793	-17.797	65.292
-8.019	-16.481	116.081
-11.318	-16.215	164.043
-10.814	-17.198	213.311
-13.625	-19.304	262.817
-13.585	-19.493	311.887
-16.184	-19.907	364.719
-18.522	-23.940	416.810
-18.156	-24.517	460.753
-11.164	-26.175	497.911
-6.671	-34.308	533.782
1.054	-37.148	563.882
13.815	-32.766	589.723
17.760	-38.140	616.640
21.059	-35.074	642.158
26.224	-19.003	666.958
31.610	-11.117	694.743
26.839	-3.333	721.005
24.094	3.722	739.443
28.473	13.446	754.043
22.792	20.573	767.508
19.156	27.004	774.988
19.047	41.506	776.226
14.275	35.281	770.114
15.249	21.340	753.700
13.277	16.789	735.343
4.429	7.897	719.252
5.814	0.255	698.070
9.633	-2.935	674.749
6.878	-5.296	654.862
12.164	-1.758	630.102
14.970	3.449	598.415
15.988	4.734	567.083
20.810	6.814	530.413
26.307	9.296	487.995
25.470	10.072	445.088
31.959	11.689	394.700
40.221	13.950	344.139
34.550	14.036	296.254
37.520	16.240	249.560
42.151	28.925	202.808
42.097	30.908	153.472
40.277	32.019	102.927
45.829	33.138	55.614
51.137	31.991	3.640
42.242	37.413	-54.545
28.341	31.760	-105.598
27.548	35.044	-157.417
23.281	46.716	-207.580
14.388	47.183	-251.268
11.828	45.392	-295.435
4.793	44.549	-342.672
1.323	43.948	-387.560
-2.339	40.879	-433.369
-1.404	34.943	-481.784
0.344	34.078	-524.768
-5.741	27.340	-565.959
-2.981	20.923	-607.264
7.007	15.354	-647.038
5.813	14.073	-673.449
1.128	18.374	-690.973
4.294	23.364	-707.557
7.036	25.862	-718.781
9.802	25.718	-732.674
9.804	23.763	-743.607
8.160	21.527	-746.247
16.072	20.960	-756.045
18.967	22.537	-761.815
14.268	11.872	-758.872
13.170	8.904	-755.264
10.192	24.007	-740.838
4.450	29.210	-718.814
3.650	29.414	-698.337
