NO_OF_FRAMES	12000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-26, 14:41:23
DATA_INCLUDED	Velocity
DATA_TYPES	Mass_vel_X	Mass_vel_Y	Mass_vel_Z

Mass_vel_X	Mass_vel_Y	Mass_vel_Z	
-15.420	-32.665	505.092
-16.887	-30.503	536.895
-7.014	-33.821	561.677
0.755	-31.923	585.870
-5.823	-25.456	613.835
-9.206	-22.731	640.821
-9.811	-20.709	663.643
-9.386	-19.623	679.681
-8.639	-15.417	694.004
-12.692	-10.967	707.528
-5.974	-3.362	711.356
-5.610	1.633	713.747
-14.777	-7.275	713.731
-7.367	-9.668	701.893
-9.216	-8.461	692.101
-6.066	-14.731	681.190
1.638	-10.644	662.853
-3.598	-5.605	646.660
-2.474	-6.544	629.303
2.369	-7.318	605.400
4.274	-9.049	578.267
2.278	-4.228	551.644
6.801	-4.771	517.750
14.359	-3.047	481.757
16.745	-0.217	443.389
14.553	-0.440	401.788
15.491	2.903	358.450
15.141	6.033	315.482
14.941	9.780	271.872
14.529	6.599	224.106
14.470	9.628	179.802
14.006	10.031	131.651
13.153	13.436	83.955
13.985	16.201	37.369
10.226	17.085	-9.273
10.937	23.852	-58.300
14.739	15.879	-112.775
8.204	19.040	-158.815
3.582	26.231	-204.889
8.080	25.825	-250.430
6.471	27.319	-294.576
6.288	21.949	-341.080
10.380	22.966	-381.479
12.317	31.020	-418.481
12.994	30.502	-458.628
13.541	28.834	-500.595
17.424	31.112	-535.873
19.378	33.314	-567.195
17.059	35.592	-594.365
20.316	31.373	-620.696
21.959	27.017	-645.342
22.532	28.835	-660.268
22.200	25.700	-675.052
16.372	29.518	-686.462
18.211	33.506	-694.818
27.776	31.133	-703.587
16.269	29.455	-704.711
7.942	18.271	-707.050
20.921	17.414	-708.975
20.966	23.217	-701.743
14.927	24.370	-688.533
11.197	26.048	-671.406
9.748	27.574	-653.234
12.166	31.280	-632.165
10.660	31.674	-606.865
9.824	28.968	-576.514
10.605	31.733	-544.952
9.602	32.625	-514.630
11.023	29.179	-481.462
15.940	24.694	-448.812
13.476	22.604	-413.569
15.060	19.038	-375.785
19.672	16.568	-334.471
18.123	18.059	-287.381
13.369	15.838	-239.308
11.558	17.482	-190.257
15.020	20.239	-140.134
10.463	17.523	-89.615
4.163	15.286	-38.841
2.675	11.664	8.394
1.599	9.248	55.380
-4.103	8.700	105.609
-3.615	7.536	150.649
0.204	3.484	194.688
-1.939	3.130	241.972
-4.049	6.041	289.869
-0.173	3.254	335.246
0.862	2.539	378.632
-3.319	3.488	423.052
-4.299	2.844	462.859
-2.459	-3.341	496.538
-2.236	-4.337	528.958
-4.882	-6.148	555.967
1.164	-15.354	580.210
1.488	-17.088	607.292
-2.481	-14.058	630.804
-3.906	-15.048	651.522
-6.581	-13.750	670.970
-10.118	-11.455	687.725
-11.188	-13.129	698.309
-11.989	-7.064	707.770
-19.443	-5.537	714.793
-19.490	-16.050	713.203
-12.405	-18.931	705.798
-17.481	-18.021	698.819
-16.325	-24.303	686.598
-11.437	-27.112	668.290
-17.983	-27.598	651.745
-18.083	-28.789	632.712
-19.613	-30.754	611.645
-16.719	-32.170	586.756
-15.045	-28.612	560.525
-13.906	-28.143	530.174
-10.997	-26.868	495.929
-11.083	-27.843	459.688
-15.930	-29.815	420.627
-13.616	-30.248	376.312
-10.780	-33.444	329.994
-14.251	-31.372	285.468
-13.647	-32.410	237.785
-13.540	-35.234	190.723
-9.866	-30.445	143.690
-10.578	-29.816	97.294
-16.290	-33.908	51.854
-13.545	-29.858	3.320
-16.341	-27.253	-46.742
-24.829	-25.318	-92.297
-26.679	-23.058	-139.617
-22.448	-21.962	-190.792
-11.400	-22.611	-238.136
-24.691	-22.511	-281.190
-23.286	-22.492	-324.015
-17.824	-22.591	-367.766
-28.592	-14.051	-407.601
-17.310	-14.765	-448.020
-7.744	-21.508	-487.241
-12.793	-15.580	-519.946
-18.304	-5.630	-551.538
-8.471	-10.597	-584.822
1.552	-15.621	-610.247
-1.792	-13.065	-633.115
-13.289	-9.229	-654.034
-1.896	-12.894	-670.619
-3.554	-12.976	-683.665
-5.791	-13.539	-693.677
2.206	-12.181	-703.179
-7.640	-11.008	-704.223
-9.017	-20.440	-705.670
0.749	-19.649	-707.683
-0.549	-12.072	-700.953
-2.850	-8.904	-691.863
4.076	-6.820	-677.730
-1.369	1.344	-657.864
-0.958	4.344	-639.233
-0.850	7.326	-615.481
-0.347	11.602	-587.904
0.374	13.561	-555.434
1.861	16.864	-524.212
9.027	21.661	-494.406
11.066	20.324	-456.025
13.280	20.657	-418.492
19.507	23.199	-385.323
17.817	21.997	-344.319
18.740	20.377	-299.865
23.649	16.574	-257.364
21.054	19.735	-207.965
19.042	24.087	-157.875
19.484	25.029	-109.338
15.516	26.586	-57.068
14.106	26.259	-8.455
16.329	26.713	39.805
16.171	24.584	87.762
16.542	22.738	133.798
16.419	23.203	180.092
17.937	24.374	226.251
17.173	27.804	276.044
18.373	30.393	321.060
21.612	33.654	364.612
22.222	37.639	406.613
21.374	38.930	446.592
24.162	38.474	484.716
24.018	38.985	519.446
23.728	36.227	549.201
29.513	28.360	571.922
29.666	26.149	599.497
28.751	27.567	624.348
29.080	26.682	642.904
30.309	28.165	661.542
25.229	33.534	680.738
22.796	42.187	694.779
25.589	43.770	701.904
16.556	33.962	708.557
13.244	33.063	712.021
14.823	35.875	708.985
17.550	30.456	700.743
16.564	25.487	692.670
12.950	18.160	678.477
15.874	15.389	658.914
14.705	17.824	641.580
14.219	20.761	622.633
15.895	21.690	598.359
16.155	20.504	570.076
16.344	22.055	542.266
17.454	21.317	509.574
14.835	16.541	472.997
12.807	14.852	433.320
14.335	13.458	391.857
13.318	8.869	348.931
13.381	5.069	300.550
12.256	2.548	254.875
8.187	1.236	210.135
8.101	-0.424	160.575
6.266	1.800	113.396
4.043	2.111	65.881
1.697	-0.212	17.377
-4.166	1.000	-27.559
-3.850	1.139	-74.952
-3.154	2.479	-122.975
-6.003	3.847	-166.275
-9.618	0.813	-213.357
-11.740	-1.520	-264.655
-11.564	-1.154	-310.046
-14.188	-3.293	-351.854
-14.782	-6.057	-393.176
-14.145	-6.465	-435.440
-16.451	-8.779	-474.146
-14.816	-13.578	-510.060
-13.866	-14.950	-541.787
-12.049	-13.955	-571.631
-14.598	-15.553	-598.065
-15.581	-14.428	-620.492
-14.566	-15.266	-642.838
-16.321	-19.151	-665.734
-13.873	-14.624	-680.801
-13.451	-14.067	-690.573
-13.262	-21.917	-703.296
-17.062	-29.855	-709.772
-18.712	-34.554	-711.324
-18.490	-32.804	-704.203
-22.953	-38.615	-696.858
-25.174	-48.964	-696.027
-24.523	-42.932	-682.421
-25.331	-31.749	-660.152
-28.902	-29.952	-641.692
-31.303	-25.957	-622.493
-31.574	-25.474	-596.221
-30.432	-28.071	-566.559
-26.650	-28.707	-540.511
-24.512	-32.948	-509.237
-25.329	-35.960	-473.491
-24.936	-36.430	-437.916
-24.142	-37.499	-396.726
-20.837	-36.585	-357.883
-18.254	-34.260	-315.329
-17.449	-33.933	-268.913
-16.154	-31.847	-225.542
-16.107	-31.713	-174.616
-16.171	-31.227	-128.041
-19.747	-30.250	-79.416
-21.414	-31.553	-27.420
-19.881	-31.931	15.770
-21.184	-33.600	64.223
-20.377	-30.558	116.720
-20.206	-26.880	165.546
-21.173	-27.447	213.452
-19.000	-24.546	261.704
-19.416	-20.858	306.805
-20.293	-21.042	348.378
-17.247	-20.353	389.615
-16.152	-18.130	430.296
-12.668	-19.590	467.197
-6.072	-19.863	497.239
-3.990	-19.472	530.372
-2.482	-20.937	560.281
-2.995	-20.940	587.991
0.037	-18.186	614.293
4.136	-15.875	635.431
2.471	-11.202	658.919
0.432	-4.759	675.558
0.768	1.666	687.174
4.985	11.264	697.026
3.233	10.413	704.573
0.770	3.855	708.430
3.568	5.596	703.457
2.866	7.758	698.250
3.223	6.962	693.076
2.520	4.601	682.338
2.131	2.763	670.034
4.577	2.698	653.762
7.460	6.551	626.133
11.142	12.054	604.062
13.262	14.772	581.967
13.666	14.242	548.309
14.796	14.831	517.801
15.902	14.959	481.054
17.247	15.385	442.893
20.184	14.002	405.539
21.671	14.612	362.110
21.801	15.182	315.992
20.265	14.227	270.226
19.006	17.964	228.771
21.702	18.829	181.750
23.016	18.451	128.899
22.840	21.493	84.603
18.441	23.946	37.442
15.218	25.674	-14.754
15.382	27.936	-59.069
16.142	31.720	-102.205
16.606	31.373	-148.402
11.922	33.315	-197.021
11.799	35.086	-243.106
10.221	32.744	-288.169
7.162	33.425	-338.119
10.202	30.873	-382.858
13.519	31.409	-417.812
14.051	31.604	-457.247
15.280	29.546	-494.279
13.942	28.229	-527.031
13.742	30.492	-558.798
13.741	31.339	-588.433
13.649	28.264	-614.722
15.599	27.781	-634.158
14.918	26.782	-653.452
17.541	26.630	-670.749
18.967	28.887	-686.073
17.772	27.387	-699.488
20.651	23.115	-706.729
18.442	17.786	-707.703
13.344	16.068	-708.276
14.394	21.707	-703.696
11.706	19.805	-691.341
7.781	10.258	-682.793
7.165	13.512	-667.172
4.449	22.100	-644.062
2.180	24.917	-622.962
2.277	24.646	-599.764
2.224	20.979	-574.928
1.477	15.910	-548.644
1.851	12.237	-520.480
3.979	8.053	-488.820
1.120	4.300	-455.344
0.279	2.504	-413.705
2.409	1.825	-370.460
3.516	0.211	-330.644
3.495	0.003	-284.509
2.885	-0.380	-236.459
5.159	-1.157	-192.563
1.358	-2.168	-145.144
-1.904	-4.792	-95.413
-2.172	-4.947	-48.923
-4.637	-6.334	-0.729
-5.337	-8.899	48.712
-5.052	-8.969	100.833
-9.727	-9.083	148.786
-12.926	-7.257	194.516
-12.034	-7.352	246.841
-14.018	-8.219	295.033
-15.200	-6.393	337.338
-12.538	-12.656	376.582
-10.134	-17.352	413.225
-12.553	-19.288	449.055
-11.413	-23.425	485.285
-10.527	-26.435	515.966
-11.772	-29.847	544.331
-8.717	-32.907	576.159
-8.518	-30.407	603.001
-10.983	-27.001	628.295
-9.443	-27.529	652.977
-9.313	-17.774	671.184
-11.081	-12.722	683.930
-15.081	-22.667	692.716
-18.938	-24.661	701.075
-18.300	-24.470	706.125
-17.165	-25.552	703.196
-18.992	-25.545	697.406
-20.900	-30.831	693.606
-21.927	-35.132	682.642
-23.569	-33.261	669.464
-19.894	-30.511	657.193
-19.922	-28.446	636.722
-19.433	-27.109	614.962
-14.491	-27.852	588.010
-12.712	-29.608	555.556
-13.817	-30.922	524.402
-13.057	-30.165	490.656
-11.858	-29.164	453.572
-11.336	-30.306	414.074
-10.111	-32.820	370.449
-9.479	-32.068	329.034
-8.514	-32.484	289.532
-9.360	-30.641	243.131
-9.990	-26.900	194.194
-8.985	-25.339	150.859
-9.235	-25.373	102.508
-10.333	-21.326	51.059
-9.261	-15.932	2.330
-11.054	-15.682	-43.496
-12.564	-14.703	-89.283
-12.970	-12.714	-136.058
-15.932	-9.168	-180.602
-15.814	-6.817	-226.483
-16.776	-9.774	-274.810
-17.684	-10.404	-319.082
-16.032	-8.580	-362.847
-15.398	-6.502	-403.707
-13.736	-6.000	-444.952
-10.186	-7.399	-484.155
-7.229	-7.439	-519.249
-6.307	-5.452	-553.772
-4.036	-2.098	-575.174
-1.818	-0.668	-602.917
0.461	3.372	-630.228
1.128	8.454	-643.869
2.318	6.818	-661.857
5.407	3.296	-679.863
3.389	1.983	-690.136
4.196	-0.270	-701.301
9.966	2.438	-710.855
7.684	5.015	-706.461
5.000	-1.971	-699.207
7.188	1.015	-694.865
8.066	11.018	-686.504
8.361	19.269	-671.858
8.955	24.682	-650.786
6.709	23.969	-626.408
4.931	27.770	-605.819
5.740	28.741	-583.810
6.156	27.654	-557.179
6.195	24.738	-528.482
12.181	23.814	-497.446
21.167	24.689	-468.190
21.667	24.165	-431.189
21.542	26.793	-386.875
22.412	29.470	-343.309
24.135	31.205	-296.770
27.659	34.264	-250.919
26.524	34.349	-205.457
25.958	33.605	-158.879
24.780	35.052	-112.961
24.732	33.749	-65.581
25.399	33.959	-18.124
21.960	34.266	31.106
19.906	32.304	79.875
19.071	33.094	129.082
19.418	35.273	179.587
18.809	36.710	228.770
19.332	37.479	271.730
18.711	39.580	321.268
19.826	38.289	363.004
22.838	36.068	399.668
21.608	33.260	438.065
22.352	28.736	469.465
25.645	26.708	505.835
25.259	23.349	536.516
24.578	24.832	563.215
28.945	27.337	590.074
29.089	26.943	616.229
25.753	28.753	646.380
25.023	30.289	665.485
26.347	42.256	679.430
21.996	37.078	689.937
13.616	20.122	697.556
11.992	25.063	706.324
11.908	25.064	706.177
12.226	18.479	698.420
9.817	17.945	690.976
5.769	12.622	685.729
6.388	2.648	672.944
8.843	7.201	657.533
6.819	11.831	641.962
2.968	7.936	623.383
4.292	6.981	598.484
7.000	5.665	569.434
8.800	4.777	539.638
9.975	0.754	503.795
10.349	-5.099	464.478
5.468	-5.118	427.377
5.520	-4.145	384.865
5.375	-5.083	345.745
2.600	-7.834	303.958
5.270	-8.994	256.137
3.728	-5.952	216.613
-1.603	-9.265	171.481
-1.740	-9.530	121.014
-3.721	-6.474	72.321
-4.018	-10.116	20.504
-3.601	-11.113	-24.661
-9.172	-10.809	-70.001
-10.622	-12.754	-121.404
-12.262	-12.727	-169.956
-15.346	-12.028	-214.555
-20.488	-12.419	-255.169
-24.253	-14.867	-298.521
-22.626	-19.155	-344.863
-22.422	-19.485	-387.808
-21.782	-19.301	-429.525
-22.541	-21.964	-469.309
-23.150	-25.338	-506.945
-19.185	-26.297	-542.387
-17.124	-23.371	-570.635
-16.396	-23.414	-598.326
-16.830	-25.747	-623.198
-15.648	-22.691	-641.661
-16.333	-22.416	-653.557
-18.706	-27.453	-670.931
-22.192	-30.890	-683.713
-19.925	-32.871	-692.306
-17.598	-35.570	-703.162
-18.484	-30.171	-703.538
-19.657	-34.984	-704.278
-25.218	-47.012	-700.325
-22.568	-38.867	-689.937
-20.209	-30.596	-676.659
-24.644	-31.881	-660.521
-26.729	-30.739	-641.267
-25.813	-26.511	-618.946
-28.423	-26.401	-592.151
-31.136	-27.654	-563.851
-32.681	-29.282	-535.692
-26.740	-31.241	-509.958
-20.160	-28.518	-477.245
-21.386	-28.590	-440.772
-15.338	-30.143	-404.612
-12.604	-26.180	-361.881
-8.487	-21.968	-319.258
-4.298	-17.906	-272.517
-9.945	-15.868	-223.247
-8.589	-19.288	-175.612
-9.807	-20.367	-128.074
-12.351	-17.796	-80.947
-11.407	-16.933	-33.124
-14.956	-17.392	14.794
-14.157	-16.653	61.703
-8.261	-13.470	109.512
-8.144	-11.125	156.963
-11.251	-10.514	204.935
-12.868	-8.581	254.116
-10.018	-9.587	298.364
-8.589	-13.091	342.868
-12.001	-9.926	386.975
-9.323	-8.771	422.586
-4.672	-8.604	458.847
-2.642	-6.055	495.966
6.250	-4.457	523.380
12.233	-2.569	548.933
6.588	-0.061	580.857
9.172	5.369	608.615
15.376	7.995	631.306
13.267	9.747	652.304
12.784	13.602	670.441
14.398	16.337	685.709
12.977	19.396	695.302
9.433	26.996	704.100
2.051	33.117	707.192
6.641	23.167	700.355
14.828	16.608	694.697
14.211	20.089	683.868
7.583	19.624	675.224
9.727	18.299	663.320
14.803	21.334	641.884
12.416	21.535	625.099
11.315	18.801	605.348
8.191	17.426	578.872
20.500	15.534	547.948
22.934	19.013	517.142
19.800	22.965	482.359
18.150	23.799	443.214
15.957	25.597	405.458
23.276	25.520	361.861
32.220	22.374	317.507
29.432	24.354	274.416
23.011	24.333	229.062
22.096	25.007	185.465
20.718	29.705	142.575
21.282	30.072	93.885
18.927	30.442	42.806
16.307	29.092	-6.014
13.552	33.148	-55.327
20.156	33.800	-104.189
21.803	25.777	-150.857
10.946	26.329	-196.193
8.586	30.126	-241.083
5.813	31.362	-284.711
4.166	30.136	-325.342
8.368	25.297	-367.634
8.082	27.643	-412.947
15.943	26.044	-452.692
5.731	25.111	-488.094
2.851	23.736	-524.443
16.293	20.314	-556.788
10.763	20.311	-584.423
12.043	24.635	-611.512
16.718	26.528	-633.023
13.949	16.978	-648.413
15.355	13.994	-664.913
8.394	16.850	-677.851
8.618	13.513	-687.394
6.579	10.185	-692.983
5.278	10.559	-696.928
12.820	8.882	-700.586
3.881	1.122	-699.639
1.770	-6.226	-695.589
1.718	-3.004	-683.282
1.025	-1.588	-667.268
-3.081	2.682	-648.428
-7.564	4.605	-625.044
-1.295	-2.488	-602.554
-2.368	-2.283	-575.564
-11.480	0.226	-543.735
-10.109	-1.673	-513.705
-6.768	-4.858	-484.946
-10.594	-10.531	-450.293
-12.757	-11.483	-412.882
-4.137	-15.426	-376.943
-1.112	-19.964	-336.368
-3.275	-16.153	-290.027
-6.151	-13.122	-243.290
-5.275	-17.608	-196.148
-3.778	-18.265	-146.171
-14.745	-17.084	-95.177
-10.569	-21.153	-48.965
-13.777	-21.024	-0.832
-20.161	-22.362	48.148
-11.839	-25.901	93.653
-16.313	-28.978	141.029
-20.196	-29.687	184.447
-22.112	-28.146	232.909
-21.141	-28.923	279.878
-20.822	-28.755	325.111
-21.376	-26.988	369.648
-24.672	-26.737	410.536
-22.139	-27.787	449.097
-21.123	-27.870	483.830
-20.066	-29.021	515.008
-8.747	-34.707	542.194
-13.701	-36.456	571.872
-10.911	-34.856	595.617
-10.944	-34.201	617.659
-11.848	-31.598	639.996
-16.798	-31.523	660.939
-19.521	-28.124	676.845
-16.566	-23.870	689.376
-13.142	-23.775	698.174
-12.732	-12.239	701.014
-28.445	-17.102	704.093
-22.553	-30.099	698.409
-15.566	-23.886	689.703
-15.547	-25.237	679.065
-20.733	-28.087	662.801
-16.990	-28.628	646.924
-7.163	-28.500	628.624
-19.859	-21.612	608.110
-16.767	-24.393	584.080
-2.539	-33.483	556.054
-6.806	-26.654	528.788
-13.140	-18.410	496.669
-10.417	-23.552	456.217
-4.755	-22.427	416.963
-7.528	-14.688	381.263
-2.075	-18.075	337.177
3.354	-19.405	287.462
-3.911	-17.872	242.492
-1.332	-16.424	198.633
4.554	-17.963	149.459
-4.087	-15.175	105.828
-5.339	-5.397	62.271
-3.986	-5.506	12.424
-5.807	-4.912	-37.095
-4.771	-2.927	-83.411
-6.983	-5.697	-130.807
-5.380	-1.829	-183.083
-6.298	4.027	-226.036
-6.199	4.158	-266.031
-10.212	0.116	-311.979
-8.638	5.941	-354.995
-6.869	13.498	-394.231
-4.495	9.958	-436.790
-0.521	10.241	-474.106
-3.920	9.745	-506.406
3.036	12.992	-540.048
9.377	22.845	-569.381
10.169	19.493	-597.435
11.065	12.165	-624.368
11.652	16.657	-642.692
12.110	20.463	-657.529
8.663	16.353	-670.842
11.587	16.096	-683.661
12.628	20.306	-690.092
13.217	20.084	-692.633
11.560	10.774	-698.660
8.994	7.535	-698.915
16.720	14.225	-694.620
15.258	19.771	-684.704
11.657	23.851	-670.539
13.882	26.990	-652.013
13.480	31.677	-632.792
11.838	30.532	-610.349
9.148	33.856	-583.378
8.559	37.218	-555.679
14.238	36.491	-526.446
18.098	33.724	-495.336
16.466	33.751	-457.076
19.239	34.470	-421.464
27.348	33.632	-389.744
29.764	33.138	-349.813
23.567	29.992	-303.800
26.484	32.008	-258.971
31.174	38.177	-212.995
25.902	36.264	-164.139
23.054	32.398	-116.077
24.439	33.856	-67.051
21.425	32.615	-18.407
15.640	29.518	29.742
15.128	26.844	76.670
17.303	28.007	123.016
18.307	27.313	169.945
17.846	27.626	217.440
18.120	29.226	263.056
19.873	31.698	307.605
15.845	31.794	354.147
16.422	29.333	395.173
16.328	29.112	435.198
14.726	26.031	472.928
21.241	23.959	502.609
20.319	18.109	531.875
17.854	15.324	560.632
17.944	12.321	588.507
20.025	9.389	612.421
21.697	10.202	631.941
17.033	10.359	651.412
12.858	16.754	669.700
15.082	21.168	683.419
10.123	16.088	693.440
0.623	8.529	699.074
3.595	6.956	698.889
2.021	9.331	699.710
0.429	5.894	693.947
-0.929	-2.221	684.891
-3.335	-9.349	671.989
-1.802	-12.351	653.575
-2.125	-10.223	637.842
-1.712	-6.963	620.494
0.877	-5.644	595.353
0.202	-7.224	567.222
-0.353	-10.111	537.519
-0.544	-9.777	508.209
-0.344	-10.267	471.600
-2.281	-13.942	435.714
-3.249	-15.972	395.086
0.807	-17.639	346.528
-5.291	-21.796	307.533
-6.114	-23.811	263.419
-5.074	-22.415	217.340
-7.129	-25.413	167.271
-9.469	-26.295	120.392
-9.287	-23.174	73.755
-8.988	-24.370	26.300
-15.404	-25.207	-15.603
-15.765	-22.179	-66.099
-18.754	-19.446	-112.586
-21.345	-21.518	-158.890
-21.717	-23.192	-207.608
-26.376	-25.031	-249.287
-27.706	-24.843	-294.680
-23.934	-21.127	-343.240
-24.962	-25.162	-381.257
-26.370	-28.910	-422.022
-24.103	-27.798	-464.471
-26.464	-27.422	-493.777
-23.261	-28.139	-527.615
-20.136	-28.208	-559.558
-17.947	-22.813	-588.150
-17.071	-23.573	-613.719
-16.618	-22.925	-632.252
-14.727	-16.210	-650.644
-16.669	-22.738	-664.320
-18.079	-27.437	-682.084
-19.846	-29.471	-691.242
-17.759	-34.081	-694.656
-16.825	-32.318	-702.690
-19.451	-26.950	-699.475
-22.736	-40.437	-692.648
-22.124	-43.187	-689.040
-19.577	-27.773	-675.929
-21.178	-24.275	-656.825
-22.888	-19.163	-639.171
-22.800	-14.989	-615.713
-23.001	-14.942	-593.820
-23.199	-14.163	-569.046
-23.158	-14.669	-536.148
-19.212	-13.723	-506.384
-12.849	-14.411	-476.453
-10.020	-12.443	-439.866
-6.315	-10.776	-401.824
-3.616	-8.685	-362.037
-1.580	-6.041	-320.826
-0.528	-6.635	-276.668
-2.450	-7.177	-227.414
-1.506	-5.756	-180.812
-2.697	-1.739	-136.837
-5.331	-5.177	-88.691
-2.668	-4.401	-41.100
-3.086	-1.319	9.019
-4.577	-0.126	60.353
-1.666	2.847	103.747
-2.634	3.971	154.672
-0.896	7.075	201.983
3.153	8.736	246.355
-2.363	10.010	294.288
-2.556	12.673	337.964
3.219	12.876	379.122
2.440	13.389	416.234
6.185	13.894	454.132
13.167	14.376	486.346
15.449	14.709	520.286
17.720	12.995	550.611
19.400	14.922	574.352
19.575	15.959	602.587
21.310	15.986	624.253
21.304	22.217	646.278
17.756	27.651	665.720
19.053	35.827	679.086
20.926	39.646	687.425
17.670	30.123	693.847
13.091	28.426	698.924
12.398	29.250	696.690
17.184	29.474	695.863
17.139	26.985	688.314
13.884	21.570	672.223
14.233	20.125	660.502
15.971	22.274	646.274
19.651	27.120	627.336
23.784	27.298	604.695
21.570	28.891	580.438
21.659	31.027	549.363
25.398	30.199	516.755
26.034	29.023	486.892
24.438	27.135	446.109
23.665	24.455	406.891
24.754	24.461	364.773
25.738	22.561	322.320
25.219	21.798	279.998
23.727	21.344	235.862
23.950	20.434	189.419
22.636	20.749	141.553
19.942	20.028	95.290
17.503	20.425	43.648
17.208	22.861	-0.533
14.471	23.409	-45.516
8.822	22.967	-93.738
6.811	24.658	-138.704
8.332	23.868	-186.783
6.464	20.882	-230.863
4.188	19.936	-276.457
5.508	19.092	-325.777
3.616	16.909	-365.031
2.473	15.662	-405.623
4.063	12.766	-449.639
4.676	10.374	-482.482
5.282	11.091	-516.893
5.441	9.973	-550.367
4.157	7.952	-573.080
3.023	5.829	-599.003
3.064	4.642	-623.445
3.907	4.471	-641.617
3.708	3.946	-657.837
2.011	3.921	-674.011
5.262	2.240	-686.258
2.737	-3.511	-695.106
-3.577	-8.000	-701.776
-2.422	-10.355	-700.861
-0.511	-7.231	-695.275
-4.266	-8.073	-687.580
-11.432	-16.362	-674.105
-11.655	-22.481	-659.913
-12.480	-17.714	-644.613
-18.020	-8.780	-623.181
-19.286	-11.183	-599.205
-17.211	-13.926	-574.360
-15.658	-17.778	-549.899
-17.744	-21.311	-521.243
-18.560	-22.632	-490.350
-14.387	-27.467	-457.492
-13.663	-31.220	-420.083
-15.302	-31.950	-377.388
-14.493	-30.658	-336.019
-11.823	-29.705	-290.175
-13.186	-28.966	-244.473
-15.847	-29.071	-200.252
-16.315	-29.713	-153.491
-16.727	-30.406	-106.405
-19.764	-32.512	-56.601
-20.045	-32.595	-10.062
-21.913	-33.584	36.907
-24.867	-34.170	84.674
-23.622	-34.145	132.026
-25.125	-33.732	184.486
-24.951	-31.497	232.187
-23.818	-30.662	277.730
-25.148	-27.322	322.227
-24.955	-28.410	362.357
-20.891	-30.604	400.674
-21.597	-33.243	436.045
-22.026	-34.725	470.234
-16.092	-32.390	501.252
-13.426	-36.807	532.996
-14.651	-37.931	562.611
-12.938	-34.090	590.431
-11.076	-31.552	614.964
-12.904	-27.354	636.244
-13.704	-23.651	658.654
-14.588	-16.886	673.620
-10.541	-7.707	685.075
-12.295	-13.089	693.000
-18.587	-20.933	695.604
-18.021	-21.215	692.107
-16.347	-17.215	690.290
-14.079	-17.346	686.332
-12.382	-17.908	675.510
-13.184	-17.019	665.399
-13.870	-21.299	647.107
-12.406	-19.757	631.035
-11.118	-16.168	616.134
-6.678	-10.883	589.990
-4.243	-10.801	556.552
-3.950	-9.276	525.891
-1.481	-6.529	495.073
-1.241	-11.537	453.476
1.417	-9.423	414.114
5.200	-6.481	383.781
5.045	-6.073	341.393
3.299	-4.408	290.952
3.678	-3.535	250.388
1.673	-1.076	205.632
3.396	1.400	160.577
5.801	2.931	115.425
4.944	7.293	63.737
5.457	8.913	16.856
4.240	9.239	-28.830
3.673	11.329	-77.474
1.180	11.893	-122.272
-0.482	17.955	-171.478
0.137	21.091	-215.992
1.323	18.828	-254.514
1.211	19.179	-301.954
-1.043	17.947	-350.392
-0.860	19.496	-392.112
2.662	19.377	-429.966
7.007	18.342	-468.831
9.248	23.027	-501.171
10.806	22.818	-534.455
13.176	22.978	-564.626
15.385	25.062	-589.687
14.792	25.398	-615.558
15.369	31.139	-635.406
18.657	34.044	-648.306
19.494	30.530	-660.649
14.750	26.909	-677.866
13.923	23.203	-690.412
16.714	21.684	-694.797
19.458	23.467	-698.732
20.828	29.312	-696.199
14.856	20.713	-689.592
13.554	18.342	-679.554
15.991	29.039	-664.616
17.416	29.821	-649.014
17.483	34.223	-631.411
14.347	35.654	-606.777
11.915	34.284	-579.284
10.610	34.638	-556.492
12.947	31.344	-531.278
17.564	27.591	-501.934
18.590	25.221	-467.362
20.849	24.147	-430.665
23.049	25.979	-395.916
22.873	26.395	-353.469
24.590	28.145	-307.323
25.258	28.497	-261.467
22.625	24.520	-215.686
22.013	26.129	-169.929
19.280	25.259	-120.986
16.685	21.892	-72.946
16.191	22.652	-29.155
13.492	20.551	19.017
13.467	18.186	67.478
12.586	17.501	115.245
11.975	17.969	161.831
11.544	18.577	209.631
11.069	18.218	262.055
10.200	18.208	304.785
8.934	15.374	345.053
11.328	12.381	386.475
10.238	9.404	425.505
8.287	5.024	460.087
10.686	1.812	488.917
10.001	-0.850	520.061
8.210	-1.250	551.205
9.439	-2.333	575.987
11.196	-2.598	603.642
11.221	-2.912	629.596
8.155	-0.032	647.897
7.905	14.153	669.212
4.773	4.587	680.998
-2.463	-10.054	687.188
-4.193	-7.000	697.853
-5.072	-8.698	694.659
-6.685	-7.610	690.486
-9.453	-12.741	688.948
-8.286	-18.289	677.294
-7.062	-21.240	663.944
-9.154	-24.518	652.199
-8.157	-20.855	637.990
-11.853	-19.580	620.943
-8.592	-19.833	596.945
-6.141	-19.123	569.297
-9.600	-21.642	540.542
-7.279	-23.425	505.949
-5.126	-24.671	468.160
-10.040	-27.951	433.826
-9.414	-27.910	394.360
-7.030	-27.794	348.432
-11.533	-28.388	307.520
-11.140	-28.818	266.141
-12.416	-31.397	225.432
-13.534	-29.354	181.332
-13.633	-27.645	130.202
-15.977	-29.731	83.899
-14.872	-27.667	36.140
