7.698,-7.492,650.551
7.714,-7.485,650.563
7.706,-7.497,650.558
7.689,-7.495,650.557
7.706,-7.486,650.550
7.717,-7.473,650.548
7.721,-7.479,650.549
7.726,-7.477,650.536
7.750,-7.456,650.521
7.756,-7.460,650.515
7.755,-7.496,650.500
7.757,-7.467,650.484
7.747,-7.471,650.497
7.751,-7.497,650.494
7.747,-7.472,650.472
7.745,-7.462,650.495
7.725,-7.472,650.484
7.747,-7.450,650.456
7.728,-7.449,650.462
7.739,-7.464,650.470
7.718,-7.470,650.451
7.743,-7.461,650.457
7.748,-7.465,650.438
7.748,-7.465,650.438
7.755,-7.452,650.430
7.776,-7.461,650.431
7.756,-7.453,650.444
7.764,-7.447,650.429
7.762,-7.457,650.424
7.777,-7.450,650.423
7.764,-7.467,650.426
7.759,-7.458,650.431
7.747,-7.464,650.425
7.755,-7.461,650.419
7.762,-7.466,650.413
7.762,-7.457,650.424
7.764,-7.467,650.426
7.738,-7.478,650.440
7.766,-7.457,650.431
7.760,-7.467,650.419
7.763,-7.469,650.445
7.783,-7.459,650.431
7.794,-7.452,650.424
7.789,-7.464,650.425
7.800,-7.470,650.446
7.819,-7.471,650.440
7.797,-7.482,650.460
7.819,-7.462,650.451
7.801,-7.471,650.459
7.788,-7.468,650.464
7.782,-7.480,650.472
7.777,-7.457,650.470
7.768,-7.451,650.488
7.742,-7.483,650.498
7.757,-7.467,650.484
7.763,-7.476,650.517
7.757,-7.497,650.513
7.778,-7.478,650.504
7.776,-7.479,650.511
7.762,-7.503,650.514
7.757,-7.497,650.513
7.756,-7.510,650.541
7.754,-7.483,650.537
7.781,-7.481,650.550
7.773,-7.493,650.545
7.784,-7.506,650.534
7.788,-7.506,650.540
7.771,-7.522,650.561
7.781,-7.492,650.558
7.771,-7.505,650.559
7.775,-7.494,650.558
7.777,-7.493,650.551
7.759,-7.503,650.578
7.762,-7.502,650.572
7.745,-7.499,650.571
7.752,-7.498,650.584
7.753,-7.488,650.576
7.749,-7.497,650.558
7.770,-7.488,650.557
7.743,-7.509,650.566
7.727,-7.519,650.586
7.745,-7.508,650.560
7.741,-7.500,650.565
7.751,-7.504,650.565
7.760,-7.499,650.539
7.774,-7.508,650.527
7.774,-7.519,650.535
7.783,-7.533,650.531
7.768,-7.530,650.524
7.746,-7.523,650.542
7.748,-7.502,650.539
7.728,-7.529,650.517
7.736,-7.506,650.514
7.738,-7.494,650.500
7.762,-7.484,650.492
7.792,-7.467,650.471
7.793,-7.476,650.460
7.795,-7.494,650.475
7.802,-7.499,650.469
7.793,-7.522,650.472
7.761,-7.509,650.470
7.744,-7.507,650.469
7.736,-7.516,650.445
7.710,-7.510,650.456
7.710,-7.510,650.456
7.696,-7.544,650.448
