NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-27, 19:06:35
DATA_INCLUDED	Position
DATA_TYPES	Mass_pos_X	Mass_pos_Y	Mass_pos_Z

Mass_pos_X	Mass_pos_Y	Mass_pos_Z	
40.941	-230.558	202.689
40.900	-230.682	202.706
40.985	-230.693	202.691
41.022	-230.812	202.701
41.110	-230.925	202.722
41.145	-230.870	202.715
41.193	-230.908	202.709
41.211	-230.944	202.718
41.265	-230.927	202.728
41.315	-230.965	202.749
41.371	-230.919	202.726
41.340	-230.861	202.711
41.393	-230.886	202.725
41.297	-230.754	202.713
41.318	-230.820	202.714
41.398	-230.671	202.701
41.326	-230.565	202.693
41.345	-230.545	202.705
41.271	-230.496	202.708
41.126	-230.384	202.700
41.138	-230.432	202.696
41.055	-230.408	202.705
40.951	-230.316	202.699
40.996	-230.366	202.706
40.919	-230.330	202.715
40.966	-230.366	202.702
40.945	-230.443	202.727
40.995	-230.482	202.728
41.126	-230.558	202.740
41.165	-230.693	202.784
41.250	-230.676	202.785
41.419	-230.742	202.821
41.513	-230.716	202.856
41.710	-230.593	202.865
41.897	-230.467	202.904
42.222	-230.461	202.956
42.541	-230.222	202.973
43.073	-229.982	202.998
43.705	-229.514	202.992
44.540	-228.839	202.965
45.669	-227.867	202.884
47.036	-226.484	202.694
48.550	-224.285	202.342
50.130	-221.228	201.822
51.103	-216.783	201.388
51.949	-211.331	201.076
53.145	-205.001	201.078
57.489	-199.114	201.267
61.731	-191.879	201.640
64.721	-183.211	202.467
71.527	-175.117	203.742
82.067	-167.679	206.192
85.540	-155.913	208.011
87.684	-147.585	210.765
88.301	-143.094	214.870
94.499	-119.655	216.615
96.792	-107.482	220.612
99.031	-94.869	225.009
100.651	-82.003	229.843
102.252	-68.400	235.095
103.757	-54.390	240.753
105.298	-39.977	246.825
106.357	-25.529	253.203
107.245	-10.791	259.835
107.945	4.017	266.738
108.242	18.620	273.915
108.245	33.017	281.049
107.963	47.187	288.126
107.403	61.107	295.132
106.574	74.754	302.051
105.483	88.105	308.869
104.138	101.137	315.573
102.547	113.828	322.146
100.718	126.155	328.576
98.659	138.096	334.846
96.378	149.627	340.943
93.882	160.726	346.853
91.179	171.370	352.560
88.278	181.536	358.050
85.186	191.202	363.309
81.911	200.345	368.323
78.460	208.942	373.076
74.843	216.970	377.554
71.066	224.407	381.742
67.137	231.231	385.627
63.065	237.417	389.194
58.857	242.944	392.427
54.521	247.789	395.313
50.065	251.928	397.838
45.497	255.340	399.985
40.825	258.002	401.742
36.056	259.890	403.094
31.198	260.983	404.025
26.260	261.257	404.522
21.249	260.690	404.570
16.174	259.258	404.155
11.041	256.940	403.262
5.858	253.712	401.876
0.635	249.552	399.983
-4.622	244.437	397.568
-10.309	238.804	395.094
-15.757	232.509	392.332
-20.689	225.525	389.222
-25.662	218.064	385.907
-30.642	210.234	382.379
-35.558	201.723	378.391
-40.563	193.003	374.251
-45.116	183.572	369.675
-49.583	173.609	364.842
-53.845	163.407	359.857
-57.801	152.688	354.496
-61.494	141.895	348.834
-64.867	130.654	342.713
-67.989	119.051	336.141
-70.786	106.917	329.039
-73.168	94.422	321.424
-75.192	81.135	313.390
-76.826	67.168	305.138
-78.152	52.461	296.906
-78.760	37.641	288.833
-79.089	22.934	281.212
-79.240	8.299	273.830
-79.143	-5.668	266.721
-78.573	-19.578	259.898
-78.579	-32.719	253.274
-77.860	-45.996	247.011
-77.092	-59.895	241.264
-76.181	-73.468	235.880
-75.082	-86.710	230.879
-73.750	-99.620	226.283
-72.139	-112.193	222.111
-70.203	-124.425	218.387
-67.898	-136.314	215.129
-65.178	-147.855	212.360
-61.997	-159.046	210.101
-58.311	-169.882	208.372
-54.075	-180.361	207.194
-49.241	-190.478	206.589
-44.615	-199.751	206.899
-39.991	-207.713	207.951
-34.442	-214.981	209.677
-29.542	-220.857	212.176
-24.825	-225.852	215.432
-19.645	-230.117	219.217
-14.918	-233.568	223.690
-10.488	-236.217	228.794
-4.290	-238.959	234.240
0.478	-240.198	240.254
7.179	-241.347	246.585
13.447	-241.315	253.353
19.642	-240.453	260.464
25.829	-238.841	267.899
32.541	-236.843	275.706
39.094	-234.208	283.800
45.978	-230.838	292.132
52.674	-226.614	300.577
58.304	-221.166	308.894
63.763	-214.922	317.201
68.882	-207.646	325.287
73.653	-199.562	333.132
77.122	-193.562	341.442
79.011	-192.532	351.375
87.049	-172.654	354.766
92.902	-161.876	360.425
98.043	-154.201	366.062
103.697	-145.267	370.814
109.376	-136.037	374.317
115.033	-126.545	376.635
120.620	-116.823	377.835
126.091	-106.903	377.982
131.398	-96.819	377.143
136.495	-86.602	375.382
141.334	-76.287	372.766
145.868	-65.905	369.361
150.051	-55.489	365.231
153.835	-45.071	360.444
157.173	-34.685	355.065
160.018	-24.364	349.159
162.324	-14.139	342.792
164.043	-4.044	336.030
165.127	5.889	328.939
165.531	15.627	321.584
165.207	25.137	314.031
164.108	34.387	306.347
162.186	43.344	298.596
159.396	51.975	290.845
155.689	60.248	283.159
151.019	68.130	275.604
146.607	75.636	268.355
144.824	82.896	261.090
144.930	90.182	254.062
146.536	97.720	247.904
146.512	104.545	242.186
144.995	110.686	236.925
142.123	116.167	232.141
138.033	121.015	227.850
132.862	125.257	224.071
126.748	128.918	220.822
119.828	132.025	218.121
112.239	134.605	215.985
104.119	136.683	214.434
95.605	138.286	213.484
86.834	139.441	213.154
77.943	140.172	213.461
69.071	140.508	214.424
60.354	140.474	216.061
51.930	140.096	218.390
43.935	139.400	221.428
36.508	138.414	225.194
29.786	137.163	229.705
24.054	135.666	234.746
19.407	133.606	240.625
14.651	131.162	247.461
9.458	128.249	255.000
2.516	124.331	262.552
-6.034	119.407	270.074
-16.053	113.476	277.523
-27.398	106.538	284.857
-39.931	98.590	292.033
-51.858	89.666	299.098
