NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-27, 19:05:53
DATA_INCLUDED	Position
DATA_TYPES	Mass_pos_X	Mass_pos_Y	Mass_pos_Z

Mass_pos_X	Mass_pos_Y	Mass_pos_Z	
49.807	-220.673	200.504
49.865	-220.757	200.501
49.901	-220.744	200.512
49.894	-220.669	200.503
49.977	-220.635	200.483
50.178	-220.785	200.469
50.103	-220.764	200.456
50.088	-220.799	200.448
50.110	-220.766	200.427
50.113	-220.811	200.439
50.203	-220.809	200.444
50.165	-220.792	200.442
50.179	-220.813	200.474
49.978	-220.706	200.485
50.003	-220.689	200.498
49.973	-220.705	200.514
50.015	-220.768	200.534
49.988	-220.670	200.515
49.860	-220.654	200.534
49.835	-220.686	200.542
49.884	-220.722	200.542
49.808	-220.673	200.531
49.879	-220.836	200.577
49.866	-220.786	200.574
50.064	-220.835	200.588
50.009	-220.823	200.634
50.212	-220.758	200.639
50.452	-220.768	200.664
50.688	-220.733	200.671
51.211	-220.844	200.699
51.815	-220.877	200.709
52.480	-220.866	200.730
53.357	-220.851	200.758
54.285	-220.687	200.778
55.565	-220.539	200.797
56.896	-220.124	200.779
58.461	-219.699	200.814
60.163	-219.061	200.884
61.989	-218.388	200.963
64.006	-217.626	201.044
65.988	-216.582	201.095
68.485	-215.490	201.058
71.087	-214.365	201.026
73.685	-212.996	200.938
76.696	-211.645	200.850
80.012	-209.980	200.653
83.492	-208.038	200.399
87.355	-205.929	200.103
91.332	-203.340	199.705
95.651	-200.500	199.259
100.101	-197.178	198.721
104.928	-193.375	198.063
109.906	-189.018	197.241
115.034	-184.351	196.316
120.126	-178.983	195.227
125.645	-173.253	193.966
131.136	-167.115	192.560
136.604	-161.691	191.148
141.880	-155.663	189.606
148.343	-145.065	187.298
154.526	-135.505	185.042
159.596	-127.693	183.359
165.664	-116.423	181.444
171.267	-104.744	179.839
176.136	-92.983	178.736
172.035	-77.472	176.723
176.811	-65.281	177.051
183.189	-53.791	178.802
189.824	-42.666	181.669
190.155	-29.966	184.139
191.518	-17.856	187.790
192.045	-5.876	192.339
191.767	5.959	197.722
190.718	17.635	203.879
188.929	29.139	210.745
186.431	40.457	218.258
183.258	51.574	226.356
179.440	62.478	234.975
175.011	73.153	244.054
170.001	83.586	253.530
164.444	93.763	263.340
158.371	103.670	273.421
151.815	113.294	283.711
144.806	122.619	294.147
137.378	131.633	304.667
129.562	140.321	315.207
121.391	148.670	325.706
112.896	156.665	336.101
104.110	164.293	346.329
95.064	171.540	356.327
85.791	178.391	366.033
76.322	184.833	375.384
66.690	190.851	384.317
56.927	196.433	392.771
