NO_OF_FRAMES	6000
NO_OF_DATA_TYPES	3
FREQUENCY	100
TIME_STAMP	2020-09-27, 09:38:31
DATA_INCLUDED	Position
DATA_TYPES	Mass_pos_X	Mass_pos_Y	Mass_pos_Z

Mass_pos_X	Mass_pos_Y	Mass_pos_Z	
240.884	-72.922	200.627
240.867	-72.917	200.676
240.851	-72.896	200.706
240.827	-72.874	200.756
240.834	-72.893	200.809
240.819	-72.918	200.822
240.823	-72.920	200.856
240.809	-72.946	200.882
240.791	-72.971	200.890
240.795	-72.972	200.903
240.783	-72.969	200.911
240.769	-73.041	200.915
240.785	-73.091	200.918
240.820	-73.148	200.898
240.864	-73.162	200.880
240.885	-73.275	200.838
240.922	-73.378	200.816
240.934	-73.427	200.805
240.985	-73.534	200.788
241.039	-73.627	200.771
241.092	-73.659	200.751
241.137	-73.734	200.736
241.235	-73.795	200.722
241.274	-73.883	200.687
241.348	-73.998	200.661
241.438	-74.103	200.653
241.508	-74.201	200.661
241.565	-74.295	200.664
241.651	-74.398	200.697
241.715	-74.541	200.737
241.797	-74.673	200.796
242.122	-74.946	200.980
242.187	-75.149	201.198
242.232	-75.348	201.419
242.496	-75.603	201.725
242.474	-75.870	202.150
242.707	-76.194	202.571
242.903	-76.532	203.114
242.793	-76.776	203.518
242.968	-77.170	204.142
243.086	-77.534	204.633
243.009	-77.755	205.182
243.093	-78.029	205.801
243.204	-78.253	206.280
243.053	-78.390	206.753
243.179	-78.511	207.127
243.091	-78.484	207.333
242.977	-78.584	207.440
243.001	-78.393	207.319
242.778	-78.073	206.957
242.862	-77.730	206.412
242.479	-76.745	205.558
242.416	-75.666	204.371
242.258	-74.324	202.747
241.940	-72.546	200.598
241.536	-70.235	197.863
240.874	-67.323	194.540
240.200	-63.469	190.558
239.553	-59.035	186.046
238.477	-53.835	180.842
237.520	-47.840	175.119
235.979	-41.330	168.862
234.549	-34.325	162.149
232.754	-26.836	155.275
230.045	-18.761	148.176
227.570	-10.303	141.339
225.812	-1.906	135.011
225.272	6.355	129.276
225.013	14.457	124.089
223.135	22.470	119.031
219.356	30.488	114.291
214.932	38.213	110.010
209.824	45.630	106.251
204.109	52.792	103.116
198.055	59.840	100.715
191.326	66.814	99.127
183.680	73.820	98.395
175.391	80.633	98.389
166.400	87.380	99.178
156.986	93.679	100.607
147.212	99.347	102.493
137.380	104.202	104.896
127.927	108.459	107.644
117.447	112.328	111.147
106.703	116.170	115.319
95.524	119.996	120.333
84.158	123.703	126.087
72.594	127.564	132.635
60.506	130.469	139.769
